name	human	chimpanzee	bonobo	description
UNC5D	1	1	0	unc-5 netrin receptor D
KCNU1	1	1	1	potassium calcium-activated channel subfamily U member 1
PLPBP	1	1	0	pyridoxal phosphate binding protein
RAB11FIP1	1	1	0	RAB11 family interacting protein 1
EIF4EBP1	1	1	0	eukaryotic translation initiation factor 4E binding protein 1
NSD3	1	1	0	nuclear receptor binding SET domain protein 3
ADAM9	1	0	1	ADAM metallopeptidase domain 9
ADAM32	1	1	0	ADAM metallopeptidase domain 32
ADAM18	1	1	0	ADAM metallopeptidase domain 18
ADAM2	4	1	1	ADAM metallopeptidase domain 2
IDO2	1	1	1	indoleamine 2%2C3-dioxygenase 2
ZMAT4	1	1	1	zinc finger matrin-type 4
SFRP1	1	0	0	secreted frizzled related protein 1
GPAT4	1	1	0	glycerol-3-phosphate acyltransferase 4
KAT6A	1	1	0	lysine acetyltransferase 6A
PLAT	1	0	1	plasminogen activator%2C tissue type
IKBKB	1	0	0	inhibitor of nuclear factor kappa B kinase subunit beta
POLB	1	1	0	DNA polymerase beta
SLC20A2	1	1	1	solute carrier family 20 member 2
CHRNB3	1	0	0	cholinergic receptor nicotinic beta 3 subunit
CHRNA6	1	0	0	cholinergic receptor nicotinic alpha 6 subunit
HOOK3	1	1	0	hook microtubule tethering protein 3
HGSNAT	1	1	0	heparan-alpha-glucosaminide N-acetyltransferase
POTEA	4	4	0	POTE ankyrin domain family member A
LOC105375817	1	0	0	POTE ankyrin domain family member A-like
SPIDR	1	1	0	scaffold protein involved in DNA repair
CEBPD	1	1	0	CCAAT enhancer binding protein delta
PRKDC	1	1	0	protein kinase%2C DNA-activated%2C catalytic subunit
UBE2V2	4	0	0	ubiquitin conjugating enzyme E2 V2
SNTG1	1	1	1	syntrophin gamma 1
PXDNL	1	1	1	peroxidasin like
PCMTD1	1	1	1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
ST18	1	1	0	ST18 C2H2C-type zinc finger transcription factor
OPRK1	1	0	0	opioid receptor kappa 1
ATP6V1H	1	1	0	ATPase H+ transporting V1 subunit H
RGS20	1	1	0	regulator of G protein signaling 20
LYPLA1-TCEA1	1	0	0	LYPLA1-TCEA1 readthrough
LYPLA1	1	1	0	lysophospholipase 1
RP1	1	1	0	RP1 axonemal microtubule associated
XKR4	1	1	4	XK related 4
TMEM68	1	1	0	transmembrane protein 68
TGS1	1	1	0	trimethylguanosine synthase 1
LYN	1	1	0	LYN proto-oncogene%2C Src family tyrosine kinase
RPS20	1	0	0	ribosomal protein S20
BPNT2	1	1	0	3'(2')%2C 5'-bisphosphate nucleotidase 2
SDCBP	1	1	0	syndecan binding protein
NSMAF	4	1	0	neutral sphingomyelinase activation associated factor
TOX	1	1	1	thymocyte selection associated high mobility group box
CA8	1	1	0	carbonic anhydrase 8
RAB2A	1	0	1	RAB2A%2C member RAS oncogene family
CLVS1	1	1	1	clavesin 1
ASPH	1	1	1	aspartate beta-hydroxylase
NKAIN3	1	1	1	sodium/potassium transporting ATPase interacting 3
GGH	1	1	0	gamma-glutamyl hydrolase
TTPA	1	0	0	alpha tocopherol transfer protein
YTHDF3	1	1	0	YTH N6-methyladenosine RNA binding protein F3
CYP7B1	1	1	0	cytochrome P450 family 7 subfamily B member 1
MTFR1	4	1	0	mitochondrial fission regulator 1
DNAJC5B	1	1	0	DnaJ heat shock protein family (Hsp40) member C5 beta
TRIM55	1	1	0	tripartite motif containing 55
ADHFE1	1	0	0	alcohol dehydrogenase iron containing 1
VCPIP1	1	0	0	valosin containing protein interacting protein 1
C8orf44-SGK3	1	0	0	C8orf44-SGK3 readthrough
SGK3	1	0	1	serum/glucocorticoid regulated kinase family member 3
MCMDC2	1	1	0	minichromosome maintenance domain containing 2
TCF24	1	0	0	transcription factor 24
PPP1R42	1	0	0	protein phosphatase 1 regulatory subunit 42
CSPP1	1	0	1	centrosome and spindle pole associated protein 1
ARFGEF1	1	1	0	ADP ribosylation factor guanine nucleotide exchange factor 1
CPA6	1	1	1	carboxypeptidase A6
PREX2	1	1	0	phosphatidylinositol-3%2C4%2C5-trisphosphate dependent Rac exchange factor 2
C8orf34	1	0	0	chromosome 8 open reading frame 34
SULF1	1	1	0	sulfatase 1
TRAM1	1	1	0	translocation associated membrane protein 1
XKR9	1	1	1	XK related 9
LACTB2	1	1	0	lactamase beta 2
EYA1	1	2	1	EYA transcriptional coactivator and phosphatase 1
KCNB2	1	1	1	potassium voltage-gated channel subfamily B member 2
TERF1	1	0	0	telomeric repeat binding factor 1
SBSPON	1	1	0	somatomedin B and thrombospondin type 1 domain containing
STAU2	1	1	4	staufen double-stranded RNA binding protein 2
UBE2W	1	1	1	ubiquitin conjugating enzyme E2 W
TMEM70	1	0	0	transmembrane protein 70
LY96	1	0	0	lymphocyte antigen 96
GDAP1	1	1	0	ganglioside induced differentiation associated protein 1
CRISPLD1	1	1	0	cysteine rich secretory protein LCCL domain containing 1
HNF4G	1	1	0	hepatocyte nuclear factor 4 gamma
ZFHX4	1	1	1	zinc finger homeobox 4
ZC2HC1A	1	1	1	zinc finger C2HC-type containing 1A
IL7	1	1	0	interleukin 7
TPD52-MRPS28	1	0	0	TPD52-MRPS28 readthrough
MRPS28	1	0	0	mitochondrial ribosomal protein S28
TPD52	1	1	1	tumor protein D52
ZNF704	1	1	1	zinc finger protein 704
PAG1	1	0	0	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
FABP12	1	1	0	fatty acid binding protein 12
SLC10A5	1	0	0	solute carrier family 10 member 5
IMPA1	1	1	1	inositol monophosphatase 1
ZFAND1	1	0	0	zinc finger AN1-type containing 1
RALYL	1	1	1	RALY RNA binding protein like
E2F5	1	1	0	E2F transcription factor 5
CA3	1	1	0	carbonic anhydrase 3
LOC128966661	4	0	0	putative exonuclease GOR
LOC124906690	4	0	0	putative exonuclease GOR
LOC124906694	4	0	0	putative exonuclease GOR
LOC124906697	4	0	0	putative exonuclease GOR
LOC124906684	4	0	0	putative exonuclease GOR
LOC124906699	4	0	0	putative exonuclease GOR
LOC124906701	4	0	0	putative exonuclease GOR
LOC124906780	4	0	0	putative exonuclease GOR
LOC124906689	4	0	0	putative exonuclease GOR
LOC124906783	4	0	0	putative exonuclease GOR
LOC124906779	4	0	0	putative exonuclease GOR
LOC124906781	4	0	0	putative exonuclease GOR
LOC124906782	4	0	0	putative exonuclease GOR
LOC128966630	4	0	0	putative exonuclease GOR
LOC128966625	4	0	0	putative exonuclease GOR
LOC124906702	4	0	0	putative exonuclease GOR
LOC124906777	4	0	0	putative exonuclease GOR
LOC124906687	4	0	0	putative exonuclease GOR
LOC124906688	4	0	0	putative exonuclease GOR
LOC124906703	4	0	0	putative exonuclease GOR
LOC124906704	4	0	0	putative exonuclease GOR
LOC124906705	4	0	0	putative exonuclease GOR
LOC124906706	4	0	0	putative exonuclease GOR
LOC124906707	4	0	0	putative exonuclease GOR
LOC124906708	4	0	0	putative exonuclease GOR
LOC124906709	4	0	0	putative exonuclease GOR
LOC124906710	4	0	0	putative exonuclease GOR
LOC124906711	4	0	0	putative exonuclease GOR
LOC124902048	4	0	0	putative exonuclease GOR
PSKH2	1	0	0	protein serine kinase H2
WWP1	1	1	1	WW domain containing E3 ubiquitin protein ligase 1
RMDN1	1	1	0	regulator of microtubule dynamics 1
CPNE3	1	0	1	copine 3
CNGB3	1	1	1	cyclic nucleotide gated channel subunit beta 3
CNBD1	1	1	1	cyclic nucleotide binding domain containing 1
MMP16	1	1	0	matrix metallopeptidase 16
DECR1	1	0	0	2%2C4-dienoyl-CoA reductase 1
CALB1	1	0	0	calbindin 1
NECAB1	1	1	0	N-terminal EF-hand calcium binding protein 1
LRRC69	1	1	1	leucine rich repeat containing 69
SLC26A7	1	1	0	solute carrier family 26 member 7
RUNX1T1	1	0	0	RUNX1 partner transcriptional co-repressor 1
CIBAR1	1	0	0	CBY1 interacting BAR domain containing 1
RBM12B	1	0	0	RNA binding motif protein 12B
TMEM67	1	0	0	transmembrane protein 67
CDH17	1	1	1	cadherin 17
RAD54B	1	1	1	RAD54 homolog B
VIRMA	4	0	0	vir like m6A methyltransferase associated
ESRP1	1	0	0	epithelial splicing regulatory protein 1
DPY19L4	1	0	0	dpy-19 like 4
NDUFAF6	1	4	0	NADH:ubiquinone oxidoreductase complex assembly factor 6
MTERF3	1	0	0	mitochondrial transcription termination factor 3
PTDSS1	1	1	0	phosphatidylserine synthase 1
SDC2	1	0	1	syndecan 2
CPQ	1	1	1	carboxypeptidase Q
MTDH	1	1	0	metadherin
LAPTM4B	1	1	0	lysosomal protein transmembrane 4 beta
MATN2	1	1	1	matrilin 2
STK3	1	1	1	serine/threonine kinase 3
VPS13B	1	1	1	vacuolar protein sorting 13 homolog B
COX6C	1	0	0	cytochrome c oxidase subunit 6C
SNX31	3	1	1	sorting nexin 31
ZNF706	1	1	0	zinc finger protein 706
GRHL2	1	0	0	grainyhead like transcription factor 2
NCALD	1	1	1	neurocalcin delta
UBR5	1	1	0	ubiquitin protein ligase E3 component n-recognin 5
ODF1	1	1	0	outer dense fiber of sperm tails 1
AZIN1	1	1	0	antizyme inhibitor 1
CTHRC1	1	0	0	collagen triple helix repeat containing 1
DCAF13	1	1	0	DDB1 and CUL4 associated factor 13
RIMS2	1	1	1	regulating synaptic membrane exocytosis 2
ZFPM2	1	1	1	zinc finger protein%2C FOG family member 2
OXR1	1	1	1	oxidation resistance 1
ABRA	1	1	0	actin binding Rho activating protein
ANGPT1	1	1	1	angiopoietin 1
RSPO2	1	1	1	R-spondin 2
EIF3E	1	1	0	eukaryotic translation initiation factor 3 subunit E
EMC2	1	0	0	ER membrane protein complex subunit 2
TMEM74	1	0	0	transmembrane protein 74
TRHR	1	0	0	thyrotropin releasing hormone receptor
NUDCD1	1	1	1	NudC domain containing 1
ENY2	1	0	0	ENY2 transcription and export complex 2 subunit
PKHD1L1	1	1	0	PKHD1 like 1
SYBU	1	1	0	syntabulin
CSMD3	1	1	1	CUB and Sushi multiple domains 3
TRPS1	1	1	0	transcriptional repressor GATA binding 1
EIF3H	1	1	0	eukaryotic translation initiation factor 3 subunit H
RAD21	1	1	1	RAD21 cohesin complex component
SLC30A8	1	1	0	solute carrier family 30 member 8
EXT1	1	1	1	exostosin glycosyltransferase 1
SAMD12	1	4	1	sterile alpha motif domain containing 12
TNFRSF11B	1	1	0	TNF receptor superfamily member 11b
COLEC10	1	1	1	collectin subfamily member 10
MAL2	1	1	1	mal%2C T cell differentiation protein 2
ENPP2	1	1	0	ectonucleotide pyrophosphatase/phosphodiesterase 2
TAF2	1	1	0	TATA-box binding protein associated factor 2
DEPTOR	1	1	0	DEP domain containing MTOR interacting protein
COL14A1	1	1	1	collagen type XIV alpha 1 chain
MTBP	1	1	0	MDM2 binding protein
SNTB1	1	1	0	syntrophin beta 1
HAS2	1	0	0	hyaluronan synthase 2
TBC1D31	1	1	0	TBC1 domain family member 31
FAM83A	1	0	1	family with sequence similarity 83 member A
C8orf76	1	0	0	chromosome 8 open reading frame 76
ATAD2	1	1	0	ATPase family AAA domain containing 2
NTAQ1	1	1	0	N-terminal glutamine amidase 1
KLHL38	1	0	0	kelch like family member 38
FER1L6	1	4	1	fer-1 like family member 6
TMEM65	1	1	1	transmembrane protein 65
TATDN1	1	0	1	TatD DNase domain containing 1
RNF139	4	0	1	ring finger protein 139
MTSS1	1	1	0	MTSS I-BAR domain containing 1
SQLE	1	1	0	squalene epoxidase
WASHC5	1	1	0	WASH complex subunit 5
NSMCE2	1	1	1	NSE2 (MMS21) homolog%2C SMC5-SMC6 complex SUMO ligase
GSDMC	1	1	1	gasdermin C
CYRIB	1	1	1	CYFIP related Rac1 interactor B
ASAP1	1	1	1	ArfGAP with SH3 domain%2C ankyrin repeat and PH domain 1
ADCY8	1	1	0	adenylate cyclase 8
EFR3A	1	1	0	EFR3 homolog A
OC90	1	0	0	otoconin 90
KCNQ3	1	1	0	potassium voltage-gated channel subfamily Q member 3
DNAAF11	1	1	0	dynein axonemal assembly factor 11
TMEM71	1	1	0	transmembrane protein 71
TG	1	1	1	thyroglobulin
ST3GAL1	1	0	0	ST3 beta-galactoside alpha-2%2C3-sialyltransferase 1
ZFAT	1	1	0	zinc finger and AT-hook domain containing
KHDRBS3	1	1	0	KH RNA binding domain containing%2C signal transduction associated 3
FAM135B	1	1	1	family with sequence similarity 135 member B
TRAPPC9	1	1	1	trafficking protein particle complex subunit 9
AGO2	1	0	1	argonaute RISC catalytic component 2
PTK2	1	1	1	protein tyrosine kinase 2
DENND3	1	1	1	DENN domain containing 3
PTP4A3	1	0	0	protein tyrosine phosphatase 4A3
TSNARE1	1	0	1	t-SNARE domain containing 1
THEM6	1	0	0	thioesterase superfamily member 6
SLURP2	1	1	0	secreted LY6/PLAUR domain containing 2
LYNX1-SLURP2	1	0	0	LYNX1-SLURP2 readthrough
LYNX1	1	0	0	Ly6/neurotoxin 1
LY6D	1	0	0	lymphocyte antigen 6 family member D
CYP11B1	1	0	0	cytochrome P450 family 11 subfamily B member 1
GPIHBP1	1	0	0	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
TOP1MT	1	1	0	DNA topoisomerase I mitochondrial
ZNF696	1	0	0	zinc finger protein 696
LOC124906793	4	0	0	nascent polypeptide-associated complex subunit alpha%2C muscle-specific form-like
MAFA	1	0	0	MAF bZIP transcription factor A
ZC3H3	1	1	1	zinc finger CCCH-type containing 3
GFUS	1	0	0	GDP-L-fucose synthase
ZNF623	2	1	1	zinc finger protein 623
PLEC	4	1	0	plectin
MROH1	1	1	0	maestro heat like repeat family member 1
HSF1	1	1	0	heat shock transcription factor 1
DGAT1	1	0	1	diacylglycerol O-acyltransferase 1
TMEM249	1	1	0	transmembrane protein 249
SLC52A2	1	0	0	solute carrier family 52 member 2
FBXL6	1	0	0	F-box and leucine rich repeat protein 6
SLC39A4	1	1	0	solute carrier family 39 member 4
VPS28	1	1	0	VPS28 subunit of ESCRT-I
ARHGAP39	1	1	1	Rho GTPase activating protein 39
ZNF251	1	1	0	zinc finger protein 251
ZNF517	1	1	0	zinc finger protein 517
ZNF7	1	1	0	zinc finger protein 7
COMMD5	1	4	0	COMM domain containing 5
ZNF16	4	0	0	zinc finger protein 16
C8orf33	1	0	0	chromosome 8 open reading frame 33
WASHC1	4	0	0	WASH complex subunit 1
FOXD4	1	0	0	forkhead box D4
ZNG1A	1	4	4	Zn regulated GTPase metalloprotein activator 1A
DOCK8	4	1	1	dedicator of cytokinesis 8
LOC105375947	1	0	0	translation initiation factor IF-2-like
KANK1	4	0	1	KN motif and ankyrin repeat domains 1
DMRT1	1	1	1	doublesex and mab-3 related transcription factor 1
DMRT2	1	0	1	doublesex and mab-3 related transcription factor 2
SMARCA2	1	0	1	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily a%2C member 2
VLDLR	1	0	0	very low density lipoprotein receptor
KCNV2	1	0	0	potassium voltage-gated channel modifier subfamily V member 2
RFX3	1	1	1	regulatory factor X3
GLIS3	1	1	1	GLIS family zinc finger 3
SLC1A1	1	0	0	solute carrier family 1 member 1
SPATA6L	1	1	0	spermatogenesis associated 6 like
RCL1	1	1	0	RNA terminal phosphate cyclase like 1
JAK2	1	1	1	Janus kinase 2
INSL6	1	1	1	insulin like 6
PLGRKT	1	1	0	plasminogen receptor with a C-terminal lysine
CD274	1	1	0	CD274 molecule
PDCD1LG2	1	1	1	programmed cell death 1 ligand 2
RIC1	1	1	1	RIC1 homolog%2C RAB6A GEF complex partner 1
ERMP1	1	1	0	endoplasmic reticulum metallopeptidase 1
BRD10	1	0	0	bromodomain containing 10
IL33	1	1	0	interleukin 33
GLDC	1	1	1	glycine decarboxylase
KDM4C	1	1	1	lysine demethylase 4C
PTPRD	1	1	1	protein tyrosine phosphatase receptor type D
MPDZ	1	1	1	multiple PDZ domain crumbs cell polarity complex component
NFIB	1	1	1	nuclear factor I B
ZDHHC21	4	1	0	zinc finger DHHC-type palmitoyltransferase 21
FREM1	1	1	1	FRAS1 related extracellular matrix 1
TTC39B	1	1	1	tetratricopeptide repeat domain 39B
PSIP1	1	1	0	PC4 and SRSF1 interacting protein 1
CCDC171	1	4	1	coiled-coil domain containing 171
BNC2	1	1	1	basonuclin zinc finger protein 2
CNTLN	1	1	1	centlein
SH3GL2	1	1	1	SH3 domain containing GRB2 like 2%2C endophilin A1
ADAMTSL1	1	1	1	ADAMTS like 1
SAXO1	1	4	0	stabilizer of axonemal microtubules 1
PLIN2	1	1	1	perilipin 2
DENND4C	4	1	1	DENN domain containing 4C
RPS6	1	1	0	ribosomal protein S6
ACER2	1	1	1	alkaline ceramidase 2
SLC24A2	1	1	1	solute carrier family 24 member 2
MLLT3	1	1	1	MLLT3 super elongation complex subunit
FOCAD	1	1	1	focadhesin
HACD4	1	0	0	3-hydroxyacyl-CoA dehydratase 4
IFNW1	1	0	0	interferon omega 1
IFNA4	1	0	0	interferon alpha 4
IFNA6	1	0	0	interferon alpha 6
MTAP	1	1	1	methylthioadenosine phosphorylase
ELAVL2	1	1	0	ELAV like RNA binding protein 2
TEK	1	1	0	TEK receptor tyrosine kinase
EQTN	1	0	0	equatorin
MOB3B	1	1	1	MOB kinase activator 3B
LINGO2	1	1	1	leucine rich repeat and Ig domain containing 2
ACO1	1	0	0	aconitase 1
RIGI	1	1	0	RNA sensor RIG-I
SMU1	1	0	0	SMU1 DNA replication regulator and spliceosomal factor
B4GALT1	1	1	0	beta-1%2C4-galactosyltransferase 1
SPINK4	1	0	0	serine peptidase inhibitor Kazal type 4
ANKRD18B	1	0	0	ankyrin repeat domain 18B
PRSS3	1	1	0	serine protease 3
UBAP2	1	4	1	ubiquitin associated protein 2
DCAF12	1	1	0	DDB1 and CUL4 associated factor 12
UBAP1	1	1	0	ubiquitin associated protein 1
KIF24	1	1	0	kinesin family member 24
DNAI1	1	0	0	dynein axonemal intermediate chain 1
CNTFR	1	0	0	ciliary neurotrophic factor receptor
PHF24	1	1	1	PHD finger protein 24
UNC13B	1	4	1	unc-13 homolog B
CCDC107	1	0	0	coiled-coil domain containing 107
ARHGEF39	1	0	0	Rho guanine nucleotide exchange factor 39
SPAG8	1	0	0	sperm associated antigen 8
NPR2	1	0	0	natriuretic peptide receptor 2
HRCT1	3	0	0	histidine rich carboxyl terminus 1
SPAAR	1	0	0	small regulatory polypeptide of amino acid response
GLIPR2	1	1	0	GLI pathogenesis related 2
CCIN	1	0	0	calicin
RNF38	1	1	0	ring finger protein 38
MELK	1	1	0	maternal embryonic leucine zipper kinase
ZCCHC7	1	1	0	zinc finger CCHC-type containing 7
GRHPR	1	1	1	glyoxylate and hydroxypyruvate reductase
POLR1E	1	0	0	RNA polymerase I subunit E
FBXO10	1	1	1	F-box protein 10
TOMM5	1	0	0	translocase of outer mitochondrial membrane 5
ANKRD18A	1	1	1	ankyrin repeat domain 18A
CNTNAP3	1	1	0	contactin associated protein family member 3
FOXD4L5	1	0	0	forkhead box D4 like 5
SPATA31A7	1	0	0	SPATA31 subfamily A member 7
ZNG1F	1	0	0	Zn regulated GTPase metalloprotein activator 1F
FOXD4L6	1	0	0	forkhead box D4 like 6
ANKRD20A1	4	4	0	ankyrin repeat domain 20 family member A1
CNTNAP3B	1	0	0	contactin associated protein family member 3B
LOC112268044	1	0	0	ankyrin repeat domain-containing protein 18B-like
LOC124906852	1	0	0	putative COBW domain-containing protein 7
LOC124906857	1	0	0	phosphoglucomutase-like protein 5
LOC128966581	4	0	0	putative ankyrin repeat domain-containing protein 30B-like
LOC128966634	4	0	0	ribosome biogenesis protein BMS1 homolog
LOC128966611	1	0	0	putative ankyrin repeat domain-containing protein 20A2
ZNF658	1	1	0	zinc finger protein 658
SPATA31A3	1	0	0	SPATA31 subfamily A member 3
ZNG1E	1	0	0	Zn regulated GTPase metalloprotein activator 1E
FOXD4L4	1	0	0	forkhead box D4 like 4
LOC124906875	1	0	0	cyclin-dependent kinase 2-associated protein 2-like
FOXD4L3	1	0	0	forkhead box D4 like 3
PGM5	1	1	0	phosphoglucomutase 5
PIP5K1B	1	1	1	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
FXN	1	1	0	frataxin
TJP2	1	0	1	tight junction protein 2
ENTREP1	1	0	0	endosomal transmembrane epsin interactor 1
APBA1	1	1	1	amyloid beta precursor protein binding family A member 1
PTAR1	1	0	0	protein prenyltransferase alpha subunit repeat containing 1
MAMDC2	1	1	1	MAM domain containing 2
SMC5	1	0	0	structural maintenance of chromosomes 5
KLF9	1	1	1	KLF transcription factor 9
TRPM3	1	1	1	transient receptor potential cation channel subfamily M member 3
CEMIP2	1	1	1	cell migration inducing hyaluronidase 2
C9orf85	1	0	0	chromosome 9 open reading frame 85
GDA	1	1	0	guanine deaminase
TMC1	1	1	1	transmembrane channel like 1
ALDH1A1	1	1	0	aldehyde dehydrogenase 1 family member A1
RORB	1	0	1	RAR related orphan receptor B
TRPM6	1	0	1	transient receptor potential cation channel subfamily M member 6
PCSK5	1	1	0	proprotein convertase subtilisin/kexin type 5
GCNT1	1	1	1	glucosaminyl (N-acetyl) transferase 1
PRUNE2	1	1	0	prune homolog 2 with BCH domain
GNA14	1	1	1	G protein subunit alpha 14
GNAQ	1	1	0	G protein subunit alpha q
CEP78	1	1	0	centrosomal protein 78
PSAT1	1	0	0	phosphoserine aminotransferase 1
TLE4	1	1	0	TLE family member 4%2C transcriptional corepressor
SPATA31D4	4	0	0	SPATA31 subfamily D member 4
SPATA31D3	1	0	0	SPATA31 subfamily D member 3
RASEF	1	0	0	RAS and EF-hand domain containing
FRMD3	1	1	1	FERM domain containing 3
GKAP1	1	0	1	G kinase anchoring protein 1
NTRK2	1	1	1	neurotrophic receptor tyrosine kinase 2
AGTPBP1	1	0	0	ATP/GTP binding carboxypeptidase 1
NAA35	1	1	0	N-alpha-acetyltransferase 35%2C NatC auxiliary subunit
GOLM1	1	1	0	golgi membrane protein 1
SPATA31C1	4	0	0	SPATA31 subfamily C member 1
SPATA31C2	4	0	0	SPATA31 subfamily C member 2
SHC3	1	1	1	SHC adaptor protein 3
SECISBP2	1	0	0	SECIS binding protein 2
SEMA4D	1	1	1	semaphorin 4D
SYK	1	0	1	spleen associated tyrosine kinase
AUH	1	1	0	AU RNA binding methylglutaconyl-CoA hydratase
NFIL3	1	1	0	nuclear factor%2C interleukin 3 regulated
ROR2	1	1	1	receptor tyrosine kinase like orphan receptor 2
CENPP	1	1	0	centromere protein P
OMD	1	0	0	osteomodulin
ECM2	1	0	0	extracellular matrix protein 2
BICD2	1	0	1	BICD cargo adaptor 2
ZNF484	1	1	0	zinc finger protein 484
FAM120A	1	0	0	family with sequence similarity 120 member A
FAM120AOS	1	0	0	family with sequence similarity 120 member A opposite strand
PHF2	1	1	0	PHD finger protein 2
PTPDC1	1	0	0	protein tyrosine phosphatase domain containing 1
NUTM2F	1	0	0	NUT family member 2F
MFSD14B	1	1	1	major facilitator superfamily domain containing 14B
FBP2	1	0	0	fructose-bisphosphatase 2
FBP1	1	1	0	fructose-bisphosphatase 1
AOPEP	1	1	1	aminopeptidase O (putative)
FANCC	1	1	0	FA complementation group C
PTCH1	1	0	0	patched 1
ERCC6L2	1	1	1	ERCC excision repair 6 like 2
HSD17B3	1	1	0	hydroxysteroid 17-beta dehydrogenase 3
SLC35D2	1	0	0	solute carrier family 35 member D2
CDC14B	1	1	1	cell division cycle 14B
PRXL2C	1	0	0	peroxiredoxin like 2C
ZNF782	1	0	0	zinc finger protein 782
CCDC180	1	0	0	coiled-coil domain containing 180
TMOD1	1	0	1	tropomodulin 1
TRMO	1	1	1	tRNA methyltransferase O
ANP32B	1	0	0	acidic nuclear phosphoprotein 32 family member B
NANS	1	1	0	N-acetylneuraminate synthase
TRIM14	1	1	1	tripartite motif containing 14
CORO2A	1	1	1	coronin 2A
TBC1D2	1	1	0	TBC1 domain family member 2
GABBR2	1	1	0	gamma-aminobutyric acid type B receptor subunit 2
ERP44	1	1	0	endoplasmic reticulum protein 44
INVS	1	1	1	inversin
MSANTD3	1	0	0	Myb/SANT DNA binding domain containing 3
