genes,descriptions,num_populations,is_shared,EUR,SAS,EAS,AMR,AFR
KNSTRN,kinetochore localized astrin (SPAG5) binding protein,1,No,NA,NA,NA,NA,1.4465208697863503
GPR155,G protein-coupled receptor 155,1,No,NA,NA,NA,NA,1.4464509265785508
CMSS1,cms1 ribosomal small subunit homolog,1,No,NA,NA,NA,NA,1.4450513494273398
AKNAD1,AKNA domain containing 1,1,No,NA,NA,NA,NA,1.4431411698714334
ARHGAP24,Rho GTPase activating protein 24,1,No,NA,NA,NA,NA,1.4431193460694067
LINC01344,long intergenic non-protein coding RNA 1344,1,No,NA,NA,NA,NA,1.4428808644935185
IARS2,isoleucyl-tRNA synthetase 2%2C mitochondrial,1,No,NA,NA,NA,NA,1.442678767886595
SMAD9,SMAD family member 9,1,No,NA,NA,NA,NA,1.442420520871993
NT5DC3,5'-nucleotidase domain containing 3,1,No,NA,NA,NA,NA,1.4415325129006242
CD38,CD38 molecule,1,No,NA,NA,NA,NA,1.4412792865551245
AK8,adenylate kinase 8,1,No,NA,NA,NA,NA,1.4412786826286732
ANTXR1,ANTXR cell adhesion molecule 1,1,No,NA,NA,NA,NA,1.440278220702117
RPL17P2,,1,No,NA,NA,NA,NA,1.4396645516438216
RFTN1,raftlin%2C lipid raft linker 1,1,No,NA,NA,NA,NA,1.439532992308427
LOC102724744,uncharacterized LOC102724744,1,No,NA,NA,NA,NA,1.4388722558748883
EXOC3,exocyst complex component 3,1,No,NA,NA,NA,NA,1.4380773168460943
COQ2,coenzyme Q2%2C polyprenyltransferase,1,No,NA,NA,NA,NA,1.4364359371583708
LHX8,LIM homeobox 8,1,No,NA,NA,NA,NA,1.4359008765992336
LOC105375911,uncharacterized LOC105375911,1,No,NA,NA,NA,NA,1.4348170623069207
SIRPB1,signal regulatory protein beta 1,1,No,NA,NA,NA,NA,1.4339470318149397
SLC39A8,solute carrier family 39 member 8,1,No,NA,NA,NA,NA,1.433353786746333
LOC105375434,uncharacterized LOC105375434,1,No,NA,NA,NA,NA,1.4325903033993124
SGCZ,sarcoglycan zeta,1,No,NA,NA,NA,NA,1.4323031965600703
WHAMMP4,,1,No,NA,NA,NA,NA,1.431453077114474
NOS3,nitric oxide synthase 3,1,No,NA,NA,NA,NA,1.4303834311531656
SUCLG2-DT,SUCLG2 divergent transcript,1,No,NA,NA,NA,NA,1.42944689629807
TRPM3,transient receptor potential cation channel subfamily M member 3,1,No,NA,NA,NA,NA,1.428388824857863
PXDNL,peroxidasin like,1,No,NA,NA,NA,NA,1.4280565186001684
DPH5-DT,DPH5 divergent transcript,1,No,NA,NA,NA,NA,1.426707151426911
HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,1,No,NA,NA,NA,NA,1.4253678031096613
MAP3K10,mitogen-activated protein kinase kinase kinase 10,1,No,NA,NA,NA,NA,1.424590221482818
RAD23B,RAD23 homolog B%2C nucleotide excision repair protein,1,No,NA,NA,NA,NA,1.4243307525956874
ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14,1,No,NA,NA,NA,NA,1.4233025103886936
AP3M1,adaptor related protein complex 3 subunit mu 1,1,No,NA,NA,NA,NA,1.422227661578557
LOC100128497,,1,No,NA,NA,NA,NA,1.421635668165059
EEF1A1P12,,1,No,NA,NA,NA,NA,1.420044018413678
LOC107984326,uncharacterized LOC107984326,1,No,NA,NA,NA,NA,1.4197124259093648
AKR1E2,aldo-keto reductase family 1 member E2,1,No,NA,NA,NA,NA,1.4196760801417303
EPG5,ectopic P-granules 5 autophagy tethering factor,1,No,NA,NA,NA,NA,1.4185049214055323
NRXN1,neurexin 1,1,No,NA,NA,NA,NA,1.4184749821257692
LINC02930,long intergenic non-protein coding RNA 2930,1,No,NA,NA,NA,NA,1.4176103193672664
PSORS1C3,psoriasis susceptibility 1 candidate 3,1,No,NA,NA,NA,NA,1.4174226814223252
SCRN3,secernin 3,1,No,NA,NA,NA,NA,1.4147528697268097
CARD10,caspase recruitment domain family member 10,1,No,NA,NA,NA,NA,1.4145257046795057
PIGN,phosphatidylinositol glycan anchor biosynthesis class N,1,No,NA,NA,NA,NA,1.4140816969310197
SLC30A7,solute carrier family 30 member 7,1,No,NA,NA,NA,NA,1.4140122179610553
LOC100131107,,1,No,NA,NA,NA,NA,1.4137276657611089
OR11P1P,,1,No,NA,NA,NA,NA,1.4122528267554886
ADAMTSL2,ADAMTS like 2,1,No,NA,NA,NA,NA,1.412031714140673
CELA2A,chymotrypsin like elastase 2A,1,No,NA,NA,NA,NA,1.411613130593032
CTNNA2,catenin alpha 2,1,No,NA,NA,NA,NA,1.4111809096412742
SETD1B,SET domain containing 1B%2C histone lysine methyltransferase,1,No,NA,NA,NA,NA,1.4100827717605509
USP30,ubiquitin specific peptidase 30,1,No,NA,NA,NA,NA,1.4100660178101
GRAMD1B,GRAM domain containing 1B,1,No,NA,NA,NA,NA,1.409860038339776
GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive),1,No,NA,NA,NA,NA,1.4095532976576295
SH3BP4,SH3 domain binding protein 4,1,No,NA,NA,NA,NA,1.4081563921635292
LINC02752,long intergenic non-protein coding RNA 2752,1,No,NA,NA,NA,NA,1.4072624410665004
LINC03082,long intergenic non-protein coding RNA 3082,1,No,NA,NA,NA,NA,1.406334628701134
OCIAD2,OCIA domain containing 2,1,No,NA,NA,NA,NA,1.4060448984507985
VAV2,vav guanine nucleotide exchange factor 2,1,No,NA,NA,NA,NA,1.4055647360810777
LOC105369873,uncharacterized LOC105369873,1,No,NA,NA,NA,NA,1.405299811371988
SPEN,spen family transcriptional repressor,1,No,NA,NA,NA,NA,1.4052897205820472
SLC8A1,solute carrier family 8 member A1,1,No,NA,NA,NA,NA,1.4050878717605604
SMAD6,SMAD family member 6,1,No,NA,NA,NA,NA,1.4048782418522543
LOC105370328,uncharacterized LOC105370328,1,No,NA,NA,NA,NA,1.4047022772732618
CCDC33,coiled-coil domain containing 33,1,No,NA,NA,NA,NA,1.4041868564250022
LSINCT5,long stress-induced non-coding transcript 5,1,No,NA,NA,NA,NA,1.4035091292929591
SPART,spartin,1,No,NA,NA,NA,NA,1.4034624831180813
MRPS15,mitochondrial ribosomal protein S15,1,No,NA,NA,NA,NA,1.402538242672964
LOC105375716,uncharacterized LOC105375716,1,No,NA,NA,NA,NA,1.4022695198620705
LOC105373454,uncharacterized LOC105373454,1,No,NA,NA,NA,NA,1.4000073011137402
RPL7AP78,,1,No,NA,NA,NA,NA,1.3996490959186234
METTL9,methyltransferase 9%2C His-X-His N1(pi)-histidine,1,No,NA,NA,NA,NA,1.399551416128967
LOC100533706,,1,No,NA,NA,NA,NA,1.3983590691012473
PPP1R3B,protein phosphatase 1 regulatory subunit 3B,1,No,NA,NA,NA,NA,1.3972766425780008
RYR3,ryanodine receptor 3,1,No,NA,NA,NA,NA,1.39683651951668
CCDC146,coiled-coil domain containing 146,1,No,NA,NA,NA,NA,1.39649331195744
GPD1L,glycerol-3-phosphate dehydrogenase 1 like,1,No,NA,NA,NA,NA,1.3963931537848582
NUP133-DT,NUP133 divergent transcript,1,No,NA,NA,NA,NA,1.396305606224901
LOC127898559,cilia and flagella associated protein 44,1,No,NA,NA,NA,NA,1.3957996602827225
GTF3C1,general transcription factor IIIC subunit 1,1,No,NA,NA,NA,NA,1.3957106733868498
SRP54,signal recognition particle 54,1,No,NA,NA,NA,NA,1.3941766572622825
NFIB,nuclear factor I B,1,No,NA,NA,NA,NA,1.3940607505261504
HBEGF,heparin binding EGF like growth factor,1,No,NA,NA,NA,NA,1.3938515792901027
FGF12,fibroblast growth factor 12,1,No,NA,NA,NA,NA,1.393407687407053
PDE3B,phosphodiesterase 3B,1,No,NA,NA,NA,NA,1.3930716313158489
NBPF9,NBPF member 9,1,No,NA,NA,NA,NA,1.3930153026976937
FGF14,fibroblast growth factor 14,1,No,NA,NA,NA,NA,1.3927099615967988
LOC105369297,uncharacterized LOC105369297,1,No,NA,NA,NA,NA,1.3910348492948703
TRPM2,transient receptor potential cation channel subfamily M member 2,1,No,NA,NA,NA,NA,1.3909140557384727
CHN2,chimerin 2,1,No,NA,NA,NA,NA,1.3903551512446246
KCNB2,potassium voltage-gated channel subfamily B member 2,1,No,NA,NA,NA,NA,1.3899603493581194
SNX30,sorting nexin family member 30,1,No,NA,NA,NA,NA,1.3897021945726995
LNCAROD,lncRNA activating regulator of DKK1,1,No,NA,NA,NA,NA,1.3892627043963568
LOC105377714,uncharacterized LOC105377714,1,No,NA,NA,NA,NA,1.38880096681494
RXYLT1,ribitol xylosyltransferase 1,1,No,NA,NA,NA,NA,1.3885171282069149
HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,1,No,NA,NA,NA,NA,1.388020602225129
DNM1L,dynamin 1 like,1,No,NA,NA,NA,NA,1.3873113400601322
