chromosome,start,end,population,avg_tmrca_myr,genes,gene_biotypes,descriptions,feature_annotation
chr6_mat_hsa7,103362000,103363000,Bonobo,6.756110618106478,LOC134730802,lncRNA,uncharacterized LOC134730802,.
chr6_mat_hsa7,107145000,107146000,Bonobo,6.755915112636469,ZNF804B,protein_coding,zinc finger protein 804B,.
chr3_pat_hsa4,81913000,81914000,Bonobo,6.755813597867773,.,,,.
chr10_mat_hsa12,31079000,31080000,Bonobo,6.755716318308472,.,,,"AluSq2#SINE/Alu,L1M5#LINE/L1,L1ME3G#LINE/L1,TR"
chr2_mat_hsa3,189563000,189564000,Bonobo,6.7557122150089235,.,,,.
chr4_mat_hsa5,101995000,101996000,Bonobo,6.755575119867773,.,,,.
chr6_mat_hsa7,54185000,54186000,Bonobo,6.755492937809394,.,,,TR
chr14_pat_hsa13,87942000,87943000,Bonobo,6.755435827830186,LOC117975628,lncRNA,uncharacterized LOC117975628,"L1MCa#LINE/L1,L1PB4#LINE/L1"
chr4_mat_hsa5,156392000,156393000,Bonobo,6.755422253463919,.,,,.
chr19_pat_hsa17,33861000,33862000,Bonobo,6.755381730550287,.,,,"(TTTG)n#Simple_repeat,AluSx#SINE/Alu,L1MB3#LINE/L1,L1MB7#LINE/L1,L1MC5a#LINE/L1,L2a#LINE/L2,MLT1H#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr13_mat_hsa2b,144396000,144397000,Bonobo,6.755376546237217,ING5,protein_coding,inhibitor of growth family member 5,"AluY#SINE/Alu,L1MC5#LINE/L1,MIR#SINE/MIR,MLT2E#LTR/ERVL,TR"
chr8_mat_hsa10,40017000,40018000,Bonobo,6.755293193667004,.,,,TR
chr7_pat_hsa8,101869000,101870000,Bonobo,6.755204527852971,.,,,SEDEF_SD
chr4_mat_hsa5,154869000,154870000,Bonobo,6.755128995293971,LOC103786160,lncRNA,uncharacterized LOC103786160,TR
chr6_mat_hsa7,100698000,100699000,Bonobo,6.755116133461147,PCLO,protein_coding,piccolo presynaptic cytomatrix protein,TR
chr3_pat_hsa4,1253000,1254000,Bonobo,6.755083340545193,GAK,protein_coding,cyclin G associated kinase,.
chr7_pat_hsa8,23765000,23766000,Bonobo,6.755020608944911,.,,,SEDEF_SD
chr8_mat_hsa10,146277000,146278000,Bonobo,6.754989154885415,.,,,"SEDEF_SD,TR"
chr7_pat_hsa8,30716000,30717000,Bonobo,6.754697255929146,.,,,SEDEF_SD
chr10_mat_hsa12,75382000,75383000,Bonobo,6.7546041927637015,.,,,"L1MDa#LINE/L1,L1PA2#LINE/L1,MER58B#DNA/hAT-Charlie,TR"
chr8_mat_hsa10,146990000,146991000,Bonobo,6.754273250329376,LOC129393271,lncRNA,uncharacterized LOC129393271,"SEDEF_SD,TR"
chr13_mat_hsa2b,33735000,33736000,Bonobo,6.754208688924345,LRP1B,protein_coding,LDL receptor related protein 1B,"L1MA3#LINE/L1,L1MC2#LINE/L1,MIRb#SINE/MIR"
chr6_mat_hsa7,89748000,89749000,Bonobo,6.75412304389306,.,,,"SEDEF_SD,TR"
chr15_mat_hsa14,106368000,106369000,Bonobo,6.754003919880612,.,,,"(A)n#Simple_repeat,AluSx3#SINE/Alu,HAL1#LINE/L1,L1MB3#LINE/L1,L1MB4#LINE/L1,L2#LINE/L2,TR"
chr12_mat_hsa2a,5833000,5834000,Bonobo,6.753911549035315,.,,,"MER113#DNA/hAT-Charlie,MER5A1#DNA/hAT-Charlie"
chr2_mat_hsa3,143010000,143011000,Bonobo,6.753865869360741,.,,,.
chr3_pat_hsa4,2561000,2562000,Bonobo,6.753841939178277,POLN,protein_coding,DNA polymerase nu,TR
chr20_pat_hsa19,8345000,8346000,Bonobo,6.75372023357333,.,,,TR
chr5_pat_hsa6,65688000,65689000,Bonobo,6.753626957173021,.,,,TR
chr1_pat_hsa1,214995000,214996000,Bonobo,6.75341893891831,.,,,"SEDEF_SD,TR"
chr2_mat_hsa3,3947000,3948000,Bonobo,6.753132283793987,"SUMF1,LRRN1",protein_coding;protein_coding,sulfatase modifying factor 1;leucine rich repeat neuronal 1,.
chr20_pat_hsa19,62357000,62358000,Bonobo,6.7531066011298995,LOC130541008,lncRNA,uncharacterized LOC130541008,TR
chr18_pat_hsa16,101000,102000,Bonobo,6.75301766717535,.,,,"AluJb#SINE/Alu,L1MA7#LINE/L1,L1MC5a#LINE/L1,L1ME4a#LINE/L1,MLT1A0#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr5_pat_hsa6,25811000,25812000,Bonobo,6.752667486476663,.,,,.
chr7_pat_hsa8,29299000,29300000,Bonobo,6.752642235948477,LOC129398580,protein_coding,putative gustatory receptor clone PTE01,"SEDEF_SD,TR"
chr18_pat_hsa16,8746000,8747000,Bonobo,6.752543261332305,.,,,"AluSg#SINE/Alu,L2b#LINE/L2,L3#LINE/CR1,TR"
chr11_mat_hsa9,85963000,85964000,Bonobo,6.752510963982901,.,,,"L1M4a2#LINE/L1,L1MB5#LINE/L1,L1ME3G#LINE/L1,L1PA7#LINE/L1,L2b#LINE/L2,L2c#LINE/L2,MER5B#DNA/hAT-Charlie,TR"
chr6_mat_hsa7,94658000,94659000,Bonobo,6.7524512385506235,.,,,"SEDEF_SD,TR"
chr21_mat_hsa20,74149000,74150000,Bonobo,6.752343812632054,.,,,TR
chr15_mat_hsa14,80084000,80085000,Bonobo,6.752325029930606,NRXN3,protein_coding,neurexin 3,"AluSc#SINE/Alu,Charlie7#DNA/hAT-Charlie,L2b#LINE/L2,L2d#LINE/L2,MER5A#DNA/hAT-Charlie,MIRb#SINE/MIR,TR"
chr2_mat_hsa3,172963000,172964000,Bonobo,6.752225941864802,"NAALADL2,LOC130541382",protein_coding;lncRNA,N-acetylated alpha-linked acidic dipeptidase like 2;uncharacterized LOC130541382,.
chr6_mat_hsa7,92000,93000,Bonobo,6.752057492176728,LOC129398388,protein_coding,phosphoglucomutase-like protein 5,"SEDEF_SD,TR"
chr2_mat_hsa3,128311000,128312000,Bonobo,6.75202523760658,COL6A5,protein_coding,collagen type VI alpha 5 chain,.
chr13_mat_hsa2b,37626000,37627000,Bonobo,6.751814104956859,THSD7B,protein_coding,thrombospondin type 1 domain containing 7B,"HAL1ME#LINE/L1,L1PA7#LINE/L1,L2a#LINE/L2,MLT2F#LTR/ERVL,Tigger3c#DNA/TcMar-Tigger,TR"
chr11_mat_hsa9,98782000,98783000,Bonobo,6.751666564142986,LOC129393099,lncRNA,uncharacterized LOC129393099,"L1M2#LINE/L1,L1MDa#LINE/L1"
chr4_mat_hsa5,76903000,76904000,Bonobo,6.751644193714769,.,,,TR
chr7_pat_hsa8,22437000,22438000,Bonobo,6.751550593788747,LOC129395909,protein_coding,uncharacterized LOC129395909,"SEDEF_SD,TR"
chr11_mat_hsa9,106874000,106875000,Bonobo,6.751493754249581,SH3GL2,protein_coding,SH3 domain containing GRB2 like 2%2C endophilin A1,"L1MC3#LINE/L1,L1P1#LINE/L1,L1PA8A#LINE/L1,TR"
chr8_mat_hsa10,70516000,70517000,Bonobo,6.751383620166171,.,,,.
chr1_pat_hsa1,161342000,161343000,Bonobo,6.751355490248179,LEPR,protein_coding,leptin receptor,"AluJb#SINE/Alu,AluY#SINE/Alu,L1ME4a#LINE/L1,L3#LINE/CR1,MER75#DNA/PiggyBac,MLT1-int#LTR/ERVL-MaLR,TR"
chr1_pat_hsa1,214212000,214213000,Bonobo,6.751172962278568,.,,,SEDEF_SD
chr4_mat_hsa5,76849000,76850000,Bonobo,6.751063092774279,TARS1,protein_coding,threonyl-tRNA synthetase 1,TR
chr1_pat_hsa1,92120000,92121000,Bonobo,6.7508618415977555,.,,,"AluSx#SINE/Alu,L1ME3B#LINE/L1,L1PA4#LINE/L1,L1PB3#LINE/L1,TR"
chr11_mat_hsa9,3875000,3876000,Bonobo,6.750760849675019,LOC129398723,lncRNA,uncharacterized LOC129398723,"L1M5#LINE/L1,L1MB3#LINE/L1,LTR2C#LTR/ERV1,TR"
chr7_pat_hsa8,18282000,18283000,Bonobo,6.75073683875474,CSMD1,protein_coding,CUB and Sushi multiple domains 1,TR
chr1_pat_hsa1,214899000,214900000,Bonobo,6.750659458491188,LOC129395023,protein_coding,heterogeneous nuclear ribonucleoprotein C-like 3,"SEDEF_SD,TR"
chr6_mat_hsa7,193517000,193518000,Bonobo,6.750604561436551,.,,,TR
chr9_pat_hsa11,2494000,2495000,Bonobo,6.750543318600174,.,,,"SEDEF_SD,TR"
chr5_pat_hsa6,163533000,163534000,Bonobo,6.750543190460248,"PHACTR2,LOC134730630",protein_coding;lncRNA,phosphatase and actin regulator 2;uncharacterized LOC134730630,TR
chr14_pat_hsa13,19024000,19025000,Bonobo,6.750516282044316,"LOC117975669,LOC103784070",protein_coding;protein_coding,protein mono-ADP-ribosyltransferase PARP4-like;cyclin-Q-like,"L1MB4#LINE/L1,L1ME1#LINE/L1,L1ME4b#LINE/L1,L2b#LINE/L2,MER21C#LTR/ERVL,SEDEF_SD"
chr7_pat_hsa8,131161000,131162000,Bonobo,6.750487657185458,.,,,TR
chr10_mat_hsa12,31069000,31070000,Bonobo,6.750416116082482,.,,,"L1M3#LINE/L1,L1ME3Cz#LINE/L1,L1PA2#LINE/L1,MER53#DNA/hAT-Blackjack"
chr11_mat_hsa9,122380000,122381000,Bonobo,6.75039509767335,.,,,"AluJb#SINE/Alu,AluSx#SINE/Alu,L1M5#LINE/L1,L1ME1#LINE/L1,L2#LINE/L2,TR"
chr6_mat_hsa7,186737000,186738000,Bonobo,6.750292235806719,ACTR3C,protein_coding,actin related protein 3C,"SEDEF_SD,TR"
chr4_mat_hsa5,113461000,113462000,Bonobo,6.750086593690906,.,,,.
chr7_pat_hsa8,123881000,123882000,Bonobo,6.750054514855067,OXR1,protein_coding,oxidation resistance 1,.
chr10_mat_hsa12,75524000,75525000,Bonobo,6.750049685670863,SLCO1A2,protein_coding,solute carrier organic anion transporter family member 1A2,"HERVL40-int#LTR/ERVL,L1M5#LINE/L1,L1MA2#LINE/L1,TR"
chr10_mat_hsa12,6554000,6555000,Bonobo,6.75001852643771,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1,"AluJb#SINE/Alu,AluSc8#SINE/Alu,L3#LINE/CR1,MER5B#DNA/hAT-Charlie"
chr5_pat_hsa6,72626000,72627000,Bonobo,6.749950302786088,.,,,"SEDEF_SD,TR"
chr4_mat_hsa5,838000,839000,Bonobo,6.749546916321311,CEP72,protein_coding,centrosomal protein 72,.
chr9_pat_hsa11,26950000,26951000,Bonobo,6.749339278470811,LUZP2,protein_coding,leucine zipper protein 2,TR
chr6_mat_hsa7,181364000,181365000,Bonobo,6.7492260637802985,TPK1,protein_coding,thiamin pyrophosphokinase 1,TR
chr20_pat_hsa19,11675000,11676000,Bonobo,6.749166506212065,LOC129394687,protein_coding,putative methyl-CpG-binding domain protein 3-like 3,"SEDEF_SD,TR"
chr5_pat_hsa6,124260000,124261000,Bonobo,6.748908063685431,.,,,TR
chr7_pat_hsa8,83325000,83326000,Bonobo,6.748759638625391,CPA6,protein_coding,carboxypeptidase A6,.
chr8_mat_hsa10,145854000,145855000,Bonobo,6.748740065551477,LOC134731155,protein_coding,uncharacterized LOC134731155,"SEDEF_SD,TR"
chr11_mat_hsa9,75009000,75010000,Bonobo,6.748692693466033,.,,,"AluSg#SINE/Alu,AluSx#SINE/Alu,L2b#LINE/L2,L2c#LINE/L2,MIRc#SINE/MIR,TR"
chr10_mat_hsa12,9476000,9477000,Bonobo,6.748688083350866,.,,,"L1PA16#LINE/L1,L2c#LINE/L2,L2d#LINE/L2"
chr8_mat_hsa10,30390000,30391000,Bonobo,6.748501568399535,.,,,TR
chr13_mat_hsa2b,139066000,139067000,Bonobo,6.748441235226147,IQCA1,protein_coding,IQ motif containing with AAA domain 1,"L1M5#LINE/L1,L1MC#LINE/L1,L1P1#LINE/L1,L1PA3#LINE/L1,L1PREC2#LINE/L1,L2c#LINE/L2"
chr13_mat_hsa2b,51935000,51936000,Bonobo,6.748393446248023,.,,,"(AAAAC)n#Simple_repeat,Arthur1#DNA/hAT-Tip100,L1M5#LINE/L1,L1PA4#LINE/L1,L2#LINE/L2,TR"
chr6_mat_hsa7,88622000,88623000,Bonobo,6.74835570516943,"LOC129392959,LOC117981007",protein_coding;protein_coding,protein CASP-like;speedy protein E18-like,"SEDEF_SD,TR"
chr7_pat_hsa8,26267000,26268000,Bonobo,6.748317842783715,.,,,.
chr11_mat_hsa9,120315000,120316000,Bonobo,6.7481913300053105,GLIS3,protein_coding,GLIS family zinc finger 3,"L1M5#LINE/L1,L1MA7#LINE/L1,L1MA9#LINE/L1,L1MC1#LINE/L1,L1MD3#LINE/L1,L1PA7#LINE/L1"
chr6_mat_hsa7,89004000,89005000,Bonobo,6.748190760085362,LOC129392994,protein_coding,ras GTPase-activating protein 4-like,"SEDEF_SD,TR"
chr5_pat_hsa6,186828000,186829000,Bonobo,6.748153748516318,RPS6KA2,protein_coding,ribosomal protein S6 kinase A2,.
chr7_pat_hsa8,77068000,77069000,Bonobo,6.7481301877642705,CLVS1,protein_coding,clavesin 1,TR
chr3_pat_hsa4,114527000,114528000,Bonobo,6.748107216936235,.,,,.
chr4_mat_hsa5,106777000,106778000,Bonobo,6.747780772080252,LOC117980345,lncRNA,uncharacterized LOC117980345,TR
chr18_pat_hsa16,30097000,30098000,Bonobo,6.747596848738004,.,,,"7SK#snRNA,AluJb#SINE/Alu,L1MA2#LINE/L1,MIRb#SINE/MIR,MIRc#SINE/MIR,SEDEF_SD,TR"
chr7_pat_hsa8,88733000,88734000,Bonobo,6.74758659029831,.,,,TR
chr2_mat_hsa3,84762000,84763000,Bonobo,6.747479670177387,.,,,TR
chr7_pat_hsa8,71134000,71135000,Bonobo,6.74741148635687,XKR4,protein_coding,XK related 4,TR
chr20_pat_hsa19,384000,385000,Bonobo,6.74728865097891,.,,,TR
chr7_pat_hsa8,104357000,104358000,Bonobo,6.74718731815571,CNBD1,protein_coding,cyclic nucleotide binding domain containing 1,TR
chr7_pat_hsa8,16169000,16170000,Bonobo,6.747089183943522,DLGAP2,protein_coding,DLG associated protein 2,TR
chr5_pat_hsa6,22833000,22834000,Bonobo,6.746886505648207,.,,,TR
chr13_mat_hsa2b,144248000,144249000,Bonobo,6.74684847675597,.,,,"(CTTCTCC)n#Simple_repeat,AluSq2#SINE/Alu,AluSx#SINE/Alu,L1M5#LINE/L1,TR"
chr18_pat_hsa16,1581000,1582000,Bonobo,6.7468217058770765,UBE2I,protein_coding,ubiquitin conjugating enzyme E2 I,"AluSx#SINE/Alu,L1M5#LINE/L1"
chr10_mat_hsa12,141722000,141723000,Bonobo,6.74676784126208,"LOC129393566,LOC129393564",lncRNA;protein_coding,uncharacterized LOC129393566;tubulin beta-8 chain-like,"L1MA2#LINE/L1,PRIMA41-int#LTR/ERV1,SEDEF_SD,THE1C#LTR/ERVL-MaLR"
chr5_pat_hsa6,169039000,169040000,Bonobo,6.746704442691086,UST,protein_coding,uronyl 2-sulfotransferase,.
chr7_pat_hsa8,37026000,37027000,Bonobo,6.746592416085417,PSD3,protein_coding,pleckstrin and Sec7 domain containing 3,.
chr17_mat_hsa18,86825000,86826000,Bonobo,6.746571973474375,.,,,"L1MC3#LINE/L1,L1MEc#LINE/L1,L1MEg#LINE/L1,MER72#LTR/ERV1"
chr4_mat_hsa5,113819000,113820000,Bonobo,6.746533474550024,.,,,.
chr1_pat_hsa1,12713000,12714000,Bonobo,6.7464939294481105,EDARADD,protein_coding,EDAR associated via death domain,"AluJb#SINE/Alu,L1M5#LINE/L1,L1PB1#LINE/L1,L2a#LINE/L2,MIRc#SINE/MIR,TR"
chr16_pat_hsa15,59401000,59402000,Bonobo,6.7463734160154045,.,,,"AluJb#SINE/Alu,L2d2#LINE/L2,L3#LINE/CR1,MLT1C#LTR/ERVL-MaLR,THE1B#LTR/ERVL-MaLR,TR"
chr3_pat_hsa4,7407000,7408000,Bonobo,6.746174574240677,.,,,.
chr14_pat_hsa13,74871000,74872000,Bonobo,6.746154003756159,.,,,"(GAAT)n#Simple_repeat,AluSx#SINE/Alu,L2a#LINE/L2,L2d2#LINE/L2,MIRc#SINE/MIR,TR"
chr22_pat_hsa21,44709000,44710000,Bonobo,6.746034853639033,.,,,.
chr7_pat_hsa8,22874000,22875000,Bonobo,6.745980556760527,.,,,"SEDEF_SD,TR"
chr15_mat_hsa14,47351000,47352000,Bonobo,6.745773443751953,LOC134728893,lncRNA,uncharacterized LOC134728893,"L1M#LINE/L1,L1MA4#LINE/L1,LTR58#LTR/ERV1,MLT1E#LTR/ERVL-MaLR"
chr18_pat_hsa16,60650000,60651000,Bonobo,6.745717301081375,.,,,"(CA)n#Simple_repeat,L1M5#LINE/L1,MIR1_Amn#SINE/MIR,TR"
chr20_pat_hsa19,56327000,56328000,Bonobo,6.745596250777448,MYH14,protein_coding,myosin heavy chain 14,TR
chr2_mat_hsa3,6113000,6114000,Bonobo,6.745589304731474,.,,,.
chr5_pat_hsa6,53800000,53801000,Bonobo,6.745532600117134,KCNK17,protein_coding,potassium two pore domain channel subfamily K member 17,.
chr1_pat_hsa1,214786000,214787000,Bonobo,6.745521576481524,.,,,SEDEF_SD
chr18_pat_hsa16,31444000,31445000,Bonobo,6.745518616777851,.,,,"7SK#snRNA,AluJb#SINE/Alu,L1MA2#LINE/L1,MIRb#SINE/MIR,MIRc#SINE/MIR,SEDEF_SD,TR"
chr20_pat_hsa19,62558000,62559000,Bonobo,6.745413075574446,ZSCAN5A,protein_coding,zinc finger and SCAN domain containing 5A,TR
chr8_mat_hsa10,25515000,25516000,Bonobo,6.744987106059125,CCDC3,protein_coding,coiled-coil domain containing 3,.
chr12_mat_hsa2a,25556000,25557000,Bonobo,6.7449651051659645,.,,,"AluSx#SINE/Alu,L1M5#LINE/L1,SEDEF_SD,TR"
chr7_pat_hsa8,102735000,102736000,Bonobo,6.744929301212005,.,,,"SEDEF_SD,TR"
chr18_pat_hsa16,86701000,86702000,Bonobo,6.744664862131501,.,,,"L1MA9#LINE/L1,L1PA8#LINE/L1,L1PB4#LINE/L1"
chr5_pat_hsa6,129812000,129813000,Bonobo,6.744553830136384,FIG4,protein_coding,FIG4 phosphoinositide 5-phosphatase,TR
chr20_pat_hsa19,516000,517000,Bonobo,6.744522450362826,.,,,TR
chr2_mat_hsa3,105042000,105043000,Bonobo,6.744470197636346,LOC129397422,protein_coding,ATP synthase subunit a-like,.
chr7_pat_hsa8,102319000,102320000,Bonobo,6.744368947784831,.,,,"SEDEF_SD,TR"
chr18_pat_hsa16,90780000,90781000,Bonobo,6.744251970653041,CENPN,protein_coding,centromere protein N,"(T)n#Simple_repeat,AluSx1#SINE/Alu,L1MC4#LINE/L1,MER34-int#LTR/ERV1,TR"
chr1_pat_hsa1,129810000,129811000,Bonobo,6.744125694009397,DPYD,protein_coding,dihydropyrimidine dehydrogenase,"AluSx1#SINE/Alu,L1MB8#LINE/L1,L1PB4#LINE/L1,L2d2#LINE/L2,L3#LINE/CR1,TR"
chr6_mat_hsa7,54013000,54014000,Bonobo,6.7439568174687725,LOC103784782,lncRNA,uncharacterized LOC103784782,TR
chr10_mat_hsa12,90618000,90619000,Bonobo,6.743899491174618,.,,,"(TA)n#Simple_repeat,L1MC5a#LINE/L1,L2b#LINE/L2,TR"
chr4_mat_hsa5,3388000,3389000,Bonobo,6.743851614169106,.,,,.
chr10_mat_hsa12,9007000,9008000,Bonobo,6.743675141215879,PRMT8,protein_coding,protein arginine methyltransferase 8,L1PA10#LINE/L1
chr23_pat_hsa22,43552000,43553000,Bonobo,6.74366348304445,LARGE1,protein_coding,LARGE xylosyl- and glucuronyltransferase 1,.
chr8_mat_hsa10,126533000,126534000,Bonobo,6.743601478364157,"ABLIM1,LOC112441105",protein_coding;snoRNA,actin binding LIM protein 1;small nucleolar RNA U13,TR
chr2_mat_hsa3,172909000,172910000,Bonobo,6.7435995451643915,NAALADL2,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2,.
chr6_mat_hsa7,80992000,80993000,Bonobo,6.743505006515168,LOC100982215,protein_coding,integrator complex subunit 4-like protein 2,SEDEF_SD
chr20_pat_hsa19,38157000,38158000,Bonobo,6.74349521226089,.,,,TR
chr19_pat_hsa17,7509000,7510000,Bonobo,6.743332665200303,.,,,"L1MA7#LINE/L1,SEDEF_SD"
chr7_pat_hsa8,30182000,30183000,Bonobo,6.743313423204824,.,,,"SEDEF_SD,TR"
chr5_pat_hsa6,48025000,48026000,Bonobo,6.7431611746580025,.,,,.
chr1_pat_hsa1,207555000,207556000,Bonobo,6.743093012037392,.,,,"AluSq2#SINE/Alu,LTR37A#LTR/ERV1,TR"
chr2_mat_hsa3,3957000,3958000,Bonobo,6.742914097149876,"SUMF1,LRRN1",protein_coding;protein_coding,sulfatase modifying factor 1;leucine rich repeat neuronal 1,TR
chr7_pat_hsa8,21910000,21911000,Bonobo,6.742893049745976,.,,,TR
chr1_pat_hsa1,721000,722000,Bonobo,6.742844720269331,.,,,"MIR#SINE/MIR,SEDEF_SD"
chr6_mat_hsa7,13945000,13946000,Bonobo,6.742787383898545,.,,,.
chr12_mat_hsa2a,1083000,1084000,Bonobo,6.742685642217434,.,,,"(TAA)n#Simple_repeat,FLAM_C#SINE/Alu,L2d2#LINE/L2,MIRb#SINE/MIR"
chr7_pat_hsa8,38107000,38108000,Bonobo,6.742531864853403,CSGALNACT1,protein_coding,chondroitin sulfate N-acetylgalactosaminyltransferase 1,TR
chr23_pat_hsa22,44149000,44150000,Bonobo,6.742502037922102,"LOC117977452,LOC130541146",lncRNA;lncRNA,uncharacterized LOC117977452;uncharacterized LOC130541146,TR
chr8_mat_hsa10,143776000,143777000,Bonobo,6.742094858995567,.,,,TR
chr5_pat_hsa6,142942000,142943000,Bonobo,6.742016881365211,.,,,TR
chr9_pat_hsa11,122932000,122933000,Bonobo,6.741977636992021,LOC112441180,lncRNA,uncharacterized LOC112441180,.
chr20_pat_hsa19,37174000,37175000,Bonobo,6.741894469911214,"LOC130541022,LOC134729558",lncRNA;lncRNA,uncharacterized LOC130541022;uncharacterized LOC134729558,TR
chr16_pat_hsa15,26354000,26355000,Bonobo,6.741849445139499,.,,,"L1ME3E#LINE/L1,L2c#LINE/L2,TR"
chr2_mat_hsa3,968000,969000,Bonobo,6.741701472579828,.,,,TR
chr11_mat_hsa9,4800000,4801000,Bonobo,6.7415696688507945,.,,,"L2d#LINE/L2,MLT1D#LTR/ERVL-MaLR"
chr3_pat_hsa4,180339000,180340000,Bonobo,6.7414841547439,TENM3,protein_coding,teneurin transmembrane protein 3,TR
chr12_mat_hsa2a,97852000,97853000,Bonobo,6.74123770428501,.,,,"Charlie7#DNA/hAT-Charlie,L2c#LINE/L2,TR"
chr3_pat_hsa4,49222000,49223000,Bonobo,6.741221879694823,FGF5,protein_coding,fibroblast growth factor 5,TR
chr5_pat_hsa6,60912000,60913000,Bonobo,6.741071945986522,RCAN2,protein_coding,regulator of calcineurin 2,TR
chr4_mat_hsa5,92817000,92818000,Bonobo,6.741065627931768,.,,,TR
chr17_mat_hsa18,93630000,93631000,Bonobo,6.741045113376585,.,,,"(TATA)n#Simple_repeat,L1MC4a#LINE/L1,L1ME1#LINE/L1,L1ME3D#LINE/L1,L1MEd#LINE/L1,L1PA17#LINE/L1,Tigger6a#DNA/TcMar-Tigger,TR"
chr3_pat_hsa4,10368000,10369000,Bonobo,6.741029734168017,.,,,TR
chr18_pat_hsa16,31441000,31442000,Bonobo,6.740822101124201,.,,,"(AATAA)n#Simple_repeat,AluSz#SINE/Alu,BLACKJACK#DNA/hAT-Blackjack,L1MA2#LINE/L1,MIR#SINE/MIR,SEDEF_SD,TR"
chr13_mat_hsa2b,125808000,125809000,Bonobo,6.740729622347065,.,,,"L1PA7#LINE/L1,LTR7#LTR/ERV1"
chr5_pat_hsa6,85884000,85885000,Bonobo,6.740602555568775,.,,,SEDEF_SD
chr14_pat_hsa13,85200000,85201000,Bonobo,6.740583218965256,LOC129393652,lncRNA,uncharacterized LOC129393652,"L1MA5A#LINE/L1,TR"
chr5_pat_hsa6,126780000,126781000,Bonobo,6.740489634598168,LOC130541606,lncRNA,uncharacterized LOC130541606,TR
chr9_pat_hsa11,8360000,8361000,Bonobo,6.740473594613718,.,,,.
chr5_pat_hsa6,81724000,81725000,Bonobo,6.740432621627066,LOC117980609,protein_coding,protein eyes shut homolog,"SEDEF_SD,TR"
chr4_mat_hsa5,167310000,167311000,Bonobo,6.7403800770639855,STK10,protein_coding,serine/threonine kinase 10,.
chr14_pat_hsa13,115781000,115782000,Bonobo,6.7399338282993115,UPF3A,protein_coding,UPF3A regulator of nonsense mediated mRNA decay,"AluSz6#SINE/Alu,FLAM_C#SINE/Alu,L1M4#LINE/L1,L2c#LINE/L2,TR"
chr10_mat_hsa12,104074000,104075000,Bonobo,6.739886577998735,LTA4H,protein_coding,leukotriene A4 hydrolase,"L1ME3E#LINE/L1,L1PA16#LINE/L1,L2c#LINE/L2"
chr3_pat_hsa4,83281000,83282000,Bonobo,6.739717248376057,.,,,TR
chr1_pat_hsa1,212987000,212988000,Bonobo,6.739655458642827,KAZN,protein_coding,kazrin%2C periplakin interacting protein,TR
chr18_pat_hsa16,24007000,24008000,Bonobo,6.739610698754915,.,,,"AluSz#SINE/Alu,L1MB3#LINE/L1,L1MB8#LINE/L1,L1PA16#LINE/L1,L2a#LINE/L2,LTR39#LTR/ERV1,MLT1F2#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr6_mat_hsa7,52720000,52721000,Bonobo,6.73957513705102,PKD1L1,protein_coding,polycystin 1 like 1%2C transient receptor potential channel interacting,.
chr12_mat_hsa2a,26845000,26846000,Bonobo,6.739391293408753,CREG2,protein_coding,cellular repressor of E1A stimulated genes 2,"AluSx#SINE/Alu,L1MA9#LINE/L1,L2#LINE/L2,TR"
chr19_pat_hsa17,99362000,99363000,Bonobo,6.739385081789727,TBCD,protein_coding,tubulin folding cofactor D,"L1M4#LINE/L1,L1MB7#LINE/L1,MER106A#DNA/hAT-Charlie"
chr2_mat_hsa3,167478000,167479000,Bonobo,6.739236245070669,MECOM,protein_coding,MDS1 and EVI1 complex locus,TR
chr5_pat_hsa6,45812000,45813000,Bonobo,6.738935116903242,.,,,.
chr15_mat_hsa14,45503000,45504000,Bonobo,6.738759535166722,LOC134729017,lncRNA,uncharacterized LOC134729017,"(A)n#Simple_repeat,L1MDb#LINE/L1,L1ME4a#LINE/L1,L2a#LINE/L2,MIR#SINE/MIR,MIRb#SINE/MIR,TR"
chr14_pat_hsa13,23327000,23328000,Bonobo,6.738726367996111,.,,,"L1M2#LINE/L1,L1M5#LINE/L1,L1MD3#LINE/L1,TR"
chr13_mat_hsa2b,129502000,129503000,Bonobo,6.7386382941736525,RHBDD1,protein_coding,rhomboid domain containing 1,"L1ME4a#LINE/L1,L1ME4c#LINE/L1,L2c#LINE/L2,THE1D#LTR/ERVL-MaLR,TR"
chr7_pat_hsa8,135396000,135397000,Bonobo,6.738297446889915,EXT1,protein_coding,exostosin glycosyltransferase 1,.
chr7_pat_hsa8,43555000,43556000,Bonobo,6.738240007907556,.,,,.
chr6_mat_hsa7,43159000,43160000,Bonobo,6.738204058845702,LOC100969130,protein_coding,T cell receptor gamma constant 1,TR
chr15_mat_hsa14,107590000,107591000,Bonobo,6.7381567674823595,.,,,"AluY#SINE/Alu,L1ME1#LINE/L1,MER89-int#LTR/ERV1,SEDEF_SD,U3#snRNA"
chr9_pat_hsa11,21686000,21687000,Bonobo,6.738134974431624,NAV2,protein_coding,neuron navigator 2,.
chr3_pat_hsa4,180350000,180351000,Bonobo,6.738103485780694,TENM3,protein_coding,teneurin transmembrane protein 3,TR
