ensg,hgnc,chrom,obs_lof,exp_lof,prior_mean,post_mean,post_lower_95,post_upper_95
ENSG00000166257,HGNC:20665,chr11,4,11.427,0.0467368,0.0426435,0.0193689,0.0767961
ENSG00000138670,HGNC:24881,chr4,5,30.154,0.040846,0.0426487,0.0242047,0.0683127
ENSG00000174206,HGNC:26517,chr12,3,14.161,0.0368126,0.0426925,0.0154026,0.0837608
ENSG00000198785,HGNC:16767,chr9,9,40.734,0.0515788,0.042695,0.0222568,0.0725214
ENSG00000144224,HGNC:14860,chr2,7,27.687,0.0583154,0.0427475,0.0229219,0.0710303
ENSG00000082497,HGNC:25236,chr1,5,14.665,0.0415143,0.0427537,0.0082288,0.0941402
ENSG00000128482,HGNC:12968,chr17,8,26.66,0.0158058,0.0427568,0.0133135,0.0843412
ENSG00000213445,HGNC:10885,chr11,11,35.666,0.0434427,0.042765,0.0249837,0.0663714
ENSG00000175137,HGNC:29360,chr1,6,19.884,0.0597121,0.0427777,0.0210018,0.0739708
ENSG00000072310,HGNC:11289,chr17,12,43.221,0.0571671,0.0427779,0.0239827,0.0681042
ENSG00000008853,HGNC:18756,chr8,10,34.13,0.0568274,0.042788,0.026796,0.0636213
ENSG00000164332,HGNC:28110,chr5,5,17.56,0.0456982,0.0427991,0.0179372,0.0794084
ENSG00000113070,HGNC:3059,chr5,3,8.2247,0.0727089,0.0428028,0.0164846,0.0857003
ENSG00000166484,HGNC:6880,chr17,9,25.801,0.063194,0.0428078,0.0234579,0.0695154
ENSG00000168389,HGNC:25897,chr1,9,29.212,0.0388799,0.0428224,0.0232619,0.0691356
ENSG00000148219,HGNC:17021,chr9,8,58.57,0.0496533,0.0428237,0.0255339,0.0665251
ENSG00000107566,HGNC:16947,chr10,5,19.499,0.0451932,0.0428529,0.0238296,0.0691041
ENSG00000172932,HGNC:27880,chr11,7,30.751,0.038548,0.0428545,0.0241977,0.0679671
ENSG00000197562,HGNC:18285,chr16,5,12.541,0.0475967,0.042866,0.0250254,0.0666904
ENSG00000138942,HGNC:26783,chr22,3,10.712,0.0524987,0.0428936,0.01612,0.0858057
ENSG00000011243,HGNC:29857,chr19,10,36.241,0.126447,0.0429098,0.0230488,0.0700402
ENSG00000117419,HGNC:17276,chr1,7,17.66,0.0716141,0.0429278,0.0205333,0.0754198
ENSG00000018189,HGNC:30285,chr4,11,39.727,0.0525963,0.0429328,0.0259831,0.065724
ENSG00000181789,HGNC:2236,chr3,11,45.902,0.0399377,0.0429367,0.0201504,0.072424
ENSG00000158710,HGNC:11554,chr1,5,11.259,0.0427978,0.0429538,0.0104921,0.105263
ENSG00000136197,HGNC:21703,chr7,3,13.179,0.0226325,0.0430125,0.015085,0.0842145
ENSG00000053438,HGNC:7860,chr20,1,5.0541,0.0380585,0.0430637,0.00117747,0.159482
ENSG00000164128,HGNC:7956,chr4,4,10.938,0.0550243,0.043066,0.0207186,0.07539
ENSG00000123983,HGNC:3570,chr2,13,37.578,0.0435907,0.0430785,0.0261829,0.06514
ENSG00000165617,HGNC:17748,chr14,5,22.516,0.0266053,0.0430791,0.0159852,0.0825793
ENSG00000168813,HGNC:23783,chr19,10,38.165,0.0453702,0.0430804,0.0242687,0.0688409
ENSG00000048707,HGNC:23595,chr1,55,207.32,0.0295112,0.0431384,0.0335128,0.0541407
ENSG00000116918,HGNC:12380,chr1,3,14.668,0.0523707,0.043146,0.0175494,0.0822275
ENSG00000035403,HGNC:12665,chr10,14,55.222,0.149506,0.043154,0.027215,0.0640368
ENSG00000156671,HGNC:26320,chr10,8,19.89,0.0913504,0.0431663,0.0206146,0.0805666
ENSG00000149196,HGNC:26938,chr11,2,10.651,0.0387828,0.0431789,0.00883877,0.105037
ENSG00000182732,HGNC:10002,chr14,8,36.201,0.0370013,0.0431836,0.0274176,0.0622816
ENSG00000170633,HGNC:17297,chr12,3,15.984,0.0672742,0.0431967,0.0238713,0.0695983
ENSG00000162415,HGNC:29299,chr1,14,54.767,0.0615143,0.0432009,0.0259003,0.0672006
ENSG00000172985,HGNC:24699,chr2,8,27.377,0.0443436,0.0432472,0.0172346,0.0805843
ENSG00000143850,HGNC:17053,chr1,14,51.856,0.0253016,0.0432825,0.0248288,0.0680351
ENSG00000128641,HGNC:7596,chr2,22,73.065,0.076964,0.0432893,0.027215,0.063293
ENSG00000113657,HGNC:3015,chr5,2,28.516,0.0311,0.0432972,0.0270459,0.0638202
ENSG00000111962,HGNC:17223,chr6,4,18.537,0.0352005,0.0433027,0.0193662,0.0781729
ENSG00000111142,HGNC:16672,chr12,9,26.477,0.105638,0.0433142,0.0157609,0.0830705
ENSG00000144834,HGNC:29868,chr3,3,10.847,0.0458622,0.0433154,0.0204834,0.0764346
ENSG00000154764,HGNC:12786,chr3,5,14.809,0.0507207,0.0433327,0.0206164,0.0759414
ENSG00000172366,HGNC:14142,chr16,1,4.7497,0.0385108,0.0433593,0.00961678,0.106845
ENSG00000158019,HGNC:1106,chr2,7,28.11,0.0480409,0.0433988,0.0251477,0.0682987
ENSG00000165997,HGNC:23052,chr10,6,11.303,0.0793912,0.043404,0.0180226,0.0852017
ENSG00000141668,HGNC:1544,chr18,2,5.3725,0.0486236,0.0434222,0.0179841,0.082764
ENSG00000139211,HGNC:24073,chr12,2,11.437,0.0405632,0.0434299,0.0177996,0.0817972
ENSG00000100027,HGNC:12845,chr22,1,7.207,0.048376,0.043441,0.0167918,0.0857928
ENSG00000160097,HGNC:20240,chr1,1,6.5265,0.0469669,0.043446,0.00059123,0.17996
ENSG00000188064,HGNC:12787,chr22,8,17.599,0.0520217,0.0434596,0.0260927,0.0663284
ENSG00000168301,HGNC:22235,chr3,4,8.5739,0.0530088,0.0434626,0.0176319,0.0825014
ENSG00000168291,HGNC:8808,chr3,5,19.003,0.0421867,0.0434887,0.0164174,0.0839581
ENSG00000176853,HGNC:26306,chr8,16,49.822,0.0460946,0.0435066,0.0259115,0.0665355
ENSG00000248643,HGNC:38840,chr11,0,12.63,0.0174646,0.0435697,0.00070303,0.174195
ENSG00000109452,HGNC:6075,chr4,12,55.023,0.0387847,0.0435776,0.026804,0.0667982
ENSG00000010803,HGNC:19003,chr1,14,32.1,0.0789815,0.0436323,0.0258963,0.0676236
ENSG00000132970,HGNC:12734,chr13,4,19.62,0.0523998,0.0436948,0.0219759,0.0740345
ENSG00000165525,HGNC:10663,chr14,21,72.93,0.0506051,0.0437202,0.0271285,0.0638726
ENSG00000181029,HGNC:23067,chr19,1,3.1383,0.0466268,0.043786,0.0115779,0.102162
ENSG00000139874,HGNC:11330,chr14,1,8.8808,0.0266411,0.04381,0.00987883,0.102215
ENSG00000147799,HGNC:29351,chr8,13,46.047,0.0791143,0.0438111,0.017877,0.0770277
ENSG00000118402,HGNC:14415,chr6,3,19.062,0.0319692,0.0438288,0.0232888,0.0715757
ENSG00000148730,HGNC:3289,chr10,1,4.0396,0.024855,0.0438313,0.00131384,0.151985
ENSG00000054611,HGNC:1309,chr22,6,27.137,0.040755,0.0438334,0.0265154,0.0665479
ENSG00000121057,HGNC:367,chr17,7,35.246,0.0368839,0.043846,0.0228115,0.0726709
ENSG00000135346,HGNC:1885,chr6,1,4.4688,0.0457353,0.0438463,0.00438087,0.132977
ENSG00000112159,HGNC:18302,chr6,78,298.28,0.0346066,0.0438479,0.0341771,0.0549832
ENSG00000114450,HGNC:20731,chr3,8,20.674,0.0598191,0.0438486,0.0241359,0.0718122
ENSG00000258834,HGNC:38686,chr4,,,0.0431476,0.0438532,0.00047842,0.206772
ENSG00000166439,HGNC:26961,chr11,7,23.885,0.0781287,0.0438716,0.0200519,0.0853409
ENSG00000175550,HGNC:3019,chr11,3,9.7558,0.05022,0.043878,0.0136857,0.0938027
ENSG00000169826,HGNC:24292,chr10,6,24.891,0.0267116,0.0438788,0.0192928,0.0785512
ENSG00000130024,HGNC:18250,chr6,11,28.256,0.0593229,0.0438862,0.0223149,0.0766916
ENSG00000038295,HGNC:11843,chr4,14,59.099,0.034424,0.043899,0.0287534,0.0629281
ENSG00000130226,HGNC:3010,chr7,11,48.28,0.0216093,0.0439091,0.0184965,0.0754941
ENSG00000134452,HGNC:13620,chr10,18,55.767,0.0482117,0.0439316,0.026308,0.0641708
ENSG00000072415,HGNC:18669,chr14,8,33.671,0.0197707,0.0439454,0.020143,0.0782594
ENSG00000204188,HGNC:19427,chr6,0,3.8488,0.0160993,0.0439508,0.00035939,0.187083
ENSG00000069020,HGNC:19037,chr5,28,100.8,0.138513,0.0439575,0.0306144,0.0605696
ENSG00000164161,HGNC:14866,chr4,5,31.727,0.01881,0.0439644,0.02118,0.0749753
ENSG00000163171,HGNC:16943,chr2,2,6.5717,0.0437819,0.0439719,0.0140801,0.0958633
ENSG00000183354,HGNC:23378,chr9,14,65.046,0.0459932,0.0440156,0.0245415,0.0696529
ENSG00000088826,HGNC:15862,chr20,5,22.51,0.0552325,0.0440291,0.0199571,0.078446
ENSG00000185742,HGNC:33788,chr11,1,3.732,0.0466873,0.0440647,0.00862458,0.112957
ENSG00000189252,HGNC:33176,chrX,0,0.91389,0.0441983,0.0440724,0.00088893,0.193064
ENSG00000119541,HGNC:10895,chr18,6,24.78,0.0988165,0.0440773,0.0228861,0.0761026
ENSG00000163884,HGNC:14536,chr3,2,10.268,0.0258091,0.0440784,0.0111356,0.0981272
ENSG00000130827,HGNC:9101,chrX,15,60.081,0.107252,0.0441094,0.0267854,0.0678645
ENSG00000089234,HGNC:1099,chr12,15,34.287,0.0648322,0.0441147,0.0264964,0.0664957
ENSG00000170017,HGNC:400,chr3,6,30.703,0.0236174,0.0441422,0.0197349,0.0791351
ENSG00000106635,HGNC:1005,chr7,3,10.852,0.0896295,0.0441503,0.0175643,0.0902599
ENSG00000104327,HGNC:1434,chr8,5,20.561,0.0419875,0.0441786,0.0250056,0.0699216
ENSG00000108018,HGNC:16697,chr10,15,68.329,0.0525392,0.0441971,0.0295443,0.0627726
ENSG00000196455,HGNC:8982,chr3,16,62.253,0.0302712,0.0441992,0.0225208,0.0732195
ENSG00000146966,HGNC:22212,chr7,12,47.432,0.0409305,0.0442168,0.0271206,0.0664861
ENSG00000089818,HGNC:24539,chr12,4,14.013,0.0543307,0.04423,0.0223783,0.0758229
ENSG00000141699,HGNC:27258,chr17,6,22.925,0.0182578,0.0442379,0.0186751,0.0799844
ENSG00000122644,HGNC:695,chr7,0,5.4101,0.0441955,0.0442421,0.0106419,0.109032
ENSG00000163683,HGNC:27321,chr4,0,5.1949,0.0329011,0.0442513,0.01343,0.0960521
ENSG00000101158,HGNC:15934,chr20,8,32.699,0.0645558,0.0442546,0.0205824,0.0840908
ENSG00000144791,HGNC:6612,chr3,6,27.108,0.0344678,0.0442961,0.0197881,0.0793917
ENSG00000154277,HGNC:12513,chr4,0,14.106,0.0302869,0.0443031,0.0237637,0.0718981
ENSG00000006025,HGNC:16387,chr17,15,52.045,0.0425286,0.0443181,0.0276211,0.0649421
ENSG00000101333,HGNC:9059,chr20,25,77.82,0.0623719,0.0443345,0.0301274,0.0610725
ENSG00000148680,HGNC:5302,chr10,5,15.468,0.0444598,0.0443597,0.0235527,0.0733766
ENSG00000178171,HGNC:26771,chr2,2,11.674,0.00845036,0.0443975,0.00295903,0.111749
ENSG00000180611,HGNC:30438,chr3,5,15.295,0.0469278,0.0444091,0.0227196,0.074707
ENSG00000143786,HGNC:26802,chr1,1,10.51,0.0446837,0.0444153,0.0148992,0.0928058
ENSG00000064042,HGNC:29191,chr4,12,62.189,0.01748,0.0444295,0.0262759,0.068463
ENSG00000011028,HGNC:16875,chr17,19,87.279,0.0484231,0.0444443,0.0291778,0.0641032
ENSG00000106608,HGNC:30890,chr7,7,33.257,0.0272791,0.0444571,0.0248939,0.0703241
ENSG00000197859,HGNC:14631,chr9,8,19.631,0.0650599,0.044474,0.0214009,0.077762
ENSG00000215045,HGNC:18464,chr7,10,40.429,0.0168805,0.0444801,0.0205301,0.0809816
ENSG00000173327,HGNC:6850,chr11,11,37.994,0.0613063,0.0444833,0.0267904,0.0683194
ENSG00000167889,HGNC:24140,chr17,11,38.79,0.0489255,0.044487,0.030161,0.0623723
ENSG00000081320,HGNC:11396,chr2,6,16.572,0.0587808,0.044527,0.0235214,0.0737871
ENSG00000211456,HGNC:17059,chr3,8,39.032,0.038612,0.0445322,0.0251649,0.069536
ENSG00000165626,HGNC:23514,chr10,7,18.795,0.0492939,0.0445546,0.022186,0.0759608
ENSG00000169100,HGNC:10992,chrX,3,9.9496,0.113511,0.0445925,0.0113949,0.10082
ENSG00000171488,HGNC:25075,chr1,10,26.531,0.0761741,0.0445971,0.0296935,0.0642412
ENSG00000204118,HGNC:31706,chrX,,,0.0458244,0.0446324,0.00016772,0.232563
ENSG00000132823,HGNC:16105,chr20,6,12.493,0.0694263,0.0446349,0.0209532,0.0789429
ENSG00000125637,HGNC:19096,chr2,11,49.22,0.012823,0.0446573,0.0230574,0.073904
ENSG00000125814,HGNC:15751,chr20,5,18.069,0.0539463,0.0446591,0.0204597,0.0800333
ENSG00000106633,HGNC:4195,chr7,4,20.665,0.0422621,0.0446744,0.0144726,0.095081
ENSG00000138641,HGNC:4876,chr4,14,56.371,0.0441834,0.0446776,0.0288945,0.0655312
ENSG00000105647,HGNC:8980,chr19,10,34.677,0.0417737,0.0446813,0.0263542,0.0687581
ENSG00000164691,HGNC:15669,chr6,2,14.931,0.0163463,0.0446932,0.00649209,0.109088
ENSG00000064692,HGNC:11139,chr5,13,37.426,0.0549146,0.0446984,0.0285291,0.0657134
ENSG00000170525,HGNC:8874,chr10,7,29.418,0.0482949,0.0447294,0.0251041,0.0722242
ENSG00000111711,HGNC:20175,chr12,0,6.2844,0.0327089,0.0447418,0.015275,0.0921216
ENSG00000162616,HGNC:14886,chr1,5,12.682,0.061487,0.0447627,0.0219841,0.0775077
ENSG00000160062,HGNC:24172,chr1,7,17.869,0.0461849,0.0447682,0.0245282,0.0722015
ENSG00000170743,HGNC:19265,chr11,5,21.448,0.0474305,0.0447932,0.0291839,0.0645875
ENSG00000108604,HGNC:11107,chr17,13,33.09,0.0840186,0.0447935,0.0244568,0.0722664
ENSG00000187690,HGNC:33738,chrX,,,0.0460531,0.044796,0.00043477,0.214196
ENSG00000105849,HGNC:18027,chr7,2,11.656,0.0298943,0.0448089,0.0101055,0.102944
ENSG00000170113,HGNC:17043,chr15,5,10.108,0.0530508,0.0448155,0.0266817,0.0690119
ENSG00000079999,HGNC:23177,chr19,11,29.052,0.0847831,0.0448747,0.0254541,0.0709646
ENSG00000172057,HGNC:16038,chr17,0,5.0629,0.0322794,0.0448903,0.012676,0.100107
ENSG00000105290,HGNC:597,chr19,9,35.966,0.0433178,0.0449243,0.0249248,0.0720863
ENSG00000148541,HGNC:19371,chr10,13,32.796,0.0718193,0.0449302,0.0261447,0.0706605
ENSG00000108375,HGNC:18505,chr17,7,35.137,0.0534847,0.0449653,0.0225845,0.0821768
ENSG00000111110,HGNC:18583,chr12,4,22.766,0.0373816,0.0449738,0.0269833,0.0685083
ENSG00000111817,HGNC:21144,chr6,8,38.284,0.0429312,0.0450231,0.0227613,0.0762374
ENSG00000145526,HGNC:1757,chr5,7,28.95,0.0445293,0.0450433,0.025708,0.0708685
ENSG00000184702,HGNC:9164,chr22,3,21.563,0.045304,0.0450458,0.0263745,0.0705303
ENSG00000065054,HGNC:11076,chr16,5,15,0.0175541,0.0450486,0.00891213,0.100944
ENSG00000142507,HGNC:9543,chr17,5,12.609,0.0875977,0.0450601,0.0130845,0.0972739
ENSG00000105392,HGNC:2383,chr19,2,10.501,0.0180902,0.0450635,0.00616725,0.11176
ENSG00000168615,HGNC:216,chr8,13,49.525,0.0660293,0.0450836,0.0277089,0.0684641
ENSG00000039068,HGNC:1748,chr16,9,36.519,0.0426849,0.0450894,0.0249559,0.0732552
ENSG00000054803,HGNC:16231,chr20,2,6.2609,0.0507157,0.0451026,0.0173961,0.0889982
ENSG00000136240,HGNC:6305,chr7,3,10.523,0.0411742,0.045111,0.0133764,0.0973015
ENSG00000136279,HGNC:2696,chr7,8,26.124,0.0241996,0.0451292,0.0177114,0.0852176
ENSG00000130748,HGNC:26042,chr19,2,4.8646,0.0345215,0.0451355,0.00838296,0.111673
ENSG00000181409,HGNC:21,chr17,10,42.042,0.0234359,0.0451463,0.0236884,0.0750145
ENSG00000137161,HGNC:11968,chr6,3,13.675,0.0288808,0.0451782,0.0168262,0.0878175
ENSG00000173207,HGNC:19083,chr1,1,5.3607,0.0447624,0.0451867,0.00837085,0.116953
ENSG00000101180,HGNC:5184,chr20,5,15.172,0.0586345,0.0452058,0.0198267,0.0828194
ENSG00000169047,HGNC:6125,chr2,9,31.287,0.158117,0.0452317,0.0245028,0.0740058
ENSG00000084628,HGNC:25743,chr1,3,11.816,0.0442697,0.0452361,0.0241047,0.0744815
ENSG00000185774,HGNC:30083,chr4,2,14.438,0.0448821,0.0452437,0.0274649,0.0685242
ENSG00000095319,HGNC:17859,chr9,20,97.862,0.0343819,0.0452545,0.0286051,0.0676342
ENSG00000184779,HGNC:10397,chr15,0,0.41103,0.0452355,0.0452789,0.00124789,0.189922
ENSG00000205090,HGNC:25186,chr1,2,7.2344,0.0537327,0.0452853,0.0121447,0.104149
ENSG00000184254,HGNC:409,chr15,6,23.182,0.0410973,0.0452889,0.0230015,0.0763649
ENSG00000100968,HGNC:7778,chr14,6,33.04,0.0707087,0.0453286,0.016917,0.0905433
ENSG00000179151,HGNC:26114,chr15,6,18.326,0.0529017,0.0453532,0.0243643,0.0744338
ENSG00000012232,HGNC:3518,chr8,13,30.543,0.068088,0.0453766,0.0297498,0.065419
ENSG00000168267,HGNC:23734,chr10,2,6.2327,0.0502776,0.0453844,0.00852247,0.112803
ENSG00000143452,HGNC:25245,chr1,3,22.588,0.0155411,0.0453896,0.0152953,0.0894077
ENSG00000087589,HGNC:15878,chr20,6,26.547,0.0139702,0.0454278,0.0179719,0.0841112
ENSG00000065357,HGNC:2849,chr12,11,49.633,0.0380269,0.0454429,0.0291609,0.0652053
ENSG00000110042,HGNC:29151,chr11,6,24.576,0.0518768,0.0454434,0.0268994,0.0706565
ENSG00000127995,HGNC:16014,chr7,11,41.875,0.0542611,0.045444,0.0271355,0.0696738
ENSG00000198353,HGNC:5126,chr12,3,10.551,0.0543205,0.0454526,0.0139017,0.097258
ENSG00000197860,HGNC:23567,chr5,6,19.563,0.0529391,0.045498,0.0222632,0.0787444
ENSG00000157954,HGNC:32225,chr7,8,23.333,0.0903529,0.0455013,0.0244699,0.0752562
ENSG00000130177,HGNC:1720,chr13,8,38.067,0.0361952,0.0455712,0.0253993,0.072796
ENSG00000180447,HGNC:4165,chr9,0,5.6459,0.0459119,0.0455858,0.00667767,0.133428
ENSG00000135951,HGNC:14927,chr2,11,44.463,0.0199883,0.0456129,0.015982,0.0825738
ENSG00000071242,HGNC:10431,chr6,13,46.421,0.0513336,0.0456295,0.0310219,0.0639679
ENSG00000144339,HGNC:11867,chr2,11,24.628,0.0804252,0.0456327,0.0277534,0.0695809
ENSG00000168496,HGNC:3650,chr11,8,11.281,0.04561,0.0456491,0.0114841,0.110438
ENSG00000140285,HGNC:3685,chr15,1,9.2222,0.0447055,0.0456565,0.0163893,0.0925677
ENSG00000135525,HGNC:6869,chr6,10,44.829,0.0109566,0.0456812,0.0255526,0.072482
ENSG00000125656,HGNC:2084,chr19,2,11.148,0.0365461,0.0456962,0.0149754,0.0948338
ENSG00000121486,HGNC:16782,chr1,7,36.065,0.0379297,0.0457061,0.0261849,0.0719106
ENSG00000135211,HGNC:21754,chr7,0,4.6544,0.0188857,0.0457278,0.00425271,0.133163
ENSG00000183780,HGNC:23616,chr1,6,22.121,0.0416033,0.0457571,0.0229882,0.0763752
ENSG00000143641,HGNC:4124,chr1,11,37.302,0.0460293,0.0457944,0.0283601,0.0683157
ENSG00000167996,HGNC:3976,chr11,3,9.9799,0.0596745,0.0458111,0.00465902,0.130858
ENSG00000131435,HGNC:16501,chr5,0,12.373,0.0196931,0.0458315,0.0113867,0.101403
ENSG00000188191,HGNC:9390,chr7,5,19.533,0.045933,0.0458714,0.0286772,0.0682784
ENSG00000112319,HGNC:3522,chr6,10,37.698,0.0953625,0.0459485,0.022968,0.0832054
ENSG00000067829,HGNC:5386,chrX,4,12.868,0.151568,0.0459545,0.0135865,0.103636
ENSG00000080371,HGNC:18263,chr12,4,13.645,0.0634574,0.0459602,0.021573,0.0839313
ENSG00000148337,HGNC:16744,chr9,13,51.662,0.0413544,0.045966,0.0264612,0.0711129
ENSG00000164626,HGNC:6280,chr6,4,17.239,0.0365696,0.0459769,0.0207752,0.0833263
ENSG00000144935,HGNC:12333,chr3,11,38.457,0.0540267,0.0459965,0.0284765,0.0702019
ENSG00000011114,HGNC:18269,chr14,16,47.67,0.0567875,0.0460367,0.0286811,0.0678684
ENSG00000117289,HGNC:16952,chr1,5,19.149,0.00858617,0.0460449,0.0107147,0.0964471
ENSG00000111186,HGNC:16265,chr12,3,15.703,0.0391595,0.0460456,0.0229557,0.0793464
ENSG00000105258,HGNC:9196,chr19,2,8.8789,0.0444296,0.0460709,0.00901592,0.113072
ENSG00000130287,HGNC:2465,chr19,13,51.873,0.0401346,0.0460745,0.0265913,0.0726331
ENSG00000115694,HGNC:11404,chr2,7,24.648,0.0538364,0.0460886,0.0229972,0.0805406
ENSG00000118680,HGNC:29827,chr18,2,5.1853,0.0874789,0.0460898,0.00786653,0.123024
ENSG00000178974,HGNC:20201,chr14,6,22.593,0.0780712,0.0461508,0.0239807,0.0776757
ENSG00000153879,HGNC:1837,chr19,1,5.4163,0.022169,0.0461713,0.0046691,0.126849
ENSG00000142025,HGNC:13911,chr19,3,17.453,0.0308919,0.0461898,0.00307365,0.154703
ENSG00000111726,HGNC:18290,chr12,5,24.258,0.0613225,0.0461931,0.0214001,0.0882301
ENSG00000155366,HGNC:669,chr1,1,9.174,0.0497517,0.0462028,0.017527,0.0924623
ENSG00000008988,HGNC:10405,chr8,4,9.0639,0.126898,0.0462215,0.00459269,0.129331
ENSG00000089737,HGNC:13266,chr14,7,34.489,0.0246598,0.0462319,0.0225783,0.0830155
ENSG00000145349,HGNC:1462,chr4,11,33.802,0.0705239,0.0462515,0.0254753,0.0749294
ENSG00000183248,HGNC:26172,chr19,5,18.834,0.0207926,0.0462631,0.00469747,0.116087
ENSG00000203737,HGNC:4508,chr1,5,11.308,0.0462535,0.0462668,0.00408918,0.155325
ENSG00000159259,HGNC:1911,chr21,6,27.228,0.054661,0.046334,0.0233048,0.0806443
ENSG00000127080,HGNC:14645,chr9,5,28.779,0.0358289,0.0463593,0.0252524,0.0749931
ENSG00000173517,HGNC:29431,chr15,17,57.664,0.0438535,0.0463848,0.030059,0.0675722
ENSG00000133315,HGNC:29598,chr11,3,15.525,0.00738894,0.046392,0.00180196,0.1168
ENSG00000015592,HGNC:16078,chr8,4,13.05,0.0511497,0.0464105,0.0231003,0.0802533
ENSG00000145191,HGNC:3261,chr3,10,38.479,0.0293935,0.0464277,0.0261422,0.073786
ENSG00000154975,HGNC:1369,chr17,4,19.915,0.0478298,0.0464317,0.0252331,0.0758222
ENSG00000183735,HGNC:11584,chr12,11,43.343,0.0554447,0.0464553,0.0269761,0.0709412
ENSG00000140199,HGNC:10914,chr15,17,64.572,0.0589367,0.0464608,0.0323341,0.0646003
ENSG00000221978,HGNC:20570,chr1,7,28.001,0.0556886,0.04652,0.0260013,0.0753635
ENSG00000138593,HGNC:28997,chr15,12,52.003,0.081234,0.0465254,0.0236157,0.0814805
ENSG00000102468,HGNC:5293,chr13,3,14.903,0.0545472,0.0465298,0.0252504,0.0765127
ENSG00000023902,HGNC:24310,chr1,4,19.012,0.052039,0.0465308,0.0179872,0.0904023
ENSG00000102001,HGNC:1393,chrX,23,72.744,0.122495,0.0465408,0.0263934,0.0727775
ENSG00000101017,HGNC:11919,chr20,2,14.927,0.031098,0.0465461,0.0158858,0.0944232
ENSG00000169228,HGNC:9765,chr5,4,14.553,0.0588105,0.0466379,0.0175144,0.096868
ENSG00000198862,HGNC:13082,chr21,22,85.8,0.0319068,0.0466484,0.0299188,0.0682175
ENSG00000163430,HGNC:3972,chr3,3,20.481,0.0173333,0.0466628,0.016814,0.0906388
ENSG00000141580,HGNC:25072,chr17,5,19.09,0.0450483,0.0466669,0.0250361,0.0764478
ENSG00000140157,HGNC:17044,chr15,1,12.525,0.0169211,0.0466704,0.0123377,0.100242
ENSG00000116147,HGNC:11953,chr1,16,72.361,0.0210744,0.046709,0.0310947,0.0664245
ENSG00000077935,HGNC:11112,chr22,17,70.754,0.0123316,0.0467146,0.0295309,0.0688592
ENSG00000018625,HGNC:800,chr1,16,49.06,0.0858986,0.046745,0.0279804,0.0716798
ENSG00000204564,HGNC:21301,chr6,2,18.184,0.0147174,0.0467549,0.0103834,0.104509
ENSG00000110436,HGNC:10940,chr11,4,21.587,0.0389755,0.0467854,0.0276253,0.0719419
ENSG00000113196,HGNC:4807,chr5,2,5.0898,0.0461489,0.0467885,0.00611211,0.131846
ENSG00000165113,HGNC:17496,chr9,7,25.113,0.03433,0.0467954,0.0187554,0.0855713
ENSG00000138468,HGNC:30402,chr3,15,60.909,0.060997,0.0468083,0.0246894,0.0820204
ENSG00000162981,HGNC:20743,chr2,0,7.1198,0.0241389,0.0468098,0.0122949,0.104245
ENSG00000109184,HGNC:28998,chr4,6,19.992,0.0615341,0.0468212,0.0239748,0.0805928
ENSG00000132003,HGNC:25704,chr19,14,38.031,0.0550777,0.0468252,0.02638,0.0746596
ENSG00000103269,HGNC:10007,chr16,4,17.223,0.0290659,0.0468402,0.0153018,0.0958518
ENSG00000144278,HGNC:23242,chr2,3,27.251,0.028297,0.0468542,0.0265022,0.0737081
ENSG00000185219,HGNC:21018,chr3,3,36.509,0.0299056,0.0468641,0.0287742,0.0701025
ENSG00000185863,HGNC:34059,chr9,0,3.3324,0.0155725,0.0468673,0.00038156,0.196
ENSG00000139117,HGNC:23498,chr12,10,32.764,0.0586119,0.046878,0.0259636,0.0752919
ENSG00000204524,HGNC:23272,chr19,5,22.361,0.0338284,0.046886,0.019449,0.0878056
ENSG00000162601,HGNC:29401,chr1,13,50.6,0.0323152,0.0469072,0.0234149,0.0767126
ENSG00000163132,HGNC:7391,chr4,2,6.2242,0.0769938,0.0469373,0.00819446,0.12278
ENSG00000115540,HGNC:17261,chr2,1,12.922,0.0227922,0.0469554,0.00810021,0.115508
ENSG00000107771,HGNC:29197,chr10,7,34.273,0.0227524,0.0469609,0.021862,0.0838655
ENSG00000157483,HGNC:7599,chr15,21,68.477,0.0717417,0.0469702,0.0312998,0.0672664
ENSG00000061918,HGNC:4687,chr4,13,30.629,0.0668365,0.0469732,0.0294369,0.0698384
ENSG00000146830,HGNC:9126,chr7,22,64.904,0.0847651,0.0469788,0.0310967,0.0672689
ENSG00000149115,HGNC:19081,chr11,15,61.255,0.0249682,0.0470385,0.0282377,0.0715828
ENSG00000164896,HGNC:24676,chr7,9,26.927,0.0428079,0.0470601,0.0243056,0.0786311
ENSG00000064313,HGNC:11536,chr8,17,60.597,0.0706253,0.0470603,0.0316797,0.0669136
ENSG00000182175,HGNC:30308,chr15,4,14.856,0.052041,0.0470742,0.0228253,0.0821437
ENSG00000103266,HGNC:11427,chr16,6,17.423,0.0414724,0.0470756,0.0227563,0.0816164
ENSG00000198833,HGNC:17598,chr6,4,18.507,0.0473721,0.0471044,0.0261128,0.0759163
ENSG00000087088,HGNC:959,chr19,2,8.3828,0.0358055,0.0471284,0.0133193,0.100564
ENSG00000151729,HGNC:10990,chr4,2,9.8958,0.0439031,0.0471383,0.0171755,0.0944273
ENSG00000076201,HGNC:14406,chr3,18,71.743,0.0893049,0.047145,0.0261198,0.0722849
