genes,genes_renamed,descriptions,num_populations,is_shared,Central,Eastern,Western
TM2D3,TM2D3,TM2 domain containing 3,1,No,NA,6.690473364,NA
ACAP2,ACAP2,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 2,1,No,NA,6.69035429,NA
NRXN3,NRXN3,neurexin 3;uncharacterized LOC129136907,1,No,NA,6.686760154,NA
ACKR3,ACKR3,atypical chemokine receptor 3,1,No,NA,6.685385144,NA
RNF213,RNF213,ring finger protein 213,1,No,NA,6.684725602,NA
FYB2,FYB2,FYN binding protein 2,1,No,NA,6.683814823,NA
BMP6,BMP6,bone morphogenetic protein 6,1,No,NA,6.68357476,NA
OR51V1,OR51V1,olfactory receptor family 51 subfamily V member 1,1,No,NA,6.683064326,NA
NOS1,NOS1,nitric oxide synthase 1,1,No,NA,6.680557905,NA
WDR81,WDR81,WD repeat domain 81,1,No,NA,6.67926064,NA
DOK6,DOK6,docking protein 6,1,No,NA,6.677626328,NA
CCBE1,CCBE1,collagen and calcium binding EGF domains 1,1,No,NA,6.67707919,NA
GALNT18,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,1,No,NA,6.675744914,NA
CDH10,CDH10,cadherin 10,1,No,NA,6.674478164,NA
TSHZ2,TSHZ2,teashirt zinc finger homeobox 2,1,No,NA,6.673891289,NA
NAV2,NAV2,neuron navigator 2,1,No,NA,6.673330854,NA
CUL4A,CUL4A,cullin 4A,1,No,NA,6.671640735,NA
FAM114A1,FAM114A1,family with sequence similarity 114 member A1,1,No,NA,6.666227715,NA
GSE1,GSE1,Gse1 coiled-coil protein;uncharacterized LOC129137359,1,No,NA,6.659056718,NA
PSMF1,PSMF1,proteasome inhibitor subunit 1,1,No,NA,6.658083301,NA
LRTM2,LRTM2,calcium voltage-gated channel auxiliary subunit alpha2delta 4;leucine rich repeats and transmembrane domains 2,1,No,NA,6.656757404,NA
LOC748741,LOC748741,zinc finger protein 765-like,1,No,NA,6.656683224,NA
RASGRP3,RASGRP3,RAS guanyl releasing protein 3,1,No,NA,6.655981129,NA
OR8H2,OR8H2,olfactory receptor family 8 subfamily H member 2,1,No,NA,6.655469083,NA
COL4A1,COL4A1,collagen type IV alpha 1 chain,1,No,NA,6.655193043,NA
GABRG3,GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,1,No,NA,6.654705543,NA
PANX2,PANX2,pannexin 2,1,No,NA,6.65453168,NA
PDZD2,PDZD2,PDZ domain containing 2,1,No,NA,6.651337246,NA
FGL1,FGL1,fibrinogen like 1,1,No,NA,6.64808968,NA
PLCG2,PLCG2,phospholipase C gamma 2,1,No,NA,6.646121828,NA
ZNF354B,ZNF354B,zinc finger protein 354B,1,No,NA,6.640793517,NA
SMYD4,SMYD4,SET and MYND domain containing 4,1,No,NA,6.639754277,NA
ALOX15,ALOX15,arachidonate 15-lipoxygenase,1,No,NA,6.637624286,NA
SP100,SP100,SP100 nuclear antigen,1,No,NA,6.635380743,NA
FLT4,FLT4,fms related receptor tyrosine kinase 4,1,No,NA,6.634690844,NA
CROCC2,CROCC2,ciliary rootlet coiled-coil%2C rootletin family member 2,1,No,NA,6.624968017,NA
CMBL,CMBL,carboxymethylenebutenolidase homolog,1,No,NA,6.624121791,NA
APBB1IP,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,1,No,NA,6.623578776,NA
SERPINB8,SERPINB8,serpin family B member 8,1,No,NA,6.623335844,NA
CD109,CD109,CD109 molecule,1,No,NA,6.622899105,NA
AUTS2,AUTS2,activator of transcription and developmental regulator AUTS2,1,No,NA,6.622629572,NA
TMTC1,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,1,No,NA,6.622571135,NA
HOPX,HOPX,HOP homeobox,1,No,NA,6.622534106,NA
TBCE,TBCE,tubulin folding cofactor E,1,No,NA,6.615008938,NA
ZNF750,ZNF750,tubulin folding cofactor D;zinc finger protein 750,1,No,NA,6.611908428,NA
CREG2,CREG2,cellular repressor of E1A stimulated genes 2,1,No,NA,6.609476363,NA
ARMC9,ARMC9,armadillo repeat containing 9,1,No,NA,6.592885194,NA
TBC1D8,TBC1D8,TBC1 domain family member 8,1,No,NA,6.592509524,NA
RCAN2,RCAN2,regulator of calcineurin 2,1,No,NA,6.588123086,NA
EXOC1L,EXOC1L,exocyst complex component 1 like,1,No,NA,6.585590878,NA
SLC24A2,SLC24A2,solute carrier family 24 member 2,1,No,NA,6.583517699,NA
SLC2A14,SLC2A14,solute carrier family 2 member 14,1,No,NA,6.580406458,NA
SLC36A4,SLC36A4,solute carrier family 36 member 4,1,No,NA,6.576811051,NA
C12H12orf56,C12H12orf56,chromosome 12 C12orf56 homolog,1,No,NA,6.574317072,NA
CLEC3A,CLEC3A,C-type lectin domain family 3 member A,1,No,NA,6.57011073,NA
TNS3,TNS3,tensin 3,1,No,NA,6.567611345,NA
B4GALNT3,B4GALNT3,beta-1%2C4-N-acetyl-galactosaminyltransferase 3,1,No,NA,6.56744088,NA
IFI16,IFI16,interferon gamma inducible protein 16,1,No,NA,6.565597993,NA
SYCP2L,SYCP2L,synaptonemal complex protein 2 like,1,No,NA,6.563435565,NA
PPARGC1A,PPARGC1A,PPARG coactivator 1 alpha,1,No,NA,6.560598163,NA
FREM1,FREM1,FRAS1 related extracellular matrix 1,1,No,NA,6.559997282,NA
DNAH6,DNAH6,dynein axonemal heavy chain 6,1,No,NA,6.551266866,NA
CAST,CAST,calpastatin,1,No,NA,6.546043297,NA
ST6GAL1,ST6GAL1,ST6 beta-galactoside alpha-2%2C6-sialyltransferase 1,1,No,NA,6.544999615,NA
WSCD1,WSCD1,WSC domain containing 1,1,No,NA,6.544673991,NA
RAB3D,RAB3D,RAB3D%2C member RAS oncogene family,1,No,NA,6.53913453,NA
TXNL4A,TXNL4A,thioredoxin like 4A,1,No,NA,6.538918365,NA
LOC104005937,LOC104005937,putative ankyrin repeat domain-containing protein 19,1,No,NA,6.537140193,NA
RSU1,RSU1,Ras suppressor protein 1,1,No,NA,6.536281545,NA
ARHGAP24,ARHGAP24,Rho GTPase activating protein 24,1,No,NA,6.533187406,NA
TGFBRAP1,TGFBRAP1,transforming growth factor beta receptor associated protein 1,1,No,NA,6.528024485,NA
TCERG1L,TCERG1L,transcription elongation regulator 1 like,1,No,NA,6.526760594,NA
TNRC6A,TNRC6A,trinucleotide repeat containing adaptor 6A,1,No,NA,6.526480034,NA
MAGI1,MAGI1,membrane associated guanylate kinase%2C WW and PDZ domain containing 1,1,No,NA,6.520830744,NA
ADAMTS12,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,1,No,NA,6.519038477,NA
FRMD1,FRMD1,FERM domain containing 1,1,No,NA,6.514858462,NA
JAKMIP2,JAKMIP2,janus kinase and microtubule interacting protein 2,1,No,NA,6.514749267,NA
VWF,VWF,von Willebrand factor,1,No,NA,6.511495147,NA
COL8A1,COL8A1,collagen type VIII alpha 1 chain,1,No,NA,6.507075313,NA
LDLRAD4,LDLRAD4,low density lipoprotein receptor class A domain containing 4,1,No,NA,6.503129434,NA
ATP13A4,ATP13A4,ATPase 13A4,1,No,NA,6.500331942,NA
PACSIN1,PACSIN1,protein kinase C and casein kinase substrate in neurons 1,1,No,NA,6.499429102,NA
MLC1,MLC1,modulator of VRAC current 1,1,No,NA,6.495373934,NA
ACOT7,ACOT7,acyl-CoA thioesterase 7,1,No,NA,6.485470992,NA
ZDHHC13,ZDHHC13,zinc finger DHHC-type palmitoyltransferase 13,1,No,NA,6.484975723,NA
CRACR2A,CRACR2A,calcium release activated channel regulator 2A,1,No,NA,6.484866746,NA
LOC100608036,LOC100608036,nuclear pore complex-interacting protein family member B8;sulfotransferase 1A1-like;sulfotransferase family 1A member 2;uncharacterized LOC100608678,1,No,NA,6.482314715,NA
LOC100608678,LOC100608678,nuclear pore complex-interacting protein family member B8;sulfotransferase 1A1-like;sulfotransferase family 1A member 2;uncharacterized LOC100608678,1,No,NA,6.482314715,NA
LOC112207873,LOC112207873,nuclear pore complex-interacting protein family member B8;sulfotransferase 1A1-like;sulfotransferase family 1A member 2;uncharacterized LOC100608678,1,No,NA,6.482314715,NA
SULT1A2,SULT1A2,nuclear pore complex-interacting protein family member B8;sulfotransferase 1A1-like;sulfotransferase family 1A member 2;uncharacterized LOC100608678,1,No,NA,6.482314715,NA
NBEA,NBEA,neurobeachin,1,No,NA,6.481885721,NA
LOC468984,LOC468984,zinc finger protein 610,1,No,NA,6.479205293,NA
GHR,GHR,growth hormone receptor,1,No,NA,6.47491658,NA
MTAP,MTAP,methylthioadenosine phosphorylase,1,No,NA,6.474031269,NA
DCT,DCT,dopachrome tautomerase,1,No,NA,6.471190927,NA
TBX19,TBX19,T-box transcription factor 19,1,No,NA,6.47079579,NA
ZNF721,ZNF721,zinc finger protein 721,1,No,NA,6.46843083,NA
CCDC170,CCDC170,coiled-coil domain containing 170,1,No,NA,6.4655622,NA
GRID2,GRID2,glutamate ionotropic receptor delta type subunit 2,1,No,NA,6.461458377,NA
SYTL3,SYTL3,synaptotagmin like 3,1,No,NA,6.458937161,NA
LOC129136848,LOC129136848,prothymosin alpha-like,1,No,NA,6.458515843,NA
LOC742579,PMS2,mismatch repair endonuclease PMS2;speedy protein E2-like,1,No,NA,6.454948862,NA
TRIB3,TRIB3,tribbles pseudokinase 3,1,No,NA,6.452839735,NA
CCDC6,CCDC6,coiled-coil domain containing 6,1,No,NA,6.452639825,NA
PTER,PTER,phosphotriesterase related,1,No,NA,6.450859306,NA
LOC741911,LOC741911,PRAME family member 17,1,No,NA,6.445404443,NA
SNX29,SNX29,sorting nexin 29,1,No,NA,6.441311586,NA
SAFB,SAFB,scaffold attachment factor B,1,No,NA,6.434721875,NA
KALRN,KALRN,kalirin RhoGEF kinase,1,No,NA,6.430135607,NA
SYK,SYK,spleen associated tyrosine kinase,1,No,NA,6.426535675,NA
GRIN3A,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,1,No,NA,6.423135616,NA
CEP128,CEP128,centrosomal protein 128,1,No,NA,6.422672521,NA
GNA14,GNA14,G protein subunit alpha 14,1,No,NA,6.421149757,NA
AURKC,AURKC,aurora kinase C,1,No,NA,6.420659854,NA
LOC742704,COL6A4,collagen alpha-4(VI) chain-like,1,No,NA,6.419544432,NA
PCCA,PCCA,propionyl-CoA carboxylase subunit alpha,1,No,NA,6.416828376,NA
ADGRL2,ADGRL2,adhesion G protein-coupled receptor L2,1,No,NA,6.411340464,NA
LOC134807610,LOC134807610,H(+)/Cl(-) exchange transporter 3-like,1,No,NA,6.411099416,NA
LOC456052,LOC456052,cytochrome P450 2B6-like,1,No,NA,6.410978134,NA
MCC,MCC,MCC regulator of WNT signaling pathway;uncharacterized LOC129144007,1,No,NA,6.410221208,NA
HEATR1,HEATR1,HEAT repeat containing 1,1,No,NA,6.409318373,NA
TRAF3IP1,TRAF3IP1,TRAF3 interacting protein 1,1,No,NA,6.408340162,NA
IRAK2,IRAK2,interleukin 1 receptor associated kinase 2,1,No,NA,6.407949823,NA
LDLRAD3,LDLRAD3,low density lipoprotein receptor class A domain containing 3,1,No,NA,6.402448502,NA
C14H14orf132,C14H14orf132,chromosome 14 C14orf132 homolog,1,No,NA,6.400315856,NA
TMEM232,TMEM232,transmembrane protein 232,1,No,NA,6.398064967,NA
MOXD1,MOXD1,monooxygenase DBH like 1,1,No,NA,6.39389542,NA
LARGE1,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,1,No,NA,6.390526316,NA
RELL1,RELL1,RELT like 1,1,No,NA,6.389998564,NA
MASP1,MASP1,MBL associated serine protease 1,1,No,NA,6.387769397,NA
AMPH,AMPH,amphiphysin,1,No,NA,6.382825743,NA
PCGF3,PCGF3,polycomb group ring finger 3,1,No,NA,6.378921865,NA
NELL2,NELL2,neural EGFL like 2,1,No,NA,6.378166189,NA
EPB41L4A,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A,1,No,NA,6.371139179,NA
SLCO1B1,SLCO1B1,solute carrier organic anion transporter family member 1B1,1,No,NA,6.369452094,NA
ISM1,ISM1,taspase 1;isthmin 1,1,No,NA,6.365917981,NA
TASP1,TASP1,taspase 1;isthmin 1,1,No,NA,6.365917981,NA
RPS6KA2,RPS6KA2,ribosomal protein S6 kinase A2,1,No,NA,6.364775959,NA
NKAIN3,NKAIN3,sodium/potassium transporting ATPase interacting 3;uncharacterized LOC107976326,1,No,NA,6.361124378,NA
C20H20orf202,C20H20orf202,chromosome 20 C20orf202 homolog,1,No,NA,6.356248532,NA
ADGRG7,ADGRG7,adhesion G protein-coupled receptor G7,1,No,NA,6.355138642,NA
ZFP64,ZFP64,ZFP64 zinc finger protein,1,No,NA,6.352017868,NA
SLCO4A1,SLCO4A1,solute carrier organic anion transporter family member 4A1,1,No,NA,6.346050063,NA
GRM5,GRM5,glutamate metabotropic receptor 5;tyrosinase,1,No,NA,6.341837649,NA
TYR,TYR,glutamate metabotropic receptor 5;tyrosinase,1,No,NA,6.341837649,NA
CCDC168,CCDC168,coiled-coil domain containing 168,1,No,NA,6.340661577,NA
ESRRG,ESRRG,estrogen related receptor gamma,1,No,NA,6.338149115,NA
KLF12,KLF12,KLF transcription factor 12,1,No,NA,6.336528219,NA
ZNF665,ZNF665,zinc finger protein 665,1,No,NA,6.334684853,NA
CSGALNACT1,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,1,No,NA,6.334045455,NA
SH3TC1,SH3TC1,SH3 domain and tetratricopeptide repeats 1,1,No,NA,6.330355937,NA
MB21D2,MB21D2,Mab-21 domain containing 2,1,No,NA,6.329737705,NA
CRYGN,CRYGN,crystallin gamma N,1,No,NA,6.328115148,NA
EDDM13,EDDM13,zinc finger and SCAN domain containing 5A;epididymal protein 13,1,No,NA,6.32489659,NA
RUBCNL,RUBCNL,rubicon like autophagy enhancer,1,No,NA,6.32283847,NA
ADGRF4,ADGRF4,adhesion G protein-coupled receptor F4,1,No,NA,6.320078265,NA
C1QTNF8,C1QTNF8,C1q and TNF related 8,1,No,NA,6.317329127,NA
IMMP2L,IMMP2L,inner mitochondrial membrane peptidase subunit 2,1,No,NA,6.313469573,NA
POLE4,POLE4,DNA polymerase epsilon 4%2C accessory subunit,1,No,NA,6.312938187,NA
CADM2,CADM2,cell adhesion molecule 2,1,No,NA,6.311697387,NA
TACR1,TACR1,tachykinin receptor 1;DNA polymerase epsilon 4%2C accessory subunit,1,No,NA,6.309563798,NA
MRAP2,MRAP2,melanocortin 2 receptor accessory protein 2,1,No,NA,6.307407375,NA
ENPP6,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,1,No,NA,6.307397186,NA
TIAM1,TIAM1,TIAM Rac1 associated GEF 1,1,No,NA,6.30149901,NA
TMX3,TMX3,thioredoxin related transmembrane protein 3,1,No,NA,6.296617934,NA
TTLL11,TTLL11,tubulin tyrosine ligase like 11,1,No,NA,6.29550112,NA
PRKCE,PRKCE,protein kinase C epsilon,1,No,NA,6.294728346,NA
ABI3BP,ABI3BP,ABI family member 3 binding protein,1,No,NA,6.289177412,NA
TALDO1,TALDO1,transaldolase 1,1,No,NA,6.288877215,NA
FRMPD2,FRMPD2,FERM and PDZ domain containing 2,1,No,NA,6.282829858,NA
KANK2,KANK2,KN motif and ankyrin repeat domains 2,1,No,NA,6.282546547,NA
SLC24A4,SLC24A4,solute carrier family 24 member 4,1,No,NA,6.281704594,NA
CX3CR1,CX3CR1,C-X3-C motif chemokine receptor 1,1,No,NA,6.279660029,NA
ODAD2,ODAD2,outer dynein arm docking complex subunit 2,1,No,NA,6.278587744,NA
NSG1,NSG1,neuronal vesicle trafficking associated 1,1,No,NA,6.27234714,NA
NSUN2,NSUN2,NOP2/Sun RNA methyltransferase 2,1,No,NA,6.272198894,NA
DGKB,DGKB,diacylglycerol kinase beta,1,No,NA,6.270729675,NA
CD1A,CD1A,CD1a molecule,1,No,NA,6.269906301,NA
FAM91A1,FAM91A1,family with sequence similarity 91 member A1,1,No,NA,6.269794051,NA
ADAM12,ADAM12,ADAM metallopeptidase domain 12,1,No,NA,6.269776213,NA
LOC468084,LOC468084,tryptase beta-2-like,1,No,NA,6.267845444,NA
MYH14,MYH14,myosin heavy chain 14,1,No,NA,6.265998228,NA
LOC112205242,LOC112205242,phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase TPTE2-like,1,No,NA,6.265929211,NA
TMEM117,TMEM117,transmembrane protein 117,1,No,NA,6.261825785,NA
SUB1,SUB1,SUB1 regulator of transcription,1,No,NA,6.254570847,NA
LOC107975988,LOC107975988,BET1 homolog,1,No,NA,6.253189891,NA
NACC2,NACC2,NACC family member 2,1,No,NA,6.253014448,NA
PID1,PID1,phosphotyrosine interaction domain containing 1,1,No,NA,6.252809551,NA
USP12,USP12,ubiquitin specific peptidase 12,1,No,NA,6.250297233,NA
DNAAF4,DNAAF4,dynein axonemal assembly factor 4,1,No,NA,6.248762067,NA
ADGRA3,ADGRA3,adhesion G protein-coupled receptor A3,1,No,NA,6.237136101,NA
LOC107973078,LOC107973078,anaphase-promoting complex subunit 1-like,1,No,NA,6.229863731,NA
LOC471939,LOC471939,olfactory receptor 12D2,1,No,NA,6.229062464,NA
ADCY1,ADCY1,adenylate cyclase 1,1,No,NA,6.223661643,NA
LRRC18,LRRC18,WDFY family member 4;leucine rich repeat containing 18,1,No,NA,6.222387097,NA
WDFY4,WDFY4,WDFY family member 4;leucine rich repeat containing 18,1,No,NA,6.222387097,NA
DNAH8,DNAH8,dynein axonemal heavy chain 8,1,No,NA,6.218437026,NA
EDDM3A,EDDM3A,epididymal protein 3A,1,No,NA,6.217669006,NA
MUSK,MUSK,muscle associated receptor tyrosine kinase,1,No,NA,6.216037163,NA
CDH1,CDH1,cadherin 1,1,No,NA,6.215177247,NA
MYO7B,MYO7B,myosin VIIB,1,No,NA,6.211398877,NA
CNOT6,CNOT6,CCR4-NOT transcription complex subunit 6,1,No,NA,6.209916822,NA
OXR1,OXR1,oxidation resistance 1,1,No,NA,6.208669415,NA
SLC25A21,SLC25A21,solute carrier family 25 member 21,1,No,NA,6.205396233,NA
NMNAT2,NMNAT2,nicotinamide nucleotide adenylyltransferase 2;uncharacterized LOC129135678,1,No,NA,6.204521517,NA
BPIFC,BPIFC,BPI fold containing family C,1,No,NA,6.20207543,NA
CCDC85C,CCDC85C,coiled-coil domain containing 85C,1,No,NA,6.199595078,NA
HOMER1,HOMER1,homer scaffold protein 1,1,No,NA,6.198441794,NA
SAP130,SAP130,Sin3A associated protein 130,1,No,NA,6.191659825,NA
PNP,PNP,purine nucleoside phosphorylase,1,No,NA,6.19096249,NA
LOC104008182,LOC104008182,deoxycytidine kinase-like,1,No,NA,6.189745573,NA
SHISAL1,SHISAL1,shisa like 1,1,No,NA,6.18860688,NA
FCRL2,FCRL2,Fc receptor like 2,1,No,NA,6.187418154,NA
RIN2,RIN2,Ras and Rab interactor 2,1,No,NA,6.185198458,NA
TPD52L2,TPD52L2,TPD52 like 2,1,No,NA,6.184960909,NA
MAB21L3,MAB21L3,mab-21 like 3,1,No,NA,6.181799219,NA
WDR93,WDR93,WD repeat domain 93,1,No,NA,6.180885358,NA
PARD3B,PARD3B,par-3 family cell polarity regulator beta,1,No,NA,6.180312458,NA
PPP1R1C,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C,1,No,NA,6.178792022,NA
CRISPLD2,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,1,No,NA,6.175860717,NA
GXYLT2,GXYLT2,glucoside xylosyltransferase 2,1,No,NA,6.174757365,NA
FCER1A,FCER1A,Fc epsilon receptor Ia,1,No,NA,6.172049565,NA
CP,CP,ceruloplasmin,1,No,NA,6.168255513,NA
LURAP1L,LURAP1L,leucine rich adaptor protein 1 like;uncharacterized LOC134807687,1,No,NA,6.166923221,NA
PXDNL,PXDNL,peroxidasin like,1,No,NA,6.166107588,NA
ADCY9,ADCY9,adenylate cyclase 9,1,No,NA,6.163706209,NA
SPATA13,SPATA13,spermatogenesis associated 13,1,No,NA,6.163012287,NA
KLRG2,KLRG2,killer cell lectin like receptor G2,1,No,NA,6.161527764,NA
ABRAXAS2,ABRAXAS2,abraxas 2%2C BRISC complex subunit,1,No,NA,6.160828571,NA
NUB1,NUB1,negative regulator of ubiquitin like proteins 1,1,No,NA,6.160592801,NA
PADI3,PADI3,peptidyl arginine deiminase 3,1,No,NA,6.153735242,NA
SEMA6A,SEMA6A,semaphorin 6A,1,No,NA,6.150416138,NA
GLIPR1L2,GLIPR1L2,GLIPR1 like 2,1,No,NA,6.146308665,NA
PCLO,PCLO,piccolo presynaptic cytomatrix protein,1,No,NA,6.144212092,NA
WDR45B,WDR45B,WD repeat domain 45B,1,No,NA,6.137920853,NA
DET1,DET1,DET1 partner of COP1 E3 ubiquitin ligase,1,No,NA,6.137479148,NA
MARCHF4,MARCHF4,membrane associated ring-CH-type finger 4,1,No,NA,6.136044824,NA
CPAMD8,CPAMD8,C3 and PZP like alpha-2-macroglobulin domain containing 8,1,No,NA,6.136037289,NA
INPP5K,INPP5K,inositol polyphosphate-5-phosphatase K,1,No,NA,6.135703881,NA
IMPA2,IMPA2,inositol monophosphatase 2,1,No,NA,6.135264079,NA
TMPRSS7,TMPRSS7,transmembrane serine protease 7,1,No,NA,6.134044558,NA
SIPA1L2,SIPA1L2,signal induced proliferation associated 1 like 2,1,No,NA,6.133760492,NA
RTN4RL1,RTN4RL1,reticulon 4 receptor like 1,1,No,NA,6.132386572,NA
FADS2B,FADS2B,fatty acid desaturase 2B,1,No,NA,6.129515979,NA
METTL13,METTL13,methyltransferase 13%2C eEF1A N-terminus and K55,1,No,NA,6.126892092,NA
ARSG,ARSG,arylsulfatase G,1,No,NA,6.126328467,NA
HTR5A,HTR5A,5-hydroxytryptamine receptor 5A,1,No,NA,6.125232271,NA
LGALS8,LGALS8,galectin 8,1,No,NA,6.12496834,NA
ADARB1,ADARB1,adenosine deaminase RNA specific B1,1,No,NA,6.123680169,NA
KCNG2,KCNG2,potassium voltage-gated channel modifier subfamily G member 2,1,No,NA,6.121677589,NA
C2CD3,C2CD3,C2 domain containing 3 centriole elongation regulator,1,No,NA,6.115182773,NA
ABTB2,ABTB2,ankyrin repeat and BTB domain containing 2,1,No,NA,6.113314897,NA
CXCL8,CXCL8,C-X-C motif chemokine ligand 8,1,No,NA,6.113007985,NA
LOC100613191,LOC100613191,olfactory receptor 10J3,1,No,NA,6.112308807,NA
ATP8A1,ATP8A1,ATPase phospholipid transporting 8A1,1,No,NA,6.109946395,NA
DAB1,DAB1,DAB adaptor protein 1,1,No,NA,6.108106041,NA
LRRC38,LRRC38,leucine rich repeat containing 38,1,No,NA,6.105771881,NA
SPMIP3,SPMIP3,sperm microtubule inner protein 3,1,No,NA,6.104625989,NA
SLC66A2,SLC66A2,solute carrier family 66 member 2,1,No,NA,6.103300989,NA
LPA,LPA,lipoprotein(a),1,No,NA,6.102889205,NA
LILRA6,LILRA6,leukocyte immunoglobulin like receptor A6,1,No,NA,6.102849077,NA
LOC104006655,LOC104006655,protein FAM153B,1,No,NA,6.102347926,NA
SCNN1B,SCNN1B,sodium channel epithelial 1 subunit beta,1,No,NA,6.101883637,NA
KIF25,KIF25,kinesin family member 25,1,No,NA,6.101562511,NA
FCN1,FCN1,ficolin 1,1,No,NA,6.098306171,NA
MYO1E,MYO1E,myosin IE,1,No,NA,6.097804309,NA
PELP1,PELP1,proline%2C glutamate and leucine rich protein 1,1,No,NA,6.096557673,NA
MBOAT2,MBOAT2,membrane bound O-acyltransferase domain containing 2,1,No,NA,6.095324886,NA
SETD1A,SETD1A,SET domain containing 1A%2C histone lysine methyltransferase,1,No,NA,6.095045988,NA
LOC134808277,LOC134808277,keratin-associated protein 5-4-like,1,No,NA,6.09497038,NA
CYYR1,CYYR1,cysteine and tyrosine rich 1,1,No,NA,6.09376491,NA
LOC466336,LOC466336,olfactory receptor 52K1,1,No,NA,6.093298219,NA
JRK,JRK,Jrk helix-turn-helix protein,1,No,NA,6.092579834,NA
EPHA3,EPHA3,EPH receptor A3,1,No,NA,6.092215991,NA
KIF16B,KIF16B,kinesin family member 16B,1,No,NA,6.092152096,NA
PDE6A,PDE6A,phosphodiesterase 6A,1,No,NA,6.091414327,NA
LAMP5,LAMP5,lysosomal associated membrane protein family member 5,1,No,NA,6.089761881,NA
LOC134807153,LOC134807153,O-6-methylguanine-DNA methyltransferase;uncharacterized LOC134807153,1,No,NA,6.089738822,NA
CLDN16,CLDN16,claudin 16,1,No,NA,6.085274556,NA
DPYSL5,DPYSL5,dihydropyrimidinase like 5,1,No,NA,6.08475923,NA
MAP3K7CL,MAP3K7CL,MAP3K7 C-terminal like,1,No,NA,6.079581028,NA
IDH3B,IDH3B,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,1,No,NA,6.075594614,NA
IGSF10,IGSF10,immunoglobulin superfamily member 10,1,No,NA,6.072003206,NA
TNFSF4,TNFSF4,TNF superfamily member 4,1,No,NA,6.071521374,NA
GRHL3,GRHL3,grainyhead like transcription factor 3,1,No,NA,6.071347663,NA
OR3A3,OR3A3,spermatogenesis associated 22;olfactory receptor family 3 subfamily A member 3,1,No,NA,6.070012898,NA
PITPNC1,PITPNC1,phosphatidylinositol transfer protein cytoplasmic 1,1,No,NA,6.069619745,NA
ITGB2,ITGB2,integrin subunit beta 2,1,No,NA,6.069536305,NA
WDR27,WDR27,WD repeat domain 27,1,No,NA,6.068097384,NA
ZNF284,ZNF284,zinc finger protein 284,1,No,NA,6.068068329,NA
HJURP,HJURP,Holliday junction recognition protein,1,No,NA,6.066751155,NA
CPS1,CPS1,carbamoyl-phosphate synthase 1,1,No,NA,6.064335394,NA
MINAR1,MINAR1,membrane integral NOTCH2 associated receptor 1,1,No,NA,6.06097121,NA
C2CD2,C2CD2,C2 calcium dependent domain containing 2,1,No,NA,6.060587888,NA
ZNF627,ZNF627,zinc finger protein 627,1,No,NA,6.060000281,NA
LOC469754,LOC469754,olfactory receptor 2AJ1,1,No,NA,6.057227838,NA
MAP3K9,MAP3K9,mitogen-activated protein kinase kinase kinase 9,1,No,NA,6.053790476,NA
ZNF699,ZNF699,zinc finger protein 699,1,No,NA,6.050106009,NA
TSN,TSN,translin,1,No,NA,6.047862656,NA
RNPC3,RNPC3,RNA binding region (RNP1%2C RRM) containing 3,1,No,NA,6.046743608,NA
PLAAT1,PLAAT1,phospholipase A and acyltransferase 1;ATPase 13A5,1,No,NA,6.046138842,NA
TNNI1,TNNI1,troponin I1%2C slow skeletal type,1,No,NA,6.042984764,NA
ADAM28,ADAM28,ADAM metallopeptidase domain 28;uncharacterized LOC134810844,1,No,NA,6.040590374,NA
BCAR3,BCAR3,BCAR3 adaptor protein%2C NSP family member,1,No,NA,6.035881732,NA
LOC134809227,LOC134809227,collagen%2C type I%2C alpha 1a-like,1,No,NA,6.034832609,NA
CDKAL1,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1,1,No,NA,6.034799306,NA
ZGPAT,ZGPAT,zinc finger CCCH-type and G-patch domain containing,1,No,NA,6.030540411,NA
KIF6,KIF6,kinesin family member 6,1,No,NA,6.030271434,NA
FOXN3,FOXN3,forkhead box N3,1,No,NA,6.030169168,NA
ANO6,ANO6,anoctamin 6,1,No,NA,6.023324969,NA
VWA5B1,VWA5B1,von Willebrand factor A domain containing 5B1,1,No,NA,6.023243242,NA
MYT1L,MYT1L,myelin transcription factor 1 like,1,No,NA,6.020180031,NA
BRINP2,BRINP2,BMP/retinoic acid inducible neural specific 2,1,No,NA,6.019468358,NA
LRRFIP1,LRRFIP1,LRR binding FLII interacting protein 1,1,No,NA,6.017817354,NA
LOC104006817,LOC104006817,basic proline-rich protein-like,1,No,NA,6.017682361,NA
