chromosome,start,end,population,avg_tmrca_myr,genes,genes_renamed,gene_biotypes,descriptions
chr4_hap1_hsa5,14438000,14439000,Central,8.013204935,DNAH5,DNAH5,protein_coding,dynein axonemal heavy chain 5
chr5_hap1_hsa6,47946000,47947000,Central,8.012834372,TAF8,TAF8,protein_coding,TATA-box binding protein associated factor 8
chr10_hap1_hsa12,77478000,77479000,Central,8.012056925,PTPRR,PTPRR,protein_coding,protein tyrosine phosphatase receptor type R
chr3_hap1_hsa4,22300000,22301000,Central,8.011281891,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr14_hap1_hsa13,75661000,75662000,Central,8.010870458,KLHL1,KLHL1,protein_coding,kelch like family member 1
chr10_hap1_hsa12,111460000,111461000,Eastern,8.010126412,CHST11,CHST11,protein_coding,carbohydrate sulfotransferase 11
chr6_hap1_hsa7,35227000,35228000,Central,8.010011779,CHN2,CHN2,protein_coding,chimerin 2
chr3_hap1_hsa4,187482000,187483000,Central,8.009891935,SORBS2,SORBS2,protein_coding,sorbin and SH3 domain containing 2
chr3_hap1_hsa4,187482000,187483000,Eastern,8.009891935,SORBS2,SORBS2,protein_coding,sorbin and SH3 domain containing 2
chr20_hap1_hsa19,50897000,50898000,Eastern,8.009863649,ELSPBP1,ELSPBP1,protein_coding,epididymal sperm binding protein 1
chr1_hap1_hsa1,14823000,14824000,Central,8.009578819,LOC129143126,LOC129143126,protein_coding,small ribosomal subunit protein uS19-like
chr19_hap1_hsa17,32355000,32356000,Central,8.009065374,SLFN5,SLFN5,protein_coding,schlafen family member 5
chr13_hap1_hsa2b,15298000,15299000,Eastern,8.008435175,DPP10,DPP10,protein_coding,dipeptidyl peptidase like 10
chr7_hap1_hsa8,22823000,22824000,Central,8.00818326,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22823000,22824000,Eastern,8.00818326,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr11_hap1_hsa9,105746000,105747000,Eastern,8.007491697,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr7_hap1_hsa8,22798000,22799000,Central,8.006425213,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr11_hap1_hsa9,104130000,104131000,Central,8.005424004,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr8_hap1_hsa10,64301000,64302000,Central,8.004435943,PRKG1,PRKG1,protein_coding,protein kinase cGMP-dependent 1
chr6_hap1_hsa7,162678000,162679000,Eastern,8.004372529,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr4_hap1_hsa5,176447000,176448000,Central,8.003401047,ZNF454,ZNF454,protein_coding,zinc finger protein 454
chr18_hap1_hsa16,9010000,9011000,Eastern,8.002692218,RBFOX1,RBFOX1,protein_coding,RNA binding fox-1 homolog 1
chr1_hap1_hsa1,28914000,28915000,Central,8.002138304,RAB3GAP2,RAB3GAP2,protein_coding,RAB3 GTPase activating non-catalytic protein subunit 2
chr1_hap1_hsa1,28914000,28915000,Eastern,8.002138304,RAB3GAP2,RAB3GAP2,protein_coding,RAB3 GTPase activating non-catalytic protein subunit 2
chr8_hap1_hsa10,26832000,26833000,Eastern,8.000810978,FRMD4A,FRMD4A,protein_coding,FERM domain containing 4A
chr8_hap1_hsa10,32302000,32303000,Central,8.000554134,MALRD1,MALRD1,protein_coding,MAM and LDL receptor class A domain containing 1
chr8_hap1_hsa10,32302000,32303000,Eastern,8.000554134,MALRD1,MALRD1,protein_coding,MAM and LDL receptor class A domain containing 1
chr5_hap1_hsa6,113746000,113747000,Central,8.000473777,GRIK2,GRIK2,protein_coding,glutamate ionotropic receptor kainate type subunit 2
chr5_hap1_hsa6,113746000,113747000,Eastern,8.000473777,GRIK2,GRIK2,protein_coding,glutamate ionotropic receptor kainate type subunit 2
chr2_hap1_hsa3,100306000,100307000,Eastern,7.999516644,EPHA6,EPHA6,protein_coding,EPH receptor A6
chr7_hap1_hsa8,63160000,63161000,Central,7.998850502,RP1,RP1,protein_coding,RP1 axonemal microtubule associated
chr11_hap1_hsa9,106070000,106071000,Central,7.997998487,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr11_hap1_hsa9,106070000,106071000,Eastern,7.997998487,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr15_hap1_hsa14,76266000,76267000,Eastern,7.997669046,NRXN3,NRXN3,protein_coding,neurexin 3
chr3_hap1_hsa4,160761000,160762000,Central,7.997391256,SPMIP2,SPMIP2,protein_coding,sperm microtubule inner protein 2
chr11_hap1_hsa9,108950000,108951000,Eastern,7.99695215,KDM4C,KDM4C,protein_coding,lysine demethylase 4C
chr20_hap1_hsa19,54362000,54363000,Central,7.996919326,SIGLEC8,SIGLEC8,protein_coding,sialic acid binding Ig like lectin 8
chr4_hap1_hsa5,7292000,7293000,Eastern,7.99658656,NSUN2,NSUN2,protein_coding,NOP2/Sun RNA methyltransferase 2
chr9_hap1_hsa11,102099000,102100000,Central,7.996051382,CNTN5,CNTN5,protein_coding,contactin 5
chr14_hap1_hsa13,25108000,25109000,Central,7.995840661,ATP8A2,ATP8A2,protein_coding,ATPase phospholipid transporting 8A2
chr11_hap1_hsa9,26830000,26831000,Central,7.995826675,DNAJC25,DNAJC25,protein_coding,DnaJ heat shock protein family (Hsp40) member C25
chr14_hap1_hsa13,83263000,83264000,Central,7.995016294,SCEL,SCEL,protein_coding,sciellin
chr7_hap1_hsa8,21591000,21592000,Central,7.994606414,DLC1,DLC1,protein_coding,DLC1 Rho GTPase activating protein
chr7_hap1_hsa8,10817000,10818000,Eastern,7.993092025,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr9_hap1_hsa11,44547000,44548000,Eastern,7.993060412,LRRC4C,LRRC4C,protein_coding,leucine rich repeat containing 4C
chr1_hap1_hsa1,210889000,210890000,Eastern,7.991926448,VWA5B1,VWA5B1,protein_coding,von Willebrand factor A domain containing 5B1
chr2_hap1_hsa3,133341000,133342000,Eastern,7.991215745,ALG1L2,ALG1L2,protein_coding,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2
chr2_hap1_hsa3,127588000,127589000,Eastern,7.990862823,KALRN,KALRN,protein_coding,kalirin RhoGEF kinase
chr19_hap1_hsa17,90375000,90376000,Central,7.990715615,SEPTIN9,SEPTIN9,protein_coding,septin 9
chr18_hap1_hsa16,3270000,3271000,Eastern,7.990683999,LMF1,LMF1,protein_coding,lipase maturation factor 1
chr6_hap1_hsa7,54420000,54421000,Central,7.989682652,ABCA13,ABCA13,protein_coding,ATP binding cassette subfamily A member 13
chr2_hap1_hsa3,196487000,196488000,Eastern,7.986710963,PLAAT1,PLAAT1,protein_coding,phospholipase A and acyltransferase 1
chr2_hap1_hsa3,196487000,196488000,Eastern,7.986710963,ATP13A5,ATP13A5,protein_coding,ATPase 13A5
chr18_hap1_hsa16,88208000,88209000,Central,7.986684468,LOC104002732,AFG3L1,protein_coding,AFG3-like protein 1
chr11_hap1_hsa9,100907000,100908000,Eastern,7.985796311,FREM1,FREM1,protein_coding,FRAS1 related extracellular matrix 1
chr4_hap1_hsa5,108343000,108344000,Eastern,7.985689723,TMEM232,TMEM232,protein_coding,transmembrane protein 232
chr5_hap1_hsa6,35360000,35361000,Central,7.984033341,OR11A1,OR11A1,protein_coding,olfactory receptor family 11 subfamily A member 1
chr14_hap1_hsa13,114138000,114139000,Central,7.983905732,MYO16,MYO16,protein_coding,myosin XVI
chr4_hap1_hsa5,108344000,108345000,Eastern,7.983513133,TMEM232,TMEM232,protein_coding,transmembrane protein 232
chr21_hap1_hsa20,26349000,26350000,Central,7.981529767,RIN2,RIN2,protein_coding,Ras and Rab interactor 2
chr10_hap1_hsa12,77937000,77938000,Central,7.97971296,TSPAN8,TSPAN8,protein_coding,tetraspanin 8
chr3_hap1_hsa4,72788000,72789000,Eastern,7.978338753,IGFBP7,IGFBP7,protein_coding,insulin like growth factor binding protein 7
chr21_hap1_hsa20,12373000,12374000,Central,7.97787266,SHLD1,SHLD1,protein_coding,shieldin complex subunit 1
chr7_hap1_hsa8,26517000,26518000,Central,7.977577465,NAT1,NAT1,protein_coding,N-acetyltransferase 1
chr5_hap1_hsa6,69554000,69555000,Eastern,7.977414207,LOC100609532,EYS,protein_coding,protein eyes shut homolog
chr6_hap1_hsa7,17220000,17221000,Central,7.977303826,THSD7A,THSD7A,protein_coding,thrombospondin type 1 domain containing 7A
chr13_hap1_hsa2b,138719000,138720000,Eastern,7.976582596,ACKR3,ACKR3,protein_coding,atypical chemokine receptor 3
chr14_hap1_hsa13,79406000,79407000,Eastern,7.97631194,KLF12,KLF12,protein_coding,KLF transcription factor 12
chr22_hap1_hsa21,41412000,41413000,Eastern,7.975994483,DSCAM,DSCAM,protein_coding,DS cell adhesion molecule
chr18_hap1_hsa16,82164000,82165000,Central,7.975731974,NECAB2,NECAB2,protein_coding,N-terminal EF-hand calcium binding protein 2
chr4_hap1_hsa5,162627000,162628000,Central,7.974705673,TENM2,TENM2,protein_coding,teneurin transmembrane protein 2
chr3_hap1_hsa4,22299000,22300000,Central,7.974603589,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr2_hap1_hsa3,81444000,81445000,Central,7.973482965,ROBO2,ROBO2,protein_coding,roundabout guidance receptor 2
chr1_hap1_hsa1,216408000,216409000,Central,7.972587416,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr14_hap1_hsa13,105366000,105367000,Central,7.972414001,CLYBL,CLYBL,protein_coding,citramalyl-CoA lyase
chr18_hap1_hsa16,3644000,3645000,Central,7.971118298,LOC100614054,LOC100614054,protein_coding,tryptase delta
chr18_hap1_hsa16,3644000,3645000,Eastern,7.971118298,LOC100614054,LOC100614054,protein_coding,tryptase delta
chr18_hap1_hsa16,60001000,60002000,Central,7.971103794,CDH8,CDH8,protein_coding,cadherin 8
chr1_hap1_hsa1,128084000,128085000,Central,7.970328466,COL11A1,COL11A1,protein_coding,collagen type XI alpha 1 chain
chr1_hap1_hsa1,28337000,28338000,Central,7.969727669,MTARC2,MTARC2,protein_coding,mitochondrial amidoxime reducing component 2
chr17_hap1_hsa18,40817000,40818000,Central,7.968969768,DSC3,DSC3,protein_coding,desmocollin 3
chr17_hap1_hsa18,40817000,40818000,Eastern,7.968969768,DSC3,DSC3,protein_coding,desmocollin 3
chr11_hap1_hsa9,106081000,106082000,Eastern,7.96817102,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr7_hap1_hsa8,62500000,62501000,Central,7.967841548,RGS20,RGS20,protein_coding,regulator of G protein signaling 20
chr20_hap1_hsa19,10561000,10562000,Eastern,7.967786015,FBN3,FBN3,protein_coding,fibrillin 3
chr11_hap1_hsa9,21552000,21553000,Eastern,7.966046691,ASTN2,ASTN2,protein_coding,astrotactin 2
chr3_hap1_hsa4,73190000,73191000,Central,7.965497571,HOPX,HOPX,protein_coding,HOP homeobox
chr21_hap1_hsa20,7890000,7891000,Eastern,7.965371494,C20H20orf202,C20H20orf202,protein_coding,chromosome 20 C20orf202 homolog
chr8_hap1_hsa10,57959000,57960000,Central,7.965210037,LOC107966728,RSU1,protein_coding,ras suppressor protein 1-like
chr8_hap1_hsa10,57959000,57960000,Central,7.965210037,LOC450427,LOC450427,protein_coding,ankyrin repeat domain-containing protein 30B-like
chr1_hap1_hsa1,216364000,216365000,Eastern,7.965026538,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr18_hap1_hsa16,81168000,81169000,Eastern,7.963556775,CDH13,CDH13,protein_coding,cadherin 13
chr19_hap1_hsa17,57991000,57992000,Central,7.963376876,MYOCD,MYOCD,protein_coding,myocardin
chr6_hap1_hsa7,169575000,169576000,Central,7.962748812,DPP6,DPP6,protein_coding,dipeptidyl peptidase like 6
chr9_hap1_hsa11,101621000,101622000,Eastern,7.962728146,CNTN5,CNTN5,protein_coding,contactin 5
chr14_hap1_hsa13,42696000,42697000,Eastern,7.962591796,ENOX1,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1
chr2_hap1_hsa3,186321000,186322000,Central,7.96188155,LAMP3,LAMP3,protein_coding,lysosomal associated membrane protein 3
chr7_hap1_hsa8,22893000,22894000,Eastern,7.96167957,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,23897000,23898000,Central,7.961072641,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23897000,23898000,Eastern,7.961072641,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr16_hap1_hsa15,75011000,75012000,Central,7.960132184,SH3GL3,SH3GL3,protein_coding,SH3 domain containing GRB2 like 3%2C endophilin A3
chr12_hap1_hsa2a,113965000,113966000,Eastern,7.959557374,MBOAT2,MBOAT2,protein_coding,membrane bound O-acyltransferase domain containing 2
chr5_hap1_hsa6,174561000,174562000,Central,7.959475117,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr11_hap1_hsa9,107115000,107116000,Eastern,7.959037516,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr3_hap1_hsa4,166468000,166469000,Central,7.958995286,SMIM31,SMIM31,protein_coding,small integral membrane protein 31
chr5_hap1_hsa6,23469000,23470000,Central,7.956609173,CAP2,CAP2,protein_coding,cyclase associated actin cytoskeleton regulatory protein 2
chr1_hap1_hsa1,28919000,28920000,Central,7.956096685,RAB3GAP2,RAB3GAP2,protein_coding,RAB3 GTPase activating non-catalytic protein subunit 2
chr1_hap1_hsa1,28919000,28920000,Eastern,7.956096685,RAB3GAP2,RAB3GAP2,protein_coding,RAB3 GTPase activating non-catalytic protein subunit 2
chr3_hap1_hsa4,83992000,83993000,Central,7.955902813,GABRB1,GABRB1,protein_coding,gamma-aminobutyric acid type A receptor subunit beta1
chr5_hap1_hsa6,89281000,89282000,Central,7.955861341,LOC129144293,GVQW1,protein_coding,protein GVQW1-like
chr6_hap1_hsa7,14127000,14128000,Central,7.955282559,ICA1,ICA1,protein_coding,islet cell autoantigen 1
chr3_hap1_hsa4,42749000,42750000,Eastern,7.95506862,ATP8A1,ATP8A1,protein_coding,ATPase phospholipid transporting 8A1
chr6_hap1_hsa7,156903000,156904000,Central,7.954831621,AGK,AGK,protein_coding,acylglycerol kinase
chr13_hap1_hsa2b,129927000,129928000,Central,7.954612811,SLC19A3,SLC19A3,protein_coding,solute carrier family 19 member 3
chr7_hap1_hsa8,23932000,23933000,Central,7.95082698,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr2_hap1_hsa3,4306000,4307000,Eastern,7.950519793,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr12_hap1_hsa2a,16723000,16724000,Central,7.94959737,UXS1,UXS1,protein_coding,UDP-glucuronate decarboxylase 1
chr5_hap1_hsa6,174559000,174560000,Central,7.949559977,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr5_hap1_hsa6,174559000,174560000,Eastern,7.949559977,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr3_hap1_hsa4,143985000,143986000,Central,7.947968278,INPP4B,INPP4B,protein_coding,inositol polyphosphate-4-phosphatase type II B
chr10_hap1_hsa12,89767000,89768000,Eastern,7.946982693,TMTC2,TMTC2,protein_coding,transmembrane O-mannosyltransferase targeting cadherins 2
chr2_hap1_hsa3,24128000,24129000,Central,7.946444068,KAT2B,KAT2B,protein_coding,lysine acetyltransferase 2B
chr10_hap1_hsa12,135415000,135416000,Central,7.944982922,TMEM132C,TMEM132C,protein_coding,transmembrane protein 132C
chr10_hap1_hsa12,135415000,135416000,Eastern,7.944982922,TMEM132C,TMEM132C,protein_coding,transmembrane protein 132C
chr14_hap1_hsa13,28716000,28717000,Central,7.942781451,SLC7A1,SLC7A1,protein_coding,solute carrier family 7 member 1
chr13_hap1_hsa2b,71278000,71279000,Eastern,7.942738512,LRP2,LRP2,protein_coding,LDL receptor related protein 2
chr19_hap1_hsa17,14990000,14991000,Central,7.94258599,SPNS3,SPNS3,protein_coding,SPNS lysolipid transporter 3%2C sphingosine-1-phosphate (putative)
chr9_hap1_hsa11,75987000,75988000,Central,7.941126594,DNAJB13,DNAJB13,protein_coding,DnaJ heat shock protein family (Hsp40) member B13
chr9_hap1_hsa11,84906000,84907000,Central,7.940655549,PRCP,PRCP,protein_coding,prolylcarboxypeptidase
chr19_hap1_hsa17,12349000,12350000,Eastern,7.939874767,RPA1,RPA1,protein_coding,replication protein A1
chr11_hap1_hsa9,21310000,21311000,Central,7.939111248,ASTN2,ASTN2,protein_coding,astrotactin 2
chr11_hap1_hsa9,36746000,36747000,Eastern,7.938682596,GRIN3A,GRIN3A,protein_coding,glutamate ionotropic receptor NMDA type subunit 3A
chr7_hap1_hsa8,48844000,48845000,Central,7.937026724,ZMAT4,ZMAT4,protein_coding,zinc finger matrin-type 4
chr1_hap1_hsa1,145165000,145166000,Eastern,7.937006749,COL24A1,COL24A1,protein_coding,collagen type XXIV alpha 1 chain
chr10_hap1_hsa12,87972000,87973000,Eastern,7.935636361,ACSS3,ACSS3,protein_coding,acyl-CoA synthetase short chain family member 3
chr3_hap1_hsa4,5456000,5457000,Eastern,7.934943431,STK32B,STK32B,protein_coding,serine/threonine kinase 32B
chr5_hap1_hsa6,174416000,174417000,Central,7.934829696,PRKN,PRKN,protein_coding,parkin RBR E3 ubiquitin protein ligase
chr2_hap1_hsa3,186314000,186315000,Eastern,7.934719749,LAMP3,LAMP3,protein_coding,lysosomal associated membrane protein 3
chr21_hap1_hsa20,60889000,60890000,Central,7.934560393,DOK5,DOK5,protein_coding,docking protein 5
chr4_hap1_hsa5,177420000,177421000,Eastern,7.934193204,RNF130,RNF130,protein_coding,ring finger protein 130
chr7_hap1_hsa8,10904000,10905000,Eastern,7.933513657,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr3_hap1_hsa4,4293000,4294000,Central,7.931902043,LOC750576,ALG1,protein_coding,chitobiosyldiphosphodolichol beta-mannosyltransferase-like
chr3_hap1_hsa4,4293000,4294000,Eastern,7.931902043,LOC750576,ALG1,protein_coding,chitobiosyldiphosphodolichol beta-mannosyltransferase-like
chr1_hap1_hsa1,11716000,11717000,Eastern,7.931810584,RYR2,RYR2,protein_coding,ryanodine receptor 2
chr7_hap1_hsa8,59269000,59270000,Central,7.931500766,SNTG1,SNTG1,protein_coding,syntrophin gamma 1
chr8_hap1_hsa10,144846000,144847000,Central,7.931447651,INPP5A,INPP5A,protein_coding,inositol polyphosphate-5-phosphatase A
chr6_hap1_hsa7,168008000,168009000,Central,7.931368119,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr6_hap1_hsa7,168008000,168009000,Eastern,7.931368119,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr19_hap1_hsa17,94387000,94388000,Central,7.931090596,CHMP6,CHMP6,protein_coding,charged multivesicular body protein 6
chr7_hap1_hsa8,17291000,17292000,Central,7.930602739,MTMR9,MTMR9,protein_coding,myotubularin related protein 9
chr7_hap1_hsa8,17291000,17292000,Eastern,7.930602739,MTMR9,MTMR9,protein_coding,myotubularin related protein 9
chr14_hap1_hsa13,99470000,99471000,Eastern,7.930554491,GPC6,GPC6,protein_coding,glypican 6
chr9_hap1_hsa11,8135000,8136000,Central,7.930078853,STIM1,STIM1,protein_coding,stromal interaction molecule 1
chr9_hap1_hsa11,7938000,7939000,Central,7.930046582,PGAP2,PGAP2,protein_coding,post-GPI attachment to proteins 2
chr9_hap1_hsa11,7938000,7939000,Eastern,7.930046582,PGAP2,PGAP2,protein_coding,post-GPI attachment to proteins 2
chr4_hap1_hsa5,88250000,88251000,Eastern,7.929850337,CDH10,CDH10,protein_coding,cadherin 10
chr11_hap1_hsa9,1687000,1688000,Central,7.929669541,LCN15,LCN15,protein_coding,lipocalin 15
chr7_hap1_hsa8,140042000,140043000,Central,7.929310394,GSDMC,GSDMC,protein_coding,gasdermin C
chr1_hap1_hsa1,224311000,224312000,Central,7.928845107,CAMTA1,CAMTA1,protein_coding,calmodulin binding transcription activator 1
chr3_hap1_hsa4,184232000,184233000,Central,7.928721779,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr11_hap1_hsa9,26831000,26832000,Central,7.927985436,DNAJC25,DNAJC25,protein_coding,DnaJ heat shock protein family (Hsp40) member C25
chr1_hap1_hsa1,75561000,75562000,Central,7.9277454,SLC9C2,SLC9C2,protein_coding,solute carrier family 9 member C2 (putative)
chr11_hap1_hsa9,21553000,21554000,Eastern,7.927280857,ASTN2,ASTN2,protein_coding,astrotactin 2
chr2_hap1_hsa3,64837000,64838000,Central,7.925883118,FHIT,FHIT,protein_coding,fragile histidine triad diadenosine triphosphatase
chr2_hap1_hsa3,64837000,64838000,Eastern,7.925883118,FHIT,FHIT,protein_coding,fragile histidine triad diadenosine triphosphatase
chr1_hap1_hsa1,165457000,165458000,Central,7.925029166,LEPR,LEPR,protein_coding,leptin receptor
chr9_hap1_hsa11,9408000,9409000,Central,7.924371987,HBE1,HBE1,protein_coding,hemoglobin subunit epsilon 1
chr9_hap1_hsa11,9408000,9409000,Eastern,7.924371987,HBE1,HBE1,protein_coding,hemoglobin subunit epsilon 1
chr6_hap1_hsa7,161727000,161728000,Eastern,7.924319091,CNTNAP2,CNTNAP2,protein_coding,contactin associated protein 2
chr2_hap1_hsa3,178052000,178053000,Central,7.924223408,NAALADL2,NAALADL2,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2
chr1_hap1_hsa1,32839000,32840000,Eastern,7.924109662,USH2A,USH2A,protein_coding,usherin
chr11_hap1_hsa9,106293000,106294000,Central,7.923022998,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr11_hap1_hsa9,106293000,106294000,Eastern,7.923022998,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr3_hap1_hsa4,145671000,145672000,Central,7.922936013,LOC100609966,GYPx_B-like,protein_coding,glycophorin B (MNS blood group)
chr19_hap1_hsa17,33247000,33248000,Central,7.921366659,CCL1,CCL1,protein_coding,C-C motif chemokine ligand 1
chr13_hap1_hsa2b,115760000,115761000,Eastern,7.920868382,SPAG16,SPAG16,protein_coding,sperm associated antigen 16
chr9_hap1_hsa11,58369000,58370000,Eastern,7.919621673,OR8H2,OR8H2,protein_coding,olfactory receptor family 8 subfamily H member 2
chr3_hap1_hsa4,14091000,14092000,Central,7.919554765,BOD1L1,BOD1L1,protein_coding,biorientation of chromosomes in cell division 1 like 1
chr5_hap1_hsa6,63299000,63300000,Eastern,7.919446159,PRIM2,PRIM2,protein_coding,DNA primase subunit 2
chr21_hap1_hsa20,27701000,27702000,Eastern,7.918938958,KIZ,KIZ,protein_coding,kizuna centrosomal protein
chr19_hap1_hsa17,13446000,13447000,Eastern,7.917971267,RAP1GAP2,RAP1GAP2,protein_coding,RAP1 GTPase activating protein 2
chr20_hap1_hsa19,43449000,43450000,Central,7.917658975,PLD3,PLD3,protein_coding,phospholipase D family member 3
chr10_hap1_hsa12,71923000,71924000,Central,7.917030689,SOX5,SOX5,protein_coding,SRY-box transcription factor 5
chr10_hap1_hsa12,71923000,71924000,Eastern,7.917030689,SOX5,SOX5,protein_coding,SRY-box transcription factor 5
chr7_hap1_hsa8,108328000,108329000,Central,7.916529555,ERICH5,ERICH5,protein_coding,glutamate rich 5
chr3_hap1_hsa4,22331000,22332000,Central,7.916319987,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr3_hap1_hsa4,22331000,22332000,Eastern,7.916319987,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr1_hap1_hsa1,166922000,166923000,Central,7.915290257,ROR1,ROR1,protein_coding,receptor tyrosine kinase like orphan receptor 1
chr8_hap1_hsa10,136605000,136606000,Central,7.914986252,LHPP,LHPP,protein_coding,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
chr8_hap1_hsa10,31652000,31653000,Central,7.914966608,CACNB2,CACNB2,protein_coding,calcium voltage-gated channel auxiliary subunit beta 2
chr3_hap1_hsa4,110678000,110679000,Central,7.913992186,COL25A1,COL25A1,protein_coding,collagen type XXV alpha 1 chain
chr3_hap1_hsa4,21604000,21605000,Eastern,7.91380553,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr3_hap1_hsa4,91270000,91271000,Central,7.913494745,MMRN1,MMRN1,protein_coding,multimerin 1
chr11_hap1_hsa9,104199000,104200000,Central,7.912563198,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr7_hap1_hsa8,57614000,57615000,Eastern,7.911791642,PPDPFL,PPDPFL,protein_coding,pancreatic progenitor cell differentiation and proliferation factor like
chr3_hap1_hsa4,182304000,182305000,Central,7.911330402,TENM3,TENM3,protein_coding,teneurin transmembrane protein 3
chr9_hap1_hsa11,101562000,101563000,Central,7.911316575,CNTN5,CNTN5,protein_coding,contactin 5
chr2_hap1_hsa3,178066000,178067000,Central,7.908970433,NAALADL2,NAALADL2,protein_coding,N-acetylated alpha-linked acidic dipeptidase like 2
chr1_hap1_hsa1,19746000,19747000,Central,7.908889299,NUP133,NUP133,protein_coding,nucleoporin 133
chr1_hap1_hsa1,13144000,13145000,Central,7.907595168,NID1,NID1,protein_coding,nidogen 1
chr1_hap1_hsa1,13144000,13145000,Eastern,7.907595168,NID1,NID1,protein_coding,nidogen 1
chr9_hap1_hsa11,84907000,84908000,Central,7.90695797,PRCP,PRCP,protein_coding,prolylcarboxypeptidase
chr10_hap1_hsa12,111366000,111367000,Central,7.906786353,CHST11,CHST11,protein_coding,carbohydrate sulfotransferase 11
chr7_hap1_hsa8,67172000,67173000,Central,7.906678111,SDCBP,SDCBP,protein_coding,syndecan binding protein
chr11_hap1_hsa9,67233000,67234000,Central,7.905196376,PRUNE2,PRUNE2,protein_coding,prune homolog 2 with BCH domain
chr11_hap1_hsa9,106530000,106531000,Central,7.905175335,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr13_hap1_hsa2b,25485000,25486000,Central,7.905152613,CNTNAP5,CNTNAP5,protein_coding,contactin associated protein family member 5
chr4_hap1_hsa5,153903000,153904000,Central,7.904794884,SGCD,SGCD,protein_coding,sarcoglycan delta
chr13_hap1_hsa2b,15212000,15213000,Eastern,7.904553377,DPP10,DPP10,protein_coding,dipeptidyl peptidase like 10
chr3_hap1_hsa4,21978000,21979000,Eastern,7.904076555,KCNIP4,KCNIP4,protein_coding,potassium voltage-gated channel interacting protein 4
chr4_hap1_hsa5,163046000,163047000,Eastern,7.903602062,TENM2,TENM2,protein_coding,teneurin transmembrane protein 2
chr13_hap1_hsa2b,71376000,71377000,Eastern,7.901445417,LRP2,LRP2,protein_coding,LDL receptor related protein 2
chr18_hap1_hsa16,25973000,25974000,Eastern,7.89942331,SCNN1B,SCNN1B,protein_coding,sodium channel epithelial 1 subunit beta
chr7_hap1_hsa8,11728000,11729000,Central,7.899219854,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr2_hap1_hsa3,177271000,177272000,Central,7.899121042,NLGN1,NLGN1,protein_coding,neuroligin 1
chr6_hap1_hsa7,14397000,14398000,Central,7.898925487,NXPH1,NXPH1,protein_coding,neurexophilin 1
chr3_hap1_hsa4,187493000,187494000,Central,7.898566393,SORBS2,SORBS2,protein_coding,sorbin and SH3 domain containing 2
chr8_hap1_hsa10,60551000,60552000,Eastern,7.898068116,FRMPD2,FRMPD2,protein_coding,FERM and PDZ domain containing 2
chr1_hap1_hsa1,13554000,13555000,Central,7.89730235,GNG4,GNG4,protein_coding,G protein subunit gamma 4
