contig	original_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
200288_HG00323.hap2	GYPA	GYPA	409173	440559	-	normal	NM_002099.8	GYPA
200289_HG00329.hap1	GYPE	GYPE	170565	205405	-	normal	NM_198682.3	GYPE
200289_HG00329.hap1	GYPB	GYPB	295080	319270	-	normal	NM_002100.6	GYPB
200289_HG00329.hap1	GYPA	GYPA	409193	440579	-	normal	NM_002099.8	GYPA
200290_HG00329.hap2	GYPE	GYPE	170573	205324	-	normal	NM_198682.3	GYPE
200290_HG00329.hap2	GYPB	GYPB	295007	319195	-	normal	NM_002100.6	GYPB
200290_HG00329.hap2	GYPA	GYPA	409122	440508	-	normal	NM_002099.8	GYPA
200291_HG00344.hap1	GYPE	GYPE	170754	205422	-	normal	NM_198682.3	GYPE
200291_HG00344.hap1	GYPB	GYPB	295085	319272	-	normal	NM_002100.6	GYPB
200291_HG00344.hap1	GYPA	GYPA	409181	440584	-	normal	NM_002099.8	GYPA
200292_HG00344.hap2	GYPE	GYPE	170541	205388	-	normal	NM_198682.3	GYPE
200292_HG00344.hap2	GYPB	GYPB	295063	319253	-	normal	NM_002100.6	GYPB
200292_HG00344.hap2	GYPA	GYPA	409176	440567	-	normal	NM_002099.8	GYPA
200293_HG00350.hap1	GYPE	GYPE	170590	205430	-	normal	NM_198682.3	GYPE
200293_HG00350.hap1	GYPB	GYPB	295113	319304	-	normal	NM_002100.6	GYPB
200293_HG00350.hap1	GYPA	GYPA	409219	440605	-	normal	NM_002099.8	GYPA
200294_HG00350.hap2	GYPE	GYPE	170550	205301	-	normal	NM_198682.3	GYPE
200294_HG00350.hap2	GYPB	GYPB	294979	319167	-	normal	NM_002100.6	GYPB
200294_HG00350.hap2	GYPA	GYPA	409065	440451	-	normal	NM_002099.8	GYPA
200295_HG01167.hap1	GYPE	GYPE	170597	205437	-	normal	NM_198682.3	GYPE
200295_HG01167.hap1	GYPB	GYPB	295127	319318	-	normal	NM_002100.6	GYPB
200295_HG01167.hap1	GYPA	GYPA	409235	440621	-	normal	NM_002099.8	GYPA
200296_HG01167.hap2	GYPE	GYPE	170723	205393	-	normal	NM_198682.3	GYPE
200296_HG01167.hap2	GYPB	GYPB	295048	319235	-	normal	NM_002100.6	GYPB
200296_HG01167.hap2	GYPA	GYPA	409133	440526	-	normal	NM_002099.8	GYPA
200297_HG01530.hap1	GYPE	GYPE	170579	205426	-	normal	NM_198682.3	GYPE
200297_HG01530.hap1	GYPB	GYPB	295113	319303	-	normal	NM_002100.6	GYPB
200297_HG01530.hap1	GYPA	GYPA	409230	440621	-	normal	NM_002099.8	GYPA
200298_HG01530.hap2	GYPE	GYPE	170541	205292	-	normal	NM_198682.3	GYPE
200298_HG01530.hap2	GYPB	GYPB	294967	319156	-	normal	NM_002100.6	GYPB
200298_HG01530.hap2	GYPA	GYPA	409084	440470	-	normal	NM_002099.8	GYPA
200299_HG01784.hap1	GYPE	GYPE	170570	205416	-	normal	NM_198682.3	GYPE
200299_HG01784.hap1	GYPB	GYPB	295090	319275	-	normal	NM_002100.6	GYPB
200299_HG01784.hap1	GYPA	GYPA	409189	440592	-	normal	NM_002099.8	GYPA
200300_HG01784.hap2	GYPE	GYPE	170731	205399	-	normal	NM_198682.3	GYPE
200300_HG01784.hap2	GYPB	GYPB	295055	319242	-	normal	NM_002100.6	GYPB
200300_HG01784.hap2	GYPA	GYPA	409156	440559	-	normal	NM_002099.8	GYPA
200301_HG01786.hap1	GYPE	GYPE	170593	205433	-	normal	NM_198682.3	GYPE
200301_HG01786.hap1	GYPB	GYPB	295111	319302	-	normal	NM_002100.6	GYPB
200301_HG01786.hap1	GYPA	GYPA	409217	440603	-	normal	NM_002099.8	GYPA
200302_HG01786.hap2	GYPE	GYPE	170745	205414	-	normal	NM_198682.3	GYPE
200302_HG01786.hap2	GYPB	GYPB	295064	319253	-	normal	NM_002100.6	GYPB
200302_HG01786.hap2	GYPA	GYPA	409161	440547	-	normal	NM_002099.8	GYPA
200303_HG02040.hap1	GYPE	GYPE	170585	205432	-	normal	NM_198682.3	GYPE
200303_HG02040.hap1	GYPB	GYPB	295105	319295	-	normal	NM_002100.6	GYPB
200303_HG02040.hap1	GYPA	GYPA	409205	440614	-	normal	NM_002099.8	GYPA
200304_HG02040.hap2	GYPE	GYPE	170556	205403	-	normal	NM_198682.3	GYPE
200304_HG02040.hap2	GYPB	GYPB	295053	319242	-	normal	NM_002100.6	GYPB
200304_HG02040.hap2	GYPA	GYPA	409152	440554	-	normal	NM_002099.8	GYPA
200305_HG02155.hap1	GYPE	GYPE	170585	205431	-	normal	NM_198682.3	GYPE
200305_HG02155.hap1	GYPB	GYPB	295119	319308	-	normal	NM_002100.6	GYPB
200305_HG02155.hap1	GYPA	GYPA	409213	440598	-	normal	NM_002099.8	GYPA
200306_HG02155.hap2	GYPE	GYPE	170584	205431	-	normal	NM_198682.3	GYPE
200306_HG02155.hap2	GYPB	GYPB	295114	319302	-	normal	NM_002100.6	GYPB
200306_HG02155.hap2	GYPA	GYPA	409213	440616	-	normal	NM_002099.8	GYPA
200307_HG02165.hap1	GYPE	GYPE	170555	205307	-	normal	NM_198682.3	GYPE
200307_HG02165.hap1	GYPB	GYPB	294985	319173	-	normal	NM_002100.6	GYPB
200307_HG02165.hap1	GYPA	GYPA	409083	440475	-	normal	NM_002099.8	GYPA
200308_HG02165.hap2	GYPE	GYPE	170579	205425	-	normal	NM_198682.3	GYPE
200308_HG02165.hap2	GYPB	GYPB	295099	319289	-	normal	NM_002100.6	GYPB
200308_HG02165.hap2	GYPA	GYPA	409198	440600	-	normal	NM_002099.8	GYPA
200309_HG02178.hap1	GYPE	GYPE	170569	205416	-	normal	NM_198682.3	GYPE
200309_HG02178.hap1	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
200309_HG02178.hap1	GYPA	GYPA	409205	440608	-	normal	NM_002099.8	GYPA
200310_HG02178.hap2	GYPE	GYPE	170578	205425	-	normal	NM_198682.3	GYPE
200310_HG02178.hap2	GYPB	GYPB	295074	319264	-	normal	NM_002100.6	GYPB
200310_HG02178.hap2	GYPA	GYPA	409183	440586	-	normal	NM_002099.8	GYPA
200311_HG02273.hap1	GYPE	GYPE	170610	205364	-	normal	NM_198682.3	GYPE
200311_HG02273.hap1	GYPB	GYPB	295034	319222	-	normal	NM_002100.6	GYPB
200311_HG02273.hap1	GYPA	GYPA	409155	440559	-	normal	NM_002099.8	GYPA
200312_HG02273.hap2	GYPE	GYPE	170544	205460	-	normal	NM_198682.3	GYPE
200312_HG02273.hap2	GYPB	GYPB	295141	319331	-	normal	NM_002100.6	GYPB
200312_HG02273.hap2	GYPA	GYPA	409251	440637	-	normal	NM_002099.8	GYPA
200313_HG02391.hap1	GYPE	GYPE	170628	205381	-	normal	NM_198682.3	GYPE
200313_HG02391.hap1	GYPB	GYPB	295059	319247	-	normal	NM_002100.6	GYPB
200313_HG02391.hap1	GYPA	GYPA	409168	440572	-	normal	NM_002099.8	GYPA
200314_HG02391.hap2	GYPE	GYPE	170579	205426	-	normal	NM_198682.3	GYPE
200314_HG02391.hap2	GYPB	GYPB	295108	319298	-	normal	NM_002100.6	GYPB
200314_HG02391.hap2	GYPA	GYPA	409207	440610	-	normal	NM_002099.8	GYPA
200315_HG02392.hap1	GYPE	GYPE	170553	205304	-	normal	NM_198682.3	GYPE
200315_HG02392.hap1	GYPB	GYPB	294969	319156	-	normal	NM_002100.6	GYPB
200315_HG02392.hap1	GYPA	GYPA	409079	440477	-	normal	NM_002099.8	GYPA
200316_HG02392.hap2	GYPE	GYPE	170666	205419	-	normal	NM_198682.3	GYPE
200316_HG02392.hap2	GYPB	GYPB	295098	319287	-	normal	NM_002100.6	GYPB
200316_HG02392.hap2	GYPA	GYPA	409200	440601	-	normal	NM_002099.8	GYPA
200317_HG02583.hap1	GYPE	GYPE	170625	205422	-	normal	NM_198682.3	GYPE
200317_HG02583.hap1	GYPB	GYPB	295099	319286	-	normal	NM_002100.6	GYPB
200317_HG02583.hap1	GYPA	GYPA	409181	440587	-	normal	NM_002099.8	GYPA
200318_HG02583.hap2	GYPE	GYPE	170628	205416	-	normal	NM_198682.3	GYPE
200318_HG02583.hap2	GYPB	GYPB	295094	319281	-	normal	NM_002100.6	GYPB
200318_HG02583.hap2	GYPA	GYPA	409192	440591	-	normal	NM_002099.8	GYPA
200319_HG02922.hap1	GYPE	GYPE	170551	205396	-	normal	NM_198682.3	GYPE
200319_HG02922.hap1	GYPB	GYPB	295073	319262	-	normal	NM_002100.6	GYPB
200319_HG02922.hap1	GYPA	GYPA	409188	440590	-	normal	NM_002099.8	GYPA
200320_HG02922.hap2	GYPE	GYPE	170541	205387	-	normal	NM_198682.3	GYPE
200320_HG02922.hap2	GYPB	GYPB	295023	319210	-	normal	NM_002100.6	GYPB
200320_HG02922.hap2	GYPA	GYPA	409134	440548	-	normal	NM_002099.8	GYPA
200321_HG02965.hap1	GYPE	GYPE	170603	205449	-	normal	NM_198682.3	GYPE
200321_HG02965.hap1	GYPB	GYPB	295121	319305	-	normal	NM_002100.6	GYPB
200321_HG02965.hap1	GYPA	GYPA	409237	440643	-	normal	NM_002099.8	GYPA
200322_HG02965.hap2	GYPE	GYPE	170576	205270	-	gene_conversion	NM_198682.3	GYPE:188169-205270:0.99:0.32,GYPA:185350-188168:1.00:0.03,GYPE:170576-185349:1.00:0.21
200322_HG02965.hap2	GYPB	GYPB	294882	319068	-	normal	NM_002100.6	GYPB
200322_HG02965.hap2	GYPA	GYPA	408996	440396	-	normal	NM_002099.8	GYPA
200323_HG02976.hap1	GYPE	GYPE	170556	205425	-	gene_conversion	NM_198682.3	GYPE:188324-205425:0.99:0.32,GYPA:185505-188323:1.00:0.03,GYPE:170556-185504:0.99:0.21
200323_HG02976.hap1	GYPB	GYPB	295043	319235	-	normal	NM_002100.6	GYPB
200323_HG02976.hap1	GYPA	GYPA	409172	440578	-	normal	NM_002099.8	GYPA
200324_HG02976.hap2	GYPE	GYPE	170639	205427	-	normal	NM_198682.3	GYPE
200324_HG02976.hap2	GYPB	GYPB	295105	319293	-	normal	NM_002100.6	GYPB
200324_HG02976.hap2	GYPA	GYPA	409216	440615	-	normal	NM_002099.8	GYPA
200325_HG03130.hap1	GYPE	GYPE	170656	205409	-	normal	NM_198682.3	GYPE
200325_HG03130.hap1	GYPB	GYPB	295083	319270	-	normal	NM_002100.6	GYPB
200325_HG03130.hap1	GYPA	GYPA	409205	440607	-	normal	NM_002099.8	GYPA
200326_HG03130.hap2	GYPE	GYPE	170595	205441	-	normal	NM_198682.3	GYPE
200326_HG03130.hap2	GYPB	GYPB	295120	319306	-	normal	NM_002100.6	GYPB
200326_HG03130.hap2	GYPA	GYPA	409564	440955	-	normal	NM_002099.8	GYPA
200327_HG03139.hap1	GYPE	GYPE	170537	205259	-	gene_conversion	NM_198682.3	GYPE:188164-205259:0.99:0.32,GYPA:185345-188163:1.00:0.03,GYPE:170537-185344:1.00:0.21
200327_HG03139.hap1	GYPA	GYPA	298733	330141	-	normal	NM_002099.8	GYPA
200328_HG03139.hap2	GYPE	GYPE	170533	205255	-	gene_conversion	NM_198682.3	GYPE:188160-205255:0.99:0.32,GYPA:185341-188159:1.00:0.03,GYPE:170533-185340:1.00:0.21
200328_HG03139.hap2	GYPA	GYPA	298721	330127	-	normal	NM_002099.8	GYPA
200329_HG03195.hap1	GYPE	GYPE	170560	205406	-	normal	NM_198682.3	GYPE
200329_HG03195.hap1	GYPB	GYPB	295087	319277	-	normal	NM_002100.6	GYPB
200329_HG03195.hap1	GYPA	GYPA	409191	440599	-	normal	NM_002099.8	GYPA
200330_HG03195.hap2	GYPE	GYPE	170653	205402	-	normal	NM_198682.3	GYPE
200330_HG03195.hap2	GYPB	GYPB	295049	319237	-	normal	NM_002100.6	GYPB
200330_HG03195.hap2	GYPA	GYPA	409193	440579	-	normal	NM_002099.8	GYPA
200331_HG03209.hap1	GYPE	GYPE	170565	205411	-	normal	NM_198682.3	GYPE
200331_HG03209.hap1	GYPB	GYPB	295096	319285	-	normal	NM_002100.6	GYPB
200331_HG03209.hap1	GYPA	GYPA	409201	440603	-	normal	NM_002099.8	GYPA
200332_HG03209.hap2	GYPE	GYPE	170549	205247	-	gene_conversion	NM_198682.3	GYPE:188142-205247:0.99:0.32,GYPA:185323-188141:1.00:0.03,GYPE:170549-185322:1.00:0.21
200332_HG03209.hap2	GYPA	GYPA	305785	337195	-	normal	NM_002099.8	GYPA
200333_HG03225.hap1	GYPE	GYPE	170601	205289	-	gene_conversion	NM_198682.3	GYPE:188191-205289:0.99:0.33,GYPA:185372-188190:1.00:0.03,GYPE:170601-185371:1.00:0.21
200333_HG03225.hap1	GYPB	GYPB	294940	319128	-	normal	NM_002100.6	GYPB
200333_HG03225.hap1	GYPA	GYPA	409031	440443	-	normal	NM_002099.8	GYPA
200334_HG03225.hap2	GYPE	GYPE	170559	205310	-	normal	NM_198682.3	GYPE
200334_HG03225.hap2	GYPB	GYPB	294966	319153	-	normal	NM_002100.6	GYPB
200334_HG03225.hap2	GYPA	GYPA	449707	481120	-	normal	NM_002099.8	GYPA
200335_HG03270.hap1	GYPE	GYPE	170643	205532	-	normal	NM_198682.3	GYPE
200335_HG03270.hap1	GYPB	GYPB	295165	319351	-	normal	NM_002100.6	GYPB
200335_HG03270.hap1	GYPA	GYPA	409279	440682	-	normal	NM_002099.8	GYPA
200336_HG03270.hap2	GYPE	GYPE	170518	205240	-	gene_conversion	NM_198682.3	GYPE:188145-205240:0.99:0.32,GYPA:185326-188144:1.00:0.03,GYPE:170518-185325:1.00:0.21
200336_HG03270.hap2	GYPA	GYPA	298703	330089	-	normal	NM_002099.8	GYPA
200337_HG03369.hap1	GYPE	GYPE	170599	205293	-	gene_conversion	NM_198682.3	GYPE:188192-205293:0.99:0.32,GYPA:185373-188191:1.00:0.03,GYPE:170599-185372:1.00:0.21
200337_HG03369.hap1	GYPB	GYPB	294922	319116	-	normal	NM_002100.6	GYPB
200337_HG03369.hap1	GYPA	GYPA	409038	440444	-	normal	NM_002099.8	GYPA
200338_HG03369.hap2	GYPE	GYPE	170571	205417	-	normal	NM_198682.3	GYPE
200338_HG03369.hap2	GYPB	GYPB	295099	319285	-	normal	NM_002100.6	GYPB
200338_HG03369.hap2	GYPA	GYPA	409211	440611	-	normal	NM_002099.8	GYPA
200339_HG03470.hap1	GYPE	GYPE	170576	205327	-	normal	NM_198682.3	GYPE
200339_HG03470.hap1	GYPB	GYPB	294982	319168	-	normal	NM_002100.6	GYPB
200339_HG03470.hap1	GYPA	GYPA	449722	481116	-	normal	NM_002099.8	GYPA
200340_HG03470.hap2	GYPE	GYPE	170627	205321	-	gene_conversion	NM_198682.3	GYPE:188220-205321:0.99:0.32,GYPA:185401-188219:1.00:0.03,GYPE:170627-185400:1.00:0.21
200340_HG03470.hap2	GYPB	GYPB	294965	319158	-	normal	NM_002100.6	GYPB
200340_HG03470.hap2	GYPA	GYPA	409100	440511	-	normal	NM_002099.8	GYPA
200341_HG03471.hap1	GYPE	GYPE	170593	205287	-	gene_conversion	NM_198682.3	GYPE:188186-205287:0.99:0.32,GYPA:185367-188185:1.00:0.03,GYPE:170593-185366:1.00:0.21
200341_HG03471.hap1	GYPB	GYPB	294913	319105	-	normal	NM_002100.6	GYPB
200341_HG03471.hap1	GYPA	GYPA	409022	440428	-	normal	NM_002099.8	GYPA
200342_HG03471.hap2	GYPE	GYPE	170582	205276	-	gene_conversion	NM_198682.3	GYPE:188175-205276:0.99:0.32,GYPA:185356-188174:1.00:0.03,GYPE:170582-185355:1.00:0.21
200342_HG03471.hap2	GYPB	GYPB	294910	319102	-	normal	NM_002100.6	GYPB
200342_HG03471.hap2	GYPA	GYPA	409064	440470	-	normal	NM_002099.8	GYPA
200343_HG03521.hap1	GYPE	GYPE	170585	205431	-	normal	NM_198682.3	GYPE
200343_HG03521.hap1	GYPB	GYPB	293598	317783	-	normal	NM_002100.6	GYPB
200343_HG03521.hap1	GYPA	GYPA	407690	439111	-	normal	NM_002099.8	GYPA
200344_HG03521.hap2	GYPE	GYPE	170641	205450	-	normal	NM_198682.3	GYPE
200344_HG03521.hap2	GYPB	GYPB	295129	319319	-	normal	NM_002100.6	GYPB
200344_HG03521.hap2	GYPA	GYPA	409215	440613	-	normal	NM_002099.8	GYPA
200345_HG03583.hap1	GYPE	GYPE	170576	205421	-	normal	NM_198682.3	GYPE
200345_HG03583.hap1	GYPB	GYPB	295105	319289	-	normal	NM_002100.6	GYPB
200345_HG03583.hap1	GYPA	GYPA	409226	440612	-	normal	NM_002099.8	GYPA
200346_HG03583.hap2	GYPE	GYPE	170548	205271	-	gene_conversion	NM_198682.3	GYPE:188175-205271:0.99:0.32,GYPA:185356-188174:1.00:0.03,GYPE:170548-185355:1.00:0.21
200346_HG03583.hap2	GYPA	GYPA	298741	330149	-	normal	NM_002099.8	GYPA
200347_HG03742.hap1	GYPE	GYPE	170580	205426	-	normal	NM_198682.3	GYPE
200347_HG03742.hap1	GYPB	GYPB	295091	319275	-	normal	NM_002100.6	GYPB
200347_HG03742.hap1	GYPA	GYPA	409198	440606	-	normal	NM_002099.8	GYPA
200348_HG03742.hap2	GYPE	GYPE	170580	205426	-	normal	NM_198682.3	GYPE
200348_HG03742.hap2	GYPB	GYPB	295129	319316	-	normal	NM_002100.6	GYPB
200348_HG03742.hap2	GYPA	GYPA	409217	440603	-	normal	NM_002099.8	GYPA
200349_HG03784.hap1	GYPE	GYPE	170588	205435	-	normal	NM_198682.3	GYPE
200349_HG03784.hap1	GYPB	GYPB	295119	319299	-	normal	NM_002100.6	GYPB
200349_HG03784.hap1	GYPA	GYPA	409210	440596	-	normal	NM_002099.8	GYPA
200350_HG03784.hap2	GYPE	GYPE	170577	205424	-	normal	NM_198682.3	GYPE
200350_HG03784.hap2	GYPB	GYPB	295103	319293	-	normal	NM_002100.6	GYPB
200350_HG03784.hap2	GYPA	GYPA	409220	440606	-	normal	NM_002099.8	GYPA
200351_HG03874.hap1	GYPE	GYPE	170729	205399	-	normal	NM_198682.3	GYPE
200351_HG03874.hap1	GYPB	GYPB	295055	319242	-	normal	NM_002100.6	GYPB
200351_HG03874.hap1	GYPA	GYPA	409141	440539	-	normal	NM_002099.8	GYPA
200352_HG03874.hap2	GYPE	GYPE	170756	205426	-	normal	NM_198682.3	GYPE
200352_HG03874.hap2	GYPB	GYPB	295094	319284	-	normal	NM_002100.6	GYPB
200352_HG03874.hap2	GYPA	GYPA	409201	440592	-	normal	NM_002099.8	GYPA
200353_NA18505.hap1	GYPE	GYPE	170627	205424	-	normal	NM_198682.3	GYPE
200353_NA18505.hap1	GYPB	GYPB	295114	319301	-	normal	NM_002100.6	GYPB
200353_NA18505.hap1	GYPA	GYPA	409215	440602	-	normal	NM_002099.8	GYPA
200354_NA18505.hap2	GYPE	GYPE	170598	205291	-	gene_conversion	NM_198682.3	GYPE:188191-205291:0.99:0.32,GYPA:185372-188190:1.00:0.03,GYPE:170598-185371:1.00:0.21
200354_NA18505.hap2	GYPB	GYPB	294929	319117	-	normal	NM_002100.6	GYPB
200354_NA18505.hap2	GYPA	GYPA	409079	440478	-	normal	NM_002099.8	GYPA
200355_NA18508.hap1	GYPE	GYPE	170559	205405	-	normal	NM_198682.3	GYPE
200355_NA18508.hap1	GYPB	GYPB	295082	319272	-	normal	NM_002100.6	GYPB
200355_NA18508.hap1	GYPA	GYPA	409187	440599	-	normal	NM_002099.8	GYPA
200356_NA18508.hap2	GYPE	GYPE	170553	205399	-	normal	NM_198682.3	GYPE
200356_NA18508.hap2	GYPB	GYPB	295070	319255	-	normal	NM_002100.6	GYPB
200356_NA18508.hap2	GYPA	GYPA	409173	440562	-	normal	NM_002099.8	GYPA
200357_NA18522.hap1	GYPE	GYPE	170637	205425	-	normal	NM_198682.3	GYPE
200357_NA18522.hap1	GYPB	GYPB	295106	319294	-	normal	NM_002100.6	GYPB
200357_NA18522.hap1	GYPA	GYPA	409225	440624	-	normal	NM_002099.8	GYPA
200358_NA18522.hap2	GYPE	GYPE	170585	205397	-	normal	NM_198682.3	GYPE
200358_NA18522.hap2	GYPB	GYPB	295075	319261	-	normal	NM_002100.6	GYPB
200358_NA18522.hap2	GYPA	GYPA	409174	440559	-	normal	NM_002099.8	GYPA
200359_NA18565.hap1	GYPE	GYPE	170574	205421	-	normal	NM_198682.3	GYPE
200359_NA18565.hap1	GYPB	GYPB	295097	319287	-	normal	NM_002100.6	GYPB
200359_NA18565.hap1	GYPA	GYPA	409214	440600	-	normal	NM_002099.8	GYPA
200360_NA18565.hap2	GYPE	GYPE	170574	205421	-	normal	NM_198682.3	GYPE
200360_NA18565.hap2	GYPB	GYPB	295097	319287	-	normal	NM_002100.6	GYPB
200360_NA18565.hap2	GYPA	GYPA	409200	440603	-	normal	NM_002099.8	GYPA
200361_NA18570.hap1	GYPE	GYPE	170583	205334	-	normal	NM_198682.3	GYPE
200361_NA18570.hap1	GYPB	GYPB	294987	319174	-	normal	NM_002100.6	GYPB
200361_NA18570.hap1	GYPA	GYPA	409089	440491	-	normal	NM_002099.8	GYPA
200362_NA18570.hap2	GYPE	GYPE	170571	205418	-	normal	NM_198682.3	GYPE
200362_NA18570.hap2	GYPB	GYPB	295083	319273	-	normal	NM_002100.6	GYPB
200362_NA18570.hap2	GYPA	GYPA	409197	440600	-	normal	NM_002099.8	GYPA
200363_NA18608.hap1	GYPE	GYPE	170599	205445	-	normal	NM_198682.3	GYPE
200363_NA18608.hap1	GYPB	GYPB	295115	319299	-	normal	NM_002100.6	GYPB
200363_NA18608.hap1	GYPA	GYPA	409210	440603	-	normal	NM_002099.8	GYPA
200364_NA18608.hap2	GYPE	GYPE	170637	205390	-	normal	NM_198682.3	GYPE
200364_NA18608.hap2	GYPB	GYPB	295054	319243	-	normal	NM_002100.6	GYPB
200364_NA18608.hap2	GYPA	GYPA	409159	440562	-	normal	NM_002099.8	GYPA
200365_NA18620.hap1	GYPE	GYPE	170623	205376	-	normal	NM_198682.3	GYPE
200365_NA18620.hap1	GYPB	GYPB	295054	319243	-	normal	NM_002100.6	GYPB
200365_NA18620.hap1	GYPA	GYPA	409159	440573	-	normal	NM_002099.8	GYPA
200366_NA18620.hap2	GYPE	GYPE	170571	205418	-	normal	NM_198682.3	GYPE
200366_NA18620.hap2	GYPB	GYPB	295079	319269	-	normal	NM_002100.6	GYPB
200366_NA18620.hap2	GYPA	GYPA	409185	440571	-	normal	NM_002099.8	GYPA
200367_NA18747.hap1	GYPE	GYPE	170566	205317	-	normal	NM_198682.3	GYPE
200367_NA18747.hap1	GYPB	GYPB	294982	319169	-	normal	NM_002100.6	GYPB
200367_NA18747.hap1	GYPA	GYPA	409089	440492	-	normal	NM_002099.8	GYPA
200368_NA18747.hap2	GYPE	GYPE	170633	205425	-	normal	NM_198682.3	GYPE
200368_NA18747.hap2	GYPB	GYPB	295087	319274	-	normal	NM_002100.6	GYPB
200368_NA18747.hap2	GYPA	GYPA	409181	440585	-	normal	NM_002099.8	GYPA
200369_NA18879.hap1	GYPE	GYPE	170606	205300	-	gene_conversion	NM_198682.3	GYPE:188199-205300:0.99:0.32,GYPA:185380-188198:1.00:0.03,GYPE:170606-185379:1.00:0.21
200369_NA18879.hap1	GYPB	GYPB	294939	319131	-	normal	NM_002100.6	GYPB
200369_NA18879.hap1	GYPA	GYPA	409087	440498	-	normal	NM_002099.8	GYPA
200370_NA18879.hap2	GYPE	GYPE	170634	205443	-	normal	NM_198682.3	GYPE
200370_NA18879.hap2	GYPB	GYPB	295135	319325	-	normal	NM_002100.6	GYPB
200370_NA18879.hap2	GYPA	GYPA	409232	440620	-	normal	NM_002099.8	GYPA
200371_NA18940.hap1	GYPE	GYPE	170589	205471	-	normal	NM_198682.3	GYPE
200371_NA18940.hap1	GYPB	GYPB	295139	319330	-	normal	NM_002100.6	GYPB
200371_NA18940.hap1	GYPA	GYPA	409253	440656	-	normal	NM_002099.8	GYPA
200372_NA18940.hap2	GYPE	GYPE	170582	205464	-	normal	NM_198682.3	GYPE
200372_NA18940.hap2	GYPB	GYPB	295130	319321	-	normal	NM_002100.6	GYPB
200372_NA18940.hap2	GYPA	GYPA	409245	440636	-	normal	NM_002099.8	GYPA
200373_NA18943.hap1	GYPE	GYPE	170636	205389	-	normal	NM_198682.3	GYPE
200373_NA18943.hap1	GYPB	GYPB	295048	319236	-	normal	NM_002100.6	GYPB
200373_NA18943.hap1	GYPA	GYPA	409159	440565	-	normal	NM_002099.8	GYPA
200374_NA18943.hap2	GYPE	GYPE	170598	205349	-	normal	NM_198682.3	GYPE
200374_NA18943.hap2	GYPB	GYPB	295026	319215	-	normal	NM_002100.6	GYPB
200374_NA18943.hap2	GYPA	GYPA	409131	440517	-	normal	NM_002099.8	GYPA
200375_NA18944.hap1	GYPE	GYPE	170635	205389	-	normal	NM_198682.3	GYPE
200375_NA18944.hap1	GYPB	GYPB	295046	319235	-	normal	NM_002100.6	GYPB
200375_NA18944.hap1	GYPA	GYPA	409152	440538	-	normal	NM_002099.8	GYPA
200376_NA18944.hap2	GYPE	GYPE	170569	205416	-	normal	NM_198682.3	GYPE
200376_NA18944.hap2	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
200376_NA18944.hap2	GYPA	GYPA	409203	440589	-	normal	NM_002099.8	GYPA
200377_NA18945.hap1	GYPE	GYPE	170584	205431	-	normal	NM_198682.3	GYPE
200377_NA18945.hap1	GYPB	GYPB	295116	319308	-	normal	NM_002100.6	GYPB
200377_NA18945.hap1	GYPA	GYPA	409217	440603	-	normal	NM_002099.8	GYPA
200378_NA18945.hap2	GYPE	GYPE	170588	205470	-	normal	NM_198682.3	GYPE
200378_NA18945.hap2	GYPB	GYPB	295149	319341	-	normal	NM_002100.6	GYPB
200378_NA18945.hap2	GYPA	GYPA	409259	440662	-	normal	NM_002099.8	GYPA
200379_NA18948.hap1	GYPE	GYPE	170591	205342	-	normal	NM_198682.3	GYPE
200379_NA18948.hap1	GYPB	GYPB	295019	319207	-	normal	NM_002100.6	GYPB
200379_NA18948.hap1	GYPA	GYPA	409123	440509	-	normal	NM_002099.8	GYPA
200380_NA18948.hap2	GYPE	GYPE	170620	205466	-	normal	NM_198682.3	GYPE
200380_NA18948.hap2	GYPB	GYPB	295154	319338	-	normal	NM_002100.6	GYPB
200380_NA18948.hap2	GYPA	GYPA	409260	440648	-	normal	NM_002099.8	GYPA
200381_NA18952.hap1	GYPE	GYPE	170591	205342	-	normal	NM_198682.3	GYPE
200381_NA18952.hap1	GYPB	GYPB	295008	319196	-	normal	NM_002100.6	GYPB
200381_NA18952.hap1	GYPA	GYPA	409115	440500	-	normal	NM_002099.8	GYPA
200382_NA18952.hap2	GYPE	GYPE	170622	205375	-	normal	NM_198682.3	GYPE
200382_NA18952.hap2	GYPB	GYPB	295063	319251	-	normal	NM_002100.6	GYPB
200382_NA18952.hap2	GYPA	GYPA	409164	440550	-	normal	NM_002099.8	GYPA
200383_NA18959.hap1	GYPE	GYPE	170592	205343	-	normal	NM_198682.3	GYPE
200383_NA18959.hap1	GYPB	GYPB	295020	319209	-	normal	NM_002100.6	GYPB
200383_NA18959.hap1	GYPA	GYPA	409121	440507	-	normal	NM_002099.8	GYPA
200384_NA18959.hap2	GYPE	GYPE	170580	205427	-	normal	NM_198682.3	GYPE
200384_NA18959.hap2	GYPB	GYPB	295103	319293	-	normal	NM_002100.6	GYPB
200384_NA18959.hap2	GYPA	GYPA	409218	440621	-	normal	NM_002099.8	GYPA
200385_NA18960.hap1	GYPE	GYPE	170570	205416	-	normal	NM_198682.3	GYPE
200385_NA18960.hap1	GYPB	GYPB	295086	319277	-	normal	NM_002100.6	GYPB
