name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
STXBP2,SNVs,2,2,3,syntaxin binding protein 2,0.00858309,Strong selection
STXBP3,SNVs,2,3,3,syntaxin binding protein 3,0.0324329,Extreme selection
STXBP4,SNVs,3,4,4,syntaxin binding protein 4,0.00136244,Strong selection
STXBP5,SNVs,3,2,4,syntaxin binding protein 5,0.110985,Extreme selection
STXBP5L,SNVs,2,3,3,syntaxin binding protein 5L,0.0795636,Extreme selection
STXBP6,SNVs,1,4,2,syntaxin binding protein 6,0.0148765,Extreme selection
STYK1,SNVs,2,3,3,serine/threonine/tyrosine kinase 1,8.9539e-4,Weak selection
STYX,SNVs,2,2,2,serine/threonine/tyrosine interacting protein,0.047196,Extreme selection
STYXL1,SNVs,3,4,4,serine/threonine/tyrosine interacting like 1,0.00145761,Strong selection
STYXL2,SNVs,3,3,3,serine/threonine/tyrosine interacting like 2,0.00144651,Strong selection
SUB1,SNVs,1,2,2,SUB1 regulator of transcription,0.28157,Extreme selection
SUCLA2,SNVs,2,3,3,succinate-CoA ligase ADP-forming subunit beta,0.0224323,Extreme selection
SUCLG1,SNVs,3,3,1,succinate-CoA ligase GDP/ADP-forming subunit alpha,0.00491992,Strong selection
SUCLG2,SNVs,3,4,3,succinate-CoA ligase GDP-forming subunit beta,0.00160903,Strong selection
SUCNR1,SNVs,3,4,2,succinate receptor 1,0.00255102,Strong selection
SUCO,SNVs,3,3,3,SUN domain containing ossification factor,0.0783358,Extreme selection
SUDS3,SNVs,3,3,3,SDS3 homolog%2C SIN3A corepressor complex component,0.0480135,Extreme selection
SUFU,SNVs,1,3,3,SUFU negative regulator of hedgehog signaling,0.212078,Extreme selection
SUGCT,SNVs,2,3,3,succinyl-CoA:glutarate-CoA transferase,7.2815e-4,Weak selection
SUGP1,SNVs,1,2,3,SURP and G-patch domain containing 1,0.0581433,Extreme selection
SUGP2,SNVs,3,3,3,SURP and G-patch domain containing 2,0.100166,Extreme selection
SUGT1,SNVs,2,2,2,SGT1 homolog%2C MIS12 kinetochore complex assembly cochaperone,0.0116803,Extreme selection
SULF1,SNVs,4,3,3,sulfatase 1,0.0527377,Extreme selection
SULF2,SNVs,3,3,3,sulfatase 2,0.0408775,Extreme selection
SULT1A1,SNVs,0,4,4,sulfotransferase family 1A member 1,7.3623e-4,Weak selection
SULT1A2,SNVs,3,3,3,sulfotransferase family 1A member 2,0.00161795,Strong selection
SULT1A3,SNVs,1,3,3,sulfotransferase family 1A member 3,0.00438764,Strong selection
SULT1A4,SNVs,0,0,4,sulfotransferase family 1A member 4,0.0039636,Strong selection
SULT1B1,SNVs,0,3,3,sulfotransferase family 1B member 1,6.2289e-4,Weak selection
SULT1C2,SNVs,2,3,3,sulfotransferase family 1C member 2,6.7855e-4,Weak selection
SULT1C3,SNVs,0,0,4,sulfotransferase family 1C member 3,7.9527e-4,Weak selection
SULT1C4,SNVs,3,3,3,sulfotransferase family 1C member 4,8.4943e-4,Weak selection
SULT1E1,SNVs,1,3,3,sulfotransferase family 1E member 1,0.00143455,Strong selection
SULT2A1,SNVs,1,3,3,sulfotransferase family 2A member 1,0.00112809,Strong selection
SULT2B1,SNVs,1,3,3,sulfotransferase family 2B member 1,0.015173,Extreme selection
SULT4A1,SNVs,2,3,3,sulfotransferase family 4A member 1,0.0850608,Extreme selection
SULT6B1,SNVs,3,4,3,sulfotransferase family 6B member 1,5.546e-4,Weak selection
SUMF1,SNVs,3,3,3,sulfatase modifying factor 1,0.0114549,Extreme selection
SUMF2,SNVs,3,4,3,sulfatase modifying factor 2,0.00102338,Strong selection
SUMO1,SNVs,1,1,2,small ubiquitin like modifier 1,0.309251,Extreme selection
SUMO2,SNVs,3,2,1,small ubiquitin like modifier 2,0.514159,Extreme selection
SUMO3,SNVs,1,2,4,small ubiquitin like modifier 3,0.0487179,Extreme selection
SUMO4,SNVs,1,3,4,small ubiquitin like modifier 4,0.00528102,Strong selection
SUN1,SNVs,3,4,4,Sad1 and UNC84 domain containing 1,0.0397791,Extreme selection
SUN2,SNVs,3,3,3,Sad1 and UNC84 domain containing 2,0.0141581,Extreme selection
SUN3,SNVs,2,3,3,Sad1 and UNC84 domain containing 3,7.7408e-4,Weak selection
SUN5,SNVs,3,3,3,Sad1 and UNC84 domain containing 5,0.00102343,Strong selection
SUOX,SNVs,1,3,3,sulfite oxidase,0.00307271,Strong selection
SUPT16H,SNVs,2,3,2,SPT16 homolog%2C facilitates chromatin remodeling subunit,0.422441,Extreme selection
SUPT20H,SNVs,3,3,3,SPT20 homolog%2C SAGA complex component,0.0172059,Extreme selection
SUPT3H,SNVs,4,3,3,SPT3 homolog%2C SAGA and STAGA complex component,0.00199601,Strong selection
SUPT4H1,SNVs,1,2,1,SPT4 homolog%2C DSIF elongation factor subunit,0.0228537,Extreme selection
SUPT5H,SNVs,2,3,2,SPT5 homolog%2C DSIF elongation factor subunit,0.491617,Extreme selection
SUPT6H,SNVs,2,3,3,SPT6 homolog%2C histone chaperone and transcription elongation factor,0.322224,Extreme selection
SUPT7L,SNVs,2,3,3,SPT7 like%2C STAGA complex subunit gamma,0.0162127,Extreme selection
SUPV3L1,SNVs,3,3,3,Suv3 like RNA helicase,0.0268381,Extreme selection
SURF1,SNVs,0,3,3,SURF1 cytochrome c oxidase assembly factor,8.5499e-4,Weak selection
SURF2,SNVs,2,3,3,surfeit 2,0.00193611,Strong selection
SURF4,SNVs,1,4,2,surfeit 4,0.0760676,Extreme selection
SURF6,SNVs,3,3,3,surfeit 6,0.00146599,Strong selection
SUSD1,SNVs,3,3,3,sushi domain containing 1,0.00151447,Strong selection
SUSD2,SNVs,3,3,3,sushi domain containing 2,7.7787e-4,Weak selection
SUSD3,SNVs,1,2,3,sushi domain containing 3,0.006045,Strong selection
SUSD4,SNVs,1,3,3,sushi domain containing 4,0.0166031,Extreme selection
SUSD5,SNVs,3,3,3,sushi domain containing 5,0.0018728,Strong selection
SUSD6,SNVs,1,4,3,sushi domain containing 6,0.024998,Extreme selection
SUV39H1,SNVs,1,1,3,SUV39H1 histone lysine methyltransferase,0.287604,Extreme selection
SUV39H2,SNVs,2,2,2,SUV39H2 histone lysine methyltransferase,0.100406,Extreme selection
SUZ12,SNVs,0,3,2,SUZ12 polycomb repressive complex 2 subunit,0.336172,Extreme selection
SV2A,SNVs,3,3,3,synaptic vesicle glycoprotein 2A,0.062877,Extreme selection
SV2B,SNVs,3,3,3,synaptic vesicle glycoprotein 2B,0.0171368,Extreme selection
SV2C,SNVs,2,3,3,synaptic vesicle glycoprotein 2C,0.0106193,Extreme selection
SVBP,SNVs,1,2,1,small vasohibin binding protein,0.0119555,Extreme selection
SVEP1,SNVs,3,4,4,sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain containing 1,0.0566113,Extreme selection
SVIL,SNVs,0,3,3,supervillin,0.0320729,Extreme selection
SVIP,SNVs,3,1,1,small VCP interacting protein,0.00461238,Strong selection
SVOP,SNVs,2,2,2,SV2 related protein,0.140687,Extreme selection
SVOPL,SNVs,2,3,3,SVOP like,7.2501e-4,Weak selection
SWAP70,SNVs,3,3,3,switching B cell complex subunit SWAP70,0.0497671,Extreme selection
SWI5,SNVs,1,3,3,SWI5 homologous recombination repair protein,0.00283719,Strong selection
SWSAP1,SNVs,2,3,3,SWIM-type zinc finger 7 associated protein 1,9.2686e-4,Weak selection
SWT1,SNVs,2,4,3,SWT1 RNA endoribonuclease homolog,0.0546764,Extreme selection
SYAP1,SNVs,2,2,2,synapse associated protein 1,0.141273,Extreme selection
SYBU,SNVs,1,3,3,syntabulin,0.0272284,Extreme selection
SYCE1,SNVs,3,3,3,synaptonemal complex central element protein 1,0.00199729,Strong selection
SYCE1L,SNVs,3,3,3,synaptonemal complex central element protein 1 like,0.00104919,Strong selection
SYCE2,SNVs,1,3,3,synaptonemal complex central element protein 2,0.016149,Extreme selection
SYCE3,SNVs,1,1,3,synaptonemal complex central element protein 3,0.0131115,Extreme selection
SYCN,SNVs,1,3,2,syncollin,0.00216836,Strong selection
SYCP1,SNVs,3,3,3,synaptonemal complex protein 1,0.0903732,Extreme selection
SYCP2,SNVs,3,3,3,synaptonemal complex protein 2,0.0776442,Extreme selection
SYCP2L,SNVs,1,3,3,synaptonemal complex protein 2 like,0.00296789,Strong selection
SYCP3,SNVs,1,4,2,synaptonemal complex protein 3,0.00445977,Strong selection
SYDE1,SNVs,3,3,4,synapse defective Rho GTPase homolog 1,0.0549036,Extreme selection
SYDE2,SNVs,3,3,3,synapse defective Rho GTPase homolog 2,0.00242618,Strong selection
SYF2,SNVs,3,2,3,SYF2 pre-mRNA splicing factor,0.0121871,Extreme selection
SYK,SNVs,3,3,3,spleen associated tyrosine kinase,0.121277,Extreme selection
SYMPK,SNVs,2,3,3,symplekin scaffold protein,0.154126,Extreme selection
SYN1,SNVs,2,2,3,synapsin I,0.209047,Extreme selection
SYN3,SNVs,1,3,3,synapsin III,0.0200726,Extreme selection
SYNC,SNVs,3,3,3,syncoilin%2C intermediate filament protein,0.00307777,Strong selection
SYNCRIP,SNVs,1,2,3,synaptotagmin binding cytoplasmic RNA interacting protein,0.257837,Extreme selection
SYNDIG1,SNVs,1,3,3,synapse differentiation inducing 1,0.0252563,Extreme selection
SYNDIG1L,SNVs,3,3,3,synapse differentiation inducing 1 like,0.00262855,Strong selection
SYNE1,SNVs,3,4,3,spectrin repeat containing nuclear envelope protein 1,0.0304547,Extreme selection
SYNE2,SNVs,3,4,4,spectrin repeat containing nuclear envelope protein 2,0.0298717,Extreme selection
SYNE3,SNVs,3,3,4,spectrin repeat containing nuclear envelope family member 3,6.1428e-4,Weak selection
SYNE4,SNVs,3,3,3,spectrin repeat containing nuclear envelope family member 4,9.9404e-4,Weak selection
SYNGAP1,SNVs,2,2,3,synaptic Ras GTPase activating protein 1,0.479864,Extreme selection
SYNGR1,SNVs,2,2,2,synaptogyrin 1,0.0329265,Extreme selection
SYNGR2,SNVs,2,3,4,synaptogyrin 2,0.0130484,Extreme selection
SYNGR3,SNVs,1,2,3,synaptogyrin 3,0.023027100000000002,Extreme selection
SYNGR4,SNVs,3,3,4,synaptogyrin 4,9.7111e-4,Weak selection
SYNJ1,SNVs,3,3,3,synaptojanin 1,0.0512138,Extreme selection
SYNJ2,SNVs,3,3,3,synaptojanin 2,0.0020538,Strong selection
SYNJ2BP,SNVs,1,2,2,synaptojanin 2 binding protein,0.0210409,Extreme selection
SYNM,SNVs,3,3,4,synemin,0.00305689,Strong selection
SYNPO,SNVs,2,3,3,synaptopodin,0.111571,Extreme selection
SYNPO2,SNVs,3,3,3,synaptopodin 2,0.0336341,Extreme selection
SYNPO2L,SNVs,3,3,3,synaptopodin 2 like,0.0024871200000000002,Strong selection
SYNPR,SNVs,4,2,3,synaptoporin,0.0204984,Extreme selection
SYP,SNVs,1,2,2,synaptophysin,0.127364,Extreme selection
SYPL1,SNVs,3,3,3,synaptophysin like 1,0.0104498,Extreme selection
SYPL2,SNVs,3,3,3,synaptophysin like 2,0.00164846,Strong selection
SYS1,SNVs,3,3,1,SYS1 golgi trafficking protein,0.0206678,Extreme selection
SYT1,SNVs,2,2,4,synaptotagmin 1,0.091017,Extreme selection
SYT10,SNVs,3,3,3,synaptotagmin 10,0.00475234,Strong selection
SYT11,SNVs,3,3,3,synaptotagmin 11,0.0982088,Extreme selection
SYT12,SNVs,3,3,3,synaptotagmin 12,0.00118937,Strong selection
SYT13,SNVs,1,3,3,synaptotagmin 13,0.0140315,Extreme selection
SYT14,SNVs,4,3,2,synaptotagmin 14,0.0719831,Extreme selection
SYT15,SNVs,0,0,4,synaptotagmin 15,8.5476e-4,Weak selection
SYT16,SNVs,1,3,3,synaptotagmin 16,0.0231891,Extreme selection
SYT17,SNVs,2,3,3,synaptotagmin 17,0.0148526,Extreme selection
SYT2,SNVs,2,2,2,synaptotagmin 2,0.0669134,Extreme selection
SYT3,SNVs,2,4,3,synaptotagmin 3,0.0556965,Extreme selection
SYT4,SNVs,2,2,3,synaptotagmin 4,0.0516573,Extreme selection
SYT5,SNVs,1,4,3,synaptotagmin 5,0.0109046,Extreme selection
SYT6,SNVs,3,3,3,synaptotagmin 6,0.0236607,Extreme selection
SYT7,SNVs,2,3,3,synaptotagmin 7,0.124266,Extreme selection
SYT8,SNVs,3,3,4,synaptotagmin 8,5.706e-4,Weak selection
SYT9,SNVs,3,3,3,synaptotagmin 9,0.0447932,Extreme selection
SYTL1,SNVs,3,3,3,synaptotagmin like 1,0.00208507,Strong selection
SYTL2,SNVs,3,3,3,synaptotagmin like 2,0.00151599,Strong selection
SYTL3,SNVs,3,3,4,synaptotagmin like 3,5.1502e-4,Weak selection
SYTL4,SNVs,1,3,3,synaptotagmin like 4,0.0286732,Extreme selection
SYTL5,SNVs,3,3,3,synaptotagmin like 5,0.00874789,Strong selection
SYVN1,SNVs,1,3,3,synoviolin 1,0.160284,Extreme selection
SZRD1,SNVs,1,1,2,SUZ RNA binding domain containing 1,0.0643254,Extreme selection
SZT2,SNVs,3,4,3,SZT2 subunit of KICSTOR complex,0.0318105,Extreme selection
TAAR1,SNVs,0,3,3,trace amine associated receptor 1,0.00198735,Strong selection
TAAR2,SNVs,0,0,4,trace amine associated receptor 2,0.00209482,Strong selection
TAAR5,SNVs,0,3,3,trace amine associated receptor 5,0.00203808,Strong selection
TAAR6,SNVs,3,4,3,trace amine associated receptor 6,0.00264257,Strong selection
TAAR8,SNVs,0,0,3,trace amine associated receptor 8,0.00335685,Strong selection
TAB1,SNVs,2,3,3,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,0.0109494,Extreme selection
TAB2,SNVs,2,3,4,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,0.503375,Extreme selection
TAB3,SNVs,1,4,2,TGF-beta activated kinase 1 (MAP3K7) binding protein 3,0.0548934,Extreme selection
TAC1,SNVs,2,3,1,tachykinin precursor 1,0.0408935,Extreme selection
TAC3,SNVs,1,3,3,tachykinin precursor 3,0.005105,Strong selection
TAC4,SNVs,1,2,4,tachykinin precursor 4,0.0017153,Strong selection
TACC1,SNVs,3,3,3,transforming acidic coiled-coil containing protein 1,0.0256786,Extreme selection
TACC2,SNVs,3,3,3,transforming acidic coiled-coil containing protein 2,0.0555953,Extreme selection
TACC3,SNVs,3,3,3,transforming acidic coiled-coil containing protein 3,0.00734026,Strong selection
TACO1,SNVs,0,3,3,translational activator of cytochrome c oxidase I,0.00366147,Strong selection
TACR1,SNVs,1,3,3,tachykinin receptor 1,0.00784631,Strong selection
TACR2,SNVs,3,3,3,tachykinin receptor 2,0.00179325,Strong selection
TACR3,SNVs,3,3,2,tachykinin receptor 3,0.00834743,Strong selection
TACSTD2,SNVs,3,3,3,tumor associated calcium signal transducer 2,0.00306347,Strong selection
TADA1,SNVs,2,2,3,transcriptional adaptor 1,0.0157042,Extreme selection
TADA2B,SNVs,2,2,3,transcriptional adaptor 2B,0.0856085,Extreme selection
TADA3,SNVs,2,2,2,transcriptional adaptor 3,0.0243239,Extreme selection
TAF1,SNVs,2,3,3,TATA-box binding protein associated factor 1,0.436591,Extreme selection
TAF10,SNVs,1,3,3,TATA-box binding protein associated factor 10,0.186661,Extreme selection
TAF11,SNVs,1,1,3,TATA-box binding protein associated factor 11,0.0186476,Extreme selection
TAF12,SNVs,1,3,3,TATA-box binding protein associated factor 12,0.13451,Extreme selection
TAF13,SNVs,1,2,1,TATA-box binding protein associated factor 13,0.0201751,Extreme selection
TAF1A,SNVs,3,3,3,TATA-box binding protein associated factor%2C RNA polymerase I subunit A,0.00279357,Strong selection
TAF1B,SNVs,2,2,3,TATA-box binding protein associated factor%2C RNA polymerase I subunit B,0.00387211,Strong selection
TAF1C,SNVs,3,3,3,TATA-box binding protein associated factor%2C RNA polymerase I subunit C,0.00255856,Strong selection
TAF1D,SNVs,3,3,3,TATA-box binding protein associated factor%2C RNA polymerase I subunit D,0.0265224,Extreme selection
TAF1L,SNVs,3,3,3,TATA-box binding protein associated factor 1 like,0.0477509,Extreme selection
TAF2,SNVs,2,3,3,TATA-box binding protein associated factor 2,0.0470603,Extreme selection
TAF3,SNVs,2,3,3,TATA-box binding protein associated factor 3,0.429769,Extreme selection
TAF4,SNVs,3,3,3,TATA-box binding protein associated factor 4,0.393608,Extreme selection
TAF4B,SNVs,2,3,3,TATA-box binding protein associated factor 4b,0.034345,Extreme selection
TAF5,SNVs,2,2,3,TATA-box binding protein associated factor 5,0.158338,Extreme selection
TAF5L,SNVs,1,3,2,TATA-box binding protein associated factor 5 like,0.124551,Extreme selection
TAF6,SNVs,2,2,4,TATA-box binding protein associated factor 6,0.0239255,Extreme selection
TAF6L,SNVs,3,3,2,TATA-box binding protein associated factor 6 like,0.0308923,Extreme selection
TAF7,SNVs,1,3,2,TATA-box binding protein associated factor 7,0.0724962,Extreme selection
TAF7L,SNVs,2,2,3,TATA-box binding protein associated factor 7 like,0.17494,Extreme selection
TAF8,SNVs,3,3,3,TATA-box binding protein associated factor 8,0.00113056,Strong selection
TAF9B,SNVs,2,3,3,TATA-box binding protein associated factor 9b,0.00507658,Strong selection
TAFA1,SNVs,1,0,1,TAFA chemokine like family member 1,0.0560358,Extreme selection
TAFA2,SNVs,2,4,1,TAFA chemokine like family member 2,0.0546554,Extreme selection
TAFA3,SNVs,2,3,4,TAFA chemokine like family member 3,0.00157776,Strong selection
TAFA4,SNVs,3,3,3,TAFA chemokine like family member 4,0.00905845,Strong selection
TAFA5,SNVs,2,3,3,TAFA chemokine like family member 5,0.0727729,Extreme selection
TAFAZZIN,SNVs,1,3,3,tafazzin%2C phospholipid-lysophospholipid transacylase,0.111383,Extreme selection
TAGAP,SNVs,3,3,3,T cell activation RhoGTPase activating protein,0.0446932,Extreme selection
TAGLN,SNVs,2,2,3,transgelin,0.0199215,Extreme selection
TAGLN2,SNVs,1,2,3,transgelin 2,0.0429538,Extreme selection
TAGLN3,SNVs,1,2,2,transgelin 3,0.0433154,Extreme selection
TAL1,SNVs,3,2,4,TAL bHLH transcription factor 1%2C erythroid differentiation factor,0.0951803,Extreme selection
TAL2,SNVs,1,2,3,TAL bHLH transcription factor 2,0.00433076,Strong selection
TALDO1,SNVs,3,3,3,transaldolase 1,0.0104093,Extreme selection
TAMALIN,SNVs,1,3,3,trafficking regulator and scaffold protein tamalin,0.088591,Extreme selection
TAMM41,SNVs,1,3,4,TAM41 mitochondrial translocator assembly and maintenance homolog,0.0041885,Strong selection
TANC1,SNVs,3,3,3,tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 1,0.034586,Extreme selection
TANC2,SNVs,3,3,3,tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 2,0.146853,Extreme selection
TANGO2,SNVs,1,3,3,transport and golgi organization 2 homolog,0.001464,Strong selection
TANGO6,SNVs,3,3,4,transport and golgi organization 6 homolog,0.00216149,Strong selection
TANK,SNVs,3,3,3,TRAF family member associated NFKB activator,0.0769578,Extreme selection
TAOK1,SNVs,2,2,2,TAO kinase 1,0.166289,Extreme selection
TAOK2,SNVs,3,3,3,TAO kinase 2,0.135399,Extreme selection
TAOK3,SNVs,1,3,3,TAO kinase 3,0.145134,Extreme selection
TAP1,SNVs,3,3,3,transporter 1%2C ATP binding cassette subfamily B member,0.00880017,Strong selection
TAP2,SNVs,3,3,4,transporter 2%2C ATP binding cassette subfamily B member,0.00348214,Strong selection
TAPBP,SNVs,3,3,3,TAP binding protein,0.00226144,Strong selection
TAPBPL,SNVs,3,4,3,TAP binding protein like,0.0011212,Strong selection
TAPT1,SNVs,2,3,4,transmembrane anterior posterior transformation 1,0.0634017,Extreme selection
TARBP1,SNVs,3,3,4,TAR (HIV-1) RNA binding protein 1,0.0015554,Strong selection
TARBP2,SNVs,1,1,2,TARBP2 subunit of RISC loading complex,0.0560717,Extreme selection
TARDBP,SNVs,2,2,2,TAR DNA binding protein,0.296449,Extreme selection
TARM1,SNVs,3,4,3,T cell-interacting%2C activating receptor on myeloid cells 1,6.8452e-4,Weak selection
TARS1,SNVs,2,4,4,threonyl-tRNA synthetase 1,0.00647219,Strong selection
TARS2,SNVs,3,3,2,threonyl-tRNA synthetase 2%2C mitochondrial,0.0108183,Extreme selection
TARS3,SNVs,2,3,3,threonyl-tRNA synthetase 3,0.0019441,Strong selection
TAS1R1,SNVs,3,3,3,taste 1 receptor member 1,6.5685e-4,Weak selection
TAS1R2,SNVs,3,3,3,taste 1 receptor member 2,6.378e-4,Weak selection
TAS1R3,SNVs,3,3,3,taste 1 receptor member 3,5.4049e-4,Weak selection
TAS2R1,SNVs,3,3,3,taste 2 receptor member 1,0.00158136,Strong selection
TAS2R10,SNVs,2,3,3,taste 2 receptor member 10,0.00144,Strong selection
TAS2R13,SNVs,3,3,3,taste 2 receptor member 13,0.00150806,Strong selection
TAS2R14,SNVs,0,3,3,taste 2 receptor member 14,0.0015294,Strong selection
TAS2R16,SNVs,3,3,3,taste 2 receptor member 16,0.00250482,Strong selection
TAS2R19,SNVs,0,0,3,taste 2 receptor member 19,0.00124826,Strong selection
TAS2R20,SNVs,0,3,3,taste 2 receptor member 20,0.00143337,Strong selection
TAS2R3,SNVs,3,3,3,taste 2 receptor member 3,0.00121979,Strong selection
TAS2R30,SNVs,0,0,3,taste 2 receptor member 30,0.00147341,Strong selection
TAS2R31,SNVs,0,0,3,taste 2 receptor member 31,0.00140907,Strong selection
TAS2R38,SNVs,2,3,3,taste 2 receptor member 38,0.00735881,Strong selection
TAS2R39,SNVs,1,3,3,taste 2 receptor member 39,0.00348549,Strong selection
TAS2R4,SNVs,3,3,3,taste 2 receptor member 4,0.0029809,Strong selection
TAS2R40,SNVs,3,4,3,taste 2 receptor member 40,0.00606159,Strong selection
TAS2R41,SNVs,0,3,3,taste 2 receptor member 41,0.00202661,Strong selection
TAS2R42,SNVs,3,3,3,taste 2 receptor member 42,0.00160554,Strong selection
TAS2R46,SNVs,0,0,4,taste 2 receptor member 46,0.00165063,Strong selection
TAS2R5,SNVs,1,3,3,taste 2 receptor member 5,0.00332319,Strong selection
TAS2R50,SNVs,0,3,3,taste 2 receptor member 50,0.00341913,Strong selection
TAS2R60,SNVs,3,3,3,taste 2 receptor member 60,0.00992255,Strong selection
TAS2R7,SNVs,1,3,4,taste 2 receptor member 7,0.00242616,Strong selection
TAS2R8,SNVs,2,3,4,taste 2 receptor member 8,0.00161221,Strong selection
TAS2R9,SNVs,2,4,3,taste 2 receptor member 9,0.0017935,Strong selection
TASL,SNVs,1,3,2,TLR adaptor interacting with endolysosomal SLC15A4,0.163137,Extreme selection
TASOR,SNVs,3,3,3,transcription activation suppressor,0.0864004,Extreme selection
TASOR2,SNVs,3,3,3,transcription activation suppressor family member 2,0.0396243,Extreme selection
TASP1,SNVs,2,3,2,taspase 1,0.0513823,Extreme selection
TAT,SNVs,3,3,3,tyrosine aminotransferase,0.0227462,Extreme selection
TATDN1,SNVs,3,3,3,TatD DNase domain containing 1,0.00171978,Strong selection
TATDN2,SNVs,3,3,3,TatD DNase domain containing 2,0.0176955,Extreme selection
TATDN3,SNVs,2,2,4,TatD DNase domain containing 3,6.7225e-4,Weak selection
TAX1BP1,SNVs,3,3,3,Tax1 binding protein 1,0.0205244,Extreme selection
TAX1BP3,SNVs,1,1,2,Tax1 binding protein 3,0.01449,Extreme selection
TBATA,SNVs,3,3,4,thymus%2C brain and testes associated,0.00114311,Strong selection
TBC1D1,SNVs,3,3,3,TBC1 domain family member 1,0.00955157,Strong selection
TBC1D10A,SNVs,3,3,4,TBC1 domain family member 10A,0.0145516,Extreme selection
TBC1D10B,SNVs,3,3,3,TBC1 domain family member 10B,0.190222,Extreme selection
TBC1D10C,SNVs,3,3,3,TBC1 domain family member 10C,0.026399100000000002,Extreme selection
TBC1D12,SNVs,2,4,3,TBC1 domain family member 12,0.0340014,Extreme selection
TBC1D13,SNVs,2,2,3,TBC1 domain family member 13,0.0275652,Extreme selection
TBC1D14,SNVs,3,3,3,TBC1 domain family member 14,0.0378176,Extreme selection
TBC1D15,SNVs,2,4,3,TBC1 domain family member 15,0.0559848,Extreme selection
TBC1D16,SNVs,3,3,3,TBC1 domain family member 16,0.0095157,Strong selection
TBC1D17,SNVs,3,4,3,TBC1 domain family member 17,0.00173068,Strong selection
TBC1D19,SNVs,1,3,3,TBC1 domain family member 19,0.0236039,Extreme selection
TBC1D2,SNVs,3,4,3,TBC1 domain family member 2,0.00261298,Strong selection
TBC1D20,SNVs,1,3,3,TBC1 domain family member 20,0.0523125,Extreme selection
TBC1D21,SNVs,3,4,3,TBC1 domain family member 21,0.00285004,Strong selection
TBC1D22A,SNVs,3,4,3,TBC1 domain family member 22A,0.0438334,Extreme selection
TBC1D22B,SNVs,3,2,2,TBC1 domain family member 22B,0.0515679,Extreme selection
TBC1D23,SNVs,3,2,3,TBC1 domain family member 23,0.0271898,Extreme selection
TBC1D24,SNVs,2,3,3,TBC1 domain family member 24,0.00441242,Strong selection
TBC1D25,SNVs,3,3,3,TBC1 domain family member 25,0.0862617,Extreme selection
TBC1D26,SNVs,3,4,3,TBC1 domain family member 26,0.00212908,Strong selection
TBC1D28,SNVs,0,0,4,TBC1 domain family member 28,0.00160551,Strong selection
TBC1D2B,SNVs,3,3,4,TBC1 domain family member 2B,0.015557,Extreme selection
TBC1D30,SNVs,3,3,3,TBC1 domain family member 30,0.0245519,Extreme selection
TBC1D31,SNVs,3,3,4,TBC1 domain family member 31,4.8856e-4,Weak selection
TBC1D32,SNVs,3,3,3,TBC1 domain family member 32,0.00105919,Strong selection
TBC1D4,SNVs,3,3,3,TBC1 domain family member 4,0.0115477,Extreme selection
TBC1D5,SNVs,2,3,4,TBC1 domain family member 5,0.00548606,Strong selection
TBC1D7,SNVs,2,4,3,TBC1 domain family member 7,0.00209058,Strong selection
TBC1D8,SNVs,2,3,3,TBC1 domain family member 8,0.0108325,Extreme selection
TBC1D8B,SNVs,1,3,3,TBC1 domain family member 8B,0.00382422,Strong selection
TBC1D9,SNVs,2,3,2,TBC1 domain family member 9,0.0533988,Extreme selection
TBC1D9B,SNVs,3,3,3,TBC1 domain family member 9B,0.0240092,Extreme selection
TBCA,SNVs,3,1,1,tubulin folding cofactor A,0.0340552,Extreme selection
TBCB,SNVs,2,3,3,tubulin folding cofactor B,0.0165105,Extreme selection
TBCC,SNVs,2,3,3,tubulin folding cofactor C,0.00312927,Strong selection
TBCCD1,SNVs,3,3,3,TBCC domain containing 1,0.00298788,Strong selection
TBCD,SNVs,2,3,4,tubulin folding cofactor D,0.021221,Extreme selection
TBCEL,SNVs,0,2,3,tubulin folding cofactor E like,0.0937257,Extreme selection
TBCK,SNVs,3,3,4,TBC1 domain containing kinase,0.00463501,Strong selection
TBK1,SNVs,3,3,2,TANK binding kinase 1,0.0464553,Extreme selection
TBKBP1,SNVs,1,3,3,TBK1 binding protein 1,0.0384563,Extreme selection
TBL1X,SNVs,3,3,3,transducin beta like 1 X-linked,0.121247,Extreme selection
TBL1XR1,SNVs,3,2,2,TBL1X/Y related 1,0.359614,Extreme selection
TBL1Y,SNVs,0,4,3,transducin beta like 1 Y-linked,0.00243311,Strong selection
TBL2,SNVs,2,4,3,transducin beta like 2,0.0051607,Strong selection
TBL3,SNVs,4,3,3,transducin beta like 3,0.0126177,Extreme selection
TBP,SNVs,2,2,2,TATA-box binding protein,0.00985242,Strong selection
TBPL1,SNVs,2,2,2,TATA-box binding protein like 1,0.105311,Extreme selection
TBPL2,SNVs,3,3,3,TATA-box binding protein like 2,0.00105309,Strong selection
TBR1,SNVs,2,3,2,T-box brain transcription factor 1,0.242498,Extreme selection
TBRG1,SNVs,1,3,3,transforming growth factor beta regulator 1,0.00381203,Strong selection
TBRG4,SNVs,2,3,3,transforming growth factor beta regulator 4,0.0214033,Extreme selection
